"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0055","元大MSCI金融    ","56,000","0","56,000","0","0","0","2,502,000","2,234,000","268,000","2,022,000",
="006207","FH滬深          ","1,000","0","1,000","0","367,000","-367,000","2,572,000","2,180,000","392,000","1,422,000",
="0061","元大寶滬深      ","274,000","0","274,000","0","0","0","4,351,000","2,722,000","1,629,000","1,367,000",
="006205","富邦上証        ","0","0","0","0","0","0","5,602,000","2,945,000","2,657,000","288,000",
="0051","元大中型100     ","33,000","0","33,000","0","0","0","40,000","40,000","0","73,000",
="0054","元大台商50      ","12,000","0","12,000","0","0","0","0","0","0","12,000",
="0052","富邦科技        ","0","0","0","0","0","0","8,000","8,000","0","8,000",
="0053","元大電子        ","0","1,000","-1,000","0","0","0","0","0","0","-1,000",
="0057","富邦摩台        ","1,000","2,000","-1,000","0","0","0","0","0","0","-1,000",
="006208","富邦台50        ","0","0","0","0","0","0","27,000","13,000","14,000","-1,000",
="0059","富邦金融        ","0","2,000","-2,000","0","0","0","0","0","0","-2,000",
="006204","永豐臺灣加權    ","0","28,000","-28,000","0","0","0","311,457","144,000","167,457","-51,457",
="0056","元大高股息      ","0","76,000","-76,000","0","0","0","248,000","26,000","222,000","-272,000",
="006206","元大上證50      ","0","300,000","-300,000","0","0","0","1,685,000","740,000","945,000","-505,000",
="0050","元大台灣50      ","402,000","1,657,000","-1,255,000","0","0","0","2,986,000","1,248,000","1,738,000","-1,745,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
