"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","4,895,000","10,000","4,885,000","0","0","0","10,478,000","490,000","240,000","250,000","21,558,000","11,330,000","10,228,000","15,363,000",
="00642U","元大S&P石油     ","150,000","349,000","-199,000","0","0","0","8,956,000","0","300,000","-300,000","10,264,000","1,008,000","9,256,000","8,757,000",
="00633L","富邦上証正2     ","2,023,000","921,000","1,102,000","0","150,000","-150,000","4,094,000","615,000","685,000","-70,000","10,828,000","6,664,000","4,164,000","5,046,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","1,074,000","40,000","176,000","-136,000","1,320,000","110,000","1,210,000","1,074,000",
="00641R","富邦日本反1     ","506,000","0","506,000","0","0","0","290,000","40,000","50,000","-10,000","594,000","294,000","300,000","796,000",
="00655L","國泰中國A50正2  ","0","0","0","0","0","0","461,000","0","0","0","2,916,000","2,455,000","461,000","461,000",
="00652","富邦印度        ","86,000","0","86,000","0","0","0","358,000","0","0","0","1,023,000","665,000","358,000","444,000",
="00653L","富邦印度正2     ","11,000","0","11,000","0","0","0","423,000","0","0","0","1,700,000","1,277,000","423,000","434,000",
="006207","FH滬深          ","111,000","0","111,000","0","0","0","285,000","0","0","0","502,000","217,000","285,000","396,000",
="00654R","富邦印度反1     ","145,000","0","145,000","0","0","0","34,000","0","0","0","1,017,000","983,000","34,000","179,000",
="00649","FH香港          ","0","2,000","-2,000","0","0","0","179,000","0","0","0","352,000","173,000","179,000","177,000",
="00650L","FH香港正2       ","104,000","0","104,000","0","0","0","64,000","0","0","0","639,000","575,000","64,000","168,000",
="00646","元大S&P500      ","43,000","0","43,000","0","0","0","110,000","0","0","0","112,000","2,000","110,000","153,000",
="00636","國泰中國A50     ","0","0","0","0","0","0","143,000","0","0","0","332,000","189,000","143,000","143,000",
="00632R","元大台灣50反1   ","525,000","319,000","206,000","69,000","0","69,000","-168,000","2,720,000","2,020,000","700,000","4,968,000","5,836,000","-868,000","107,000",
="006206","元大上證50      ","0","171,000","-171,000","0","0","0","276,000","0","10,000","-10,000","486,000","200,000","286,000","105,000",
="006205","富邦上証        ","399,000","2,000","397,000","0","0","0","-303,000","160,000","375,000","-215,000","1,179,000","1,267,000","-88,000","94,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","59,000","0","0","0","70,000","11,000","59,000","59,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","22,000","0","0","0","22,000","0","22,000","22,000",
="00647L","元大S&P500正2   ","6,000","0","6,000","0","0","0","13,000","0","0","0","114,000","101,000","13,000","19,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","13,000","0","0","0","1,040,000","1,027,000","13,000","13,000",
="0052","富邦科技        ","0","0","0","0","0","0","8,000","0","0","0","11,000","3,000","8,000","8,000",
="008201","BP上證50        ","0","0","0","0","0","0","6,000","0","0","0","6,000","0","6,000","6,000",
="0053","元大電子        ","0","0","0","0","0","0","5,000","0","0","0","6,000","1,000","5,000","5,000",
="0054","元大台商50      ","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0058","富邦發達        ","0","0","0","0","0","0","-4,000","0","0","0","0","4,000","-4,000","-4,000",
="0059","富邦金融        ","0","0","0","0","0","0","-4,000","0","0","0","0","4,000","-4,000","-4,000",
="0057","富邦摩台        ","0","0","0","0","0","0","-5,000","0","0","0","0","5,000","-5,000","-5,000",
="0051","元大中型100     ","1,000","0","1,000","0","0","0","-14,000","0","0","0","0","14,000","-14,000","-13,000",
="00645","富邦日本        ","188,000","0","188,000","0","0","0","-213,000","0","0","0","800,000","1,013,000","-213,000","-25,000",
="00634R","富邦上証反1     ","1,000","314,000","-313,000","0","0","0","276,000","0","44,000","-44,000","1,447,000","1,127,000","320,000","-37,000",
="00639","富邦深100       ","13,000","0","13,000","0","0","0","-194,000","15,000","0","15,000","266,000","475,000","-209,000","-181,000",
="0056","元大高股息      ","0","0","0","0","0","0","-284,000","0","0","0","0","284,000","-284,000","-284,000",
="00640L","富邦日本正2     ","0","1,571,000","-1,571,000","0","0","0","1,256,000","0","15,000","-15,000","4,630,000","3,359,000","1,271,000","-315,000",
="00651R","FH香港反1       ","0","5,000","-5,000","0","0","0","-374,000","0","0","0","119,000","493,000","-374,000","-379,000",
="00643","群益深証中小    ","0","3,000","-3,000","0","0","0","-389,000","0","0","0","215,000","604,000","-389,000","-392,000",
="0050","元大台灣50      ","89,000","452,410","-363,410","0","0","0","-59,000","99,000","35,000","64,000","699,000","822,000","-123,000","-422,410",
="00638R","元大滬深300反1  ","64,000","201,000","-137,000","0","0","0","-433,000","0","0","0","831,000","1,264,000","-433,000","-570,000",
="00631L","元大台灣50正2   ","179,000","866,000","-687,000","0","0","0","-115,000","602,000","75,000","527,000","1,021,000","1,663,000","-642,000","-802,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","-1,032,000","0","0","0","37,000","1,069,000","-1,032,000","-1,032,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
