"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0055","元大MSCI金融    ","0","0","0","0","360,000","-360,000","1,555,000","1,429,000","126,000","943,000",
="006206","元大上證50      ","0","27,000","-27,000","0","0","0","630,000","456,000","174,000","255,000",
="006207","FH滬深          ","0","150,000","-150,000","0","0","0","689,000","429,000","260,000","19,000",
="0054","元大台商50      ","0","0","0","0","0","0","15,000","15,000","0","15,000",
="0053","元大電子        ","0","0","0","0","0","0","10,000","10,000","0","10,000",
="0057","富邦摩台        ","0","0","0","0","0","0","9,000","9,000","0","9,000",
="006208","富邦台50        ","0","0","0","0","0","0","3,000","3,000","0","3,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="0059","富邦金融        ","0","0","0","0","0","0","4,000","1,000","3,000","-2,000",
="0052","富邦科技        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","404,500","143,000","261,500","-118,500",
="0056","元大高股息      ","0","0","0","0","0","0","258,000","0","258,000","-258,000",
="0061","元大寶滬深      ","890,000","4,169,000","-3,279,000","0","0","0","5,966,000","3,483,000","2,483,000","-2,279,000",
="0050","元大台灣50      ","1,000","1,583,000","-1,582,000","0","0","0","2,477,000","702,000","1,775,000","-2,655,000",
="006205","富邦上証        ","0","284,000","-284,000","0","300,000","-300,000","8,789,000","3,284,000","5,505,000","-2,805,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
