"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","6,841,000","205,000","6,636,000","0","0","0","9,614,000","7,541,000","2,073,000","12,104,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","12,442,000","10,869,000","1,573,000","9,296,000",
="006206","元大上證50      ","137,000","0","137,000","0","0","0","19,970,000","12,214,000","7,756,000","4,595,000",
="0061","元大寶滬深      ","265,000","233,000","32,000","0","0","0","20,509,000","11,921,000","8,588,000","3,365,000",
="006205","富邦上証        ","2,018,000","499,000","1,519,000","2,400,000","0","2,400,000","23,368,000","10,367,000","13,001,000","1,285,000",
="006207","FH滬深          ","3,000,000","0","3,000,000","0","0","0","15,323,000","6,543,000","8,780,000","763,000",
="0056","元大高股息      ","201,000","0","201,000","0","0","0","164,000","148,000","16,000","333,000",
="0055","元大MSCI金融    ","2,000","0","2,000","0","60,000","-60,000","895,000","629,000","266,000","305,000",
="0051","元大中型100     ","16,000","0","16,000","0","0","0","35,000","27,000","8,000","35,000",
="0053","元大電子        ","38,000","0","38,000","0","0","0","15,000","4,000","11,000","31,000",
="0057","富邦摩台        ","0","25,000","-25,000","0","0","0","55,000","51,000","4,000","22,000",
="0054","元大台商50      ","43,000","0","43,000","0","0","0","55,000","13,000","42,000","14,000",
="0052","富邦科技        ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0059","富邦金融        ","3,000","0","3,000","0","0","0","6,000","3,000","3,000","3,000",
="0060","新台灣          ","0","0","0","0","0","0","7,000","4,000","3,000","1,000",
="006208","富邦台50        ","0","0","0","0","0","0","71,000","36,000","35,000","1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","6,000","3,000","3,000","0",
="006204","永豐臺灣加權    ","51,000","0","51,000","0","0","0","65,000","7,000","58,000","0",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="00632R","元大台灣50反1   ","30,000","0","30,000","0","0","0","8,702,000","1,730,000","6,972,000","-5,212,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
