"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","1,303,000","61,000","1,242,000","0","0","0","6,645,000","4,818,000","1,827,000","4,233,000",
="0056","元大高股息      ","121,000","0","121,000","0","0","0","632,000","632,000","0","753,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","649,422","640,000","9,422","630,578",
="0055","元大MSCI金融    ","55,000","0","55,000","0","0","0","255,000","255,000","0","310,000",
="006203","元大MSCI台灣    ","10,000","0","10,000","0","0","0","94,000","94,000","0","104,000",
="0053","元大電子        ","62,000","0","62,000","0","0","0","9,000","9,000","0","71,000",
="0051","元大中型100     ","63,000","0","63,000","0","0","0","7,000","7,000","0","70,000",
="0054","元大台商50      ","55,000","0","55,000","0","0","0","8,000","8,000","0","63,000",
="0052","富邦科技        ","48,000","0","48,000","0","0","0","25,000","0","25,000","23,000",
="0057","富邦摩台        ","0","0","0","0","0","0","10,000","10,000","0","10,000",
="0058","富邦發達        ","97,000","0","97,000","0","0","0","101,000","5,000","96,000","6,000",
="006208","富邦台50        ","0","0","0","0","0","0","6,000","6,000","0","6,000",
="0059","富邦金融        ","0","0","0","0","0","0","3,000","2,000","1,000","1,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="006207","FH滬深          ","0","0","0","0","0","0","1,348,000","620,000","728,000","-108,000",
="006205","富邦上証        ","65,000","0","65,000","0","0","0","6,570,000","2,667,000","3,903,000","-1,171,000",
="006206","元大上證50      ","0","0","0","0","0","0","4,211,000","1,444,000","2,767,000","-1,323,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","4,344,000","865,000","3,479,000","-2,614,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
