"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","3,160,000","0","3,160,000","0","0","0","32,155,000","250,000","0","250,000","39,340,000","7,435,000","31,905,000","35,315,000",
="00633L","富邦上証正2     ","3,678,000","6,000","3,672,000","0","0","0","15,965,000","554,000","369,000","185,000","19,914,000","4,134,000","15,780,000","19,637,000",
="00640L","富邦日本正2     ","4,086,000","0","4,086,000","0","0","0","11,360,000","499,000","499,000","0","12,637,000","1,277,000","11,360,000","15,446,000",
="00642U","元大S&P石油     ","1,959,000","0","1,959,000","0","0","0","5,171,000","0","50,000","-50,000","6,747,000","1,526,000","5,221,000","7,130,000",
="0050","元大台灣50      ","4,694,000","338,450","4,355,550","0","0","0","338,000","43,000","169,000","-126,000","2,074,000","1,610,000","464,000","4,693,550",
="00631L","元大台灣50正2   ","286,000","0","286,000","0","0","0","3,551,000","428,000","709,000","-281,000","10,007,000","6,175,000","3,832,000","3,837,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","2,298,000","0","0","0","4,777,000","2,479,000","2,298,000","2,298,000",
="0056","元大高股息      ","0","0","0","0","0","0","2,064,000","0","0","0","2,064,000","0","2,064,000","2,064,000",
="00647L","元大S&P500正2   ","63,000","0","63,000","0","0","0","1,559,000","0","0","0","1,776,000","217,000","1,559,000","1,622,000",
="00660","元大歐洲50      ","167,000","0","167,000","0","0","0","679,000","0","0","0","1,275,000","596,000","679,000","846,000",
="006205","富邦上証        ","50,000","0","50,000","302,000","0","302,000","347,000","160,000","160,000","0","1,884,000","1,537,000","347,000","699,000",
="00655L","國泰中國A50正2  ","0","0","0","0","0","0","575,000","0","0","0","5,662,000","5,087,000","575,000","575,000",
="00662","富邦NASDAQ      ","34,000","0","34,000","0","0","0","425,000","0","0","0","1,768,000","1,343,000","425,000","459,000",
="00650L","FH香港正2       ","0","0","0","0","0","0","454,000","0","0","0","640,000","186,000","454,000","454,000",
="006207","FH滬深          ","0","0","0","0","0","0","336,000","450,000","1,000","449,000","811,000","924,000","-113,000","336,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","296,000","0","0","0","296,000","0","296,000","296,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","272,000","0","0","0","685,000","413,000","272,000","272,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","262,000","0","0","0","776,000","514,000","262,000","262,000",
="00649","FH香港          ","0","0","0","0","0","0","143,000","0","0","0","196,000","53,000","143,000","143,000",
="00657","國泰日經225     ","0","0","0","0","0","0","105,000","0","0","0","257,000","152,000","105,000","105,000",
="00661","元大日經225     ","7,000","0","7,000","0","0","0","92,000","0","0","0","234,000","142,000","92,000","99,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","32,000","0","0","0","957,000","925,000","32,000","32,000",
="00646","元大S&P500      ","0","3,000","-3,000","0","0","0","32,000","0","0","0","62,000","30,000","32,000","29,000",
="0052","富邦科技        ","0","0","0","0","0","0","12,000","0","0","0","13,000","1,000","12,000","12,000",
