"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","564,000","358,000","206,000","0","0","0","13,217,000","7,325,000","5,892,000","1,639,000",
="0056","元大高股息      ","1,000","0","1,000","0","0","0","840,000","821,000","19,000","803,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","5,776,000","3,174,000","2,602,000","572,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","1,694,000","1,055,000","639,000","416,000",
="006206","元大上證50      ","0","0","0","0","0","0","1,897,000","1,069,000","828,000","241,000",
="0053","元大電子        ","0","0","0","0","0","0","160,000","160,000","0","160,000",
="0054","元大台商50      ","0","0","0","0","0","0","74,000","74,000","0","74,000",
="0051","元大中型100     ","0","0","0","0","0","0","49,000","49,000","0","49,000",
="0052","富邦科技        ","0","0","0","0","0","0","16,000","15,000","1,000","14,000",
="0057","富邦摩台        ","0","0","0","0","0","0","207,000","108,000","99,000","9,000",
="0060","新台灣          ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="006208","富邦台50        ","0","0","0","0","0","0","425,000","213,000","212,000","1,000",
="006203","元大MSCI台灣    ","12,000","0","12,000","0","0","0","12,000","0","12,000","0",
="006204","永豐臺灣加權    ","0","200,000","-200,000","0","0","0","3,036,211","1,618,000","1,418,211","-211",
="006205","富邦上証        ","100,000","0","100,000","0","0","0","5,741,000","1,961,000","3,780,000","-1,719,000",
="006207","FH滬深          ","0","700,000","-700,000","0","0","0","4,434,000","1,607,000","2,827,000","-1,920,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
