"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","6,193,000","845,000","608,000","237,000","7,030,000","1,074,000","5,956,000","6,193,000",
="0050","元大台灣50      ","1,700,000","2,130,000","-430,000","0","0","0","5,076,000","772,000","50,000","722,000","4,888,000","534,000","4,354,000","4,646,000",
="00637L","元大滬深300正2  ","1,200,000","1,201,000","-1,000","0","0","0","1,908,000","200,000","362,000","-162,000","25,352,000","23,282,000","2,070,000","1,907,000",
="0061","元大寶滬深      ","0","5,000","-5,000","0","0","0","1,051,000","760,000","0","760,000","2,517,000","2,226,000","291,000","1,046,000",
="006207","FH滬深          ","0","0","0","0","0","0","356,000","223,000","0","223,000","949,000","816,000","133,000","356,000",
="00642U","元大S&P石油     ","0","0","0","0","0","0","275,000","0","85,000","-85,000","1,342,000","982,000","360,000","275,000",
="0056","元大高股息      ","0","0","0","0","0","0","202,000","0","0","0","338,000","136,000","202,000","202,000",
="00645","富邦日本        ","0","0","0","0","0","0","192,000","0","0","0","3,288,000","3,096,000","192,000","192,000",
="006206","元大上證50      ","0","0","0","0","0","0","54,000","70,000","0","70,000","1,896,000","1,912,000","-16,000","54,000",
="0059","富邦金融        ","0","0","0","0","0","0","7,000","0","0","0","8,000","1,000","7,000","7,000",
="0057","富邦摩台        ","0","0","0","0","0","0","6,000","0","0","0","12,000","6,000","6,000","6,000",
="0058","富邦發達        ","0","0","0","0","0","0","6,000","0","0","0","8,000","2,000","6,000","6,000",
="0080","恒中國          ","0","0","0","0","0","0","5,600","0","0","0","5,600","0","5,600","5,600",
="0052","富邦科技        ","0","0","0","0","0","0","5,000","0","0","0","7,000","2,000","5,000","5,000",
="0051","元大中型100     ","0","0","0","0","0","0","4,000","0","0","0","5,000","1,000","4,000","4,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","4,000","0","0","0","7,000","3,000","4,000","4,000",
="0081","恒香港          ","0","0","0","0","0","0","3,600","0","0","0","3,600","0","3,600","3,600",
="008201","BP上證50        ","0","0","0","0","0","0","2,300","0","0","0","2,300","0","2,300","2,300",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","0","0","0","0","12,000","12,000","0","0",
="006208","富邦台50        ","0","0","0","0","0","0","0","0","0","0","2,000","2,000","0","0",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","0","4,000","4,000","0","0",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","0","4,000","4,000","0","0",
="00636","國泰中國A50     ","0","0","0","0","0","0","-108,000","0","0","0","4,639,000","4,747,000","-108,000","-108,000",
="0060","新台灣          ","0","0","0","0","0","0","-171,000","0","0","0","52,000","223,000","-171,000","-171,000",
="00640L","富邦日本正2     ","0","0","0","0","0","0","-215,000","152,000","0","152,000","2,881,000","3,248,000","-367,000","-215,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","-317,000","0","0","0","0","317,000","-317,000","-317,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","-391,000","0","0","0","2,515,000","2,906,000","-391,000","-391,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","-686,000","0","0","0","1,266,000","1,952,000","-686,000","-686,000",
="00634R","富邦上証反1     ","0","0","0","0","0","0","-903,000","60,000","232,000","-172,000","1,575,000","2,306,000","-731,000","-903,000",
="00639","富邦深100       ","0","0","0","0","0","0","-1,194,000","47,000","0","47,000","446,000","1,687,000","-1,241,000","-1,194,000",
="006205","富邦上証        ","0","0","0","0","0","0","-2,149,000","152,000","113,000","39,000","1,542,000","3,730,000","-2,188,000","-2,149,000",
="00633L","富邦上証正2     ","0","210,000","-210,000","0","0","0","-5,276,000","151,000","210,000","-59,000","22,708,000","27,925,000","-5,217,000","-5,486,000",
="00632R","元大台灣50反1   ","1,417,000","2,108,000","-691,000","0","0","0","-12,454,000","165,000","1,330,000","-1,165,000","1,466,000","12,755,000","-11,289,000","-13,145,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
