"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00640L","富邦日本正2     ","161,000","0","161,000","0","0","0","1,300,000","0","0","0","1,452,000","152,000","1,300,000","1,461,000",
="0061","元大寶滬深      ","0","70,000","-70,000","0","0","0","1,140,000","80,000","0","80,000","1,335,000","275,000","1,060,000","1,070,000",
="0050","元大台灣50      ","365,000","280,000","85,000","0","0","0","691,000","5,000","3,000","2,000","777,000","88,000","689,000","776,000",
="00675L","富邦臺灣加權正2 ","0","103,000","-103,000","0","0","0","799,000","0","0","0","4,345,000","3,546,000","799,000","696,000",
="00680L","元大美債20正2   ","0","0","0","0","0","0","657,000","0","88,000","-88,000","1,008,000","263,000","745,000","657,000",
="00643","群益深証中小    ","0","0","0","0","0","0","579,000","0","0","0","689,000","110,000","579,000","579,000",
="006206","元大上證50      ","0","21,000","-21,000","0","0","0","558,000","100,000","27,000","73,000","574,000","89,000","485,000","537,000",
="00673R","元大S&P原油反1  ","0","0","0","0","0","0","398,000","0","0","0","670,000","272,000","398,000","398,000",
="00639","富邦深100       ","123,000","271,000","-148,000","0","0","0","353,000","577,000","0","577,000","1,085,000","1,309,000","-224,000","205,000",
="00631L","元大台灣50正2   ","126,000","1,000","125,000","0","0","0","65,000","0","25,000","-25,000","270,000","180,000","90,000","190,000",
="0055","元大MSCI金融    ","0","15,000","-15,000","0","0","0","180,000","0","0","0","180,000","0","180,000","165,000",
="00666R","富邦H股反1      ","0","0","0","0","0","0","79,000","0","0","0","487,000","408,000","79,000","79,000",
="00633L","富邦上証正2     ","470,000","1,276,000","-806,000","0","0","0","846,000","90,000","210,000","-120,000","2,708,000","1,742,000","966,000","40,000",
="00638R","元大滬深300反1  ","0","6,000","-6,000","0","0","0","34,000","2,000","2,000","0","35,000","1,000","34,000","28,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","16,000","0","0","0","1,071,000","1,055,000","16,000","16,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","13,000","0","0","0","146,000","133,000","13,000","13,000",
="00667","元大韓國        ","0","0","0","0","0","0","10,000","0","0","0","10,000","0","10,000","10,000",
="00649","FH香港          ","0","0","0","0","0","0","8,000","0","0","0","119,000","111,000","8,000","8,000",
="00652","富邦印度        ","0","0","0","0","0","0","5,000","0","0","0","23,000","18,000","5,000","5,000",
="00678","群益NBI生技     ","0","0","0","0","0","0","5,000","0","0","0","668,000","663,000","5,000","5,000",
="00651R","FH香港反1       ","0","10,000","-10,000","0","0","0","14,000","299,000","99,000","200,000","111,000","297,000","-186,000","4,000",
="006203","元大MSCI台灣    ","0","69,000","-69,000","0","0","0","72,000","0","0","0","72,000","0","72,000","3,000",
="006208","富邦台50        ","0","0","0","0","0","0","1,000","0","0","0","21,000","20,000","1,000","1,000",
="0054","元大台商50      ","0","7,000","-7,000","0","0","0","8,000","0","0","0","8,000","0","8,000","1,000",
="00660","元大歐洲50      ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00657","國泰日經225     ","0","0","0","0","0","0","1,000","0","0","0","45,000","44,000","1,000","1,000",
