"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006206","元大上證50      ","0","50,000","-50,000","0","0","0","6,205,000","4,682,000","1,523,000","3,109,000",
="006207","FH滬深          ","0","0","0","1,980,000","0","1,980,000","5,797,000","2,451,000","3,346,000","1,085,000",
="0055","元大MSCI金融    ","0","1,000","-1,000","100,000","0","100,000","786,000","429,000","357,000","171,000",
="0053","元大電子        ","0","0","0","0","0","0","39,000","39,000","0","39,000",
="006208","富邦台50        ","0","0","0","0","0","0","38,000","38,000","0","38,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","7,000","7,000","0","7,000",
="0059","富邦金融        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0052","富邦科技        ","0","0","0","0","0","0","4,000","3,000","1,000","2,000",
="006203","元大MSCI台灣    ","3,000","0","3,000","0","0","0","1,000","0","1,000","2,000",
="0057","富邦摩台        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0054","元大台商50      ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0060","新台灣          ","0","0","0","0","0","0","5,000","2,000","3,000","-1,000",
="008201","BP上證50        ","0","0","0","0","10,000","-10,000","0","0","0","-10,000",
="0051","元大中型100     ","0","0","0","0","0","0","25,000","0","25,000","-25,000",
="0056","元大高股息      ","0","0","0","0","0","0","233,000","39,000","194,000","-155,000",
="006205","富邦上証        ","1,000","0","1,000","1,400,000","0","1,400,000","11,135,000","4,286,000","6,849,000","-1,162,000",
="0050","元大台灣50      ","937,000","572,000","365,000","0","0","0","4,508,000","583,000","3,925,000","-2,977,000",
="0061","元大寶滬深      ","20,000","0","20,000","0","0","0","16,795,000","5,394,000","11,401,000","-5,987,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
