"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0050","元大台灣50      ","20,064,000","1,137,170","18,926,830","0","0","0","3,520,000","93,000","272,000","-179,000","4,044,000","345,000","3,699,000","22,446,830",
="00631L","元大台灣50正2   ","3,951,000","0","3,951,000","0","0","0","2,475,000","314,000","135,000","179,000","6,108,000","3,812,000","2,296,000","6,426,000",
="0056","元大高股息      ","925,000","0","925,000","0","0","0","1,481,000","0","0","0","1,481,000","0","1,481,000","2,406,000",
="00634R","富邦上証反1     ","719,000","9,000","710,000","0","0","0","1,047,000","0","0","0","1,315,000","268,000","1,047,000","1,757,000",
="00652","富邦印度        ","0","0","0","0","0","0","1,702,000","0","0","0","2,370,000","668,000","1,702,000","1,702,000",
="00653L","富邦印度正2     ","1,139,000","0","1,139,000","0","0","0","517,000","0","0","0","3,945,000","3,428,000","517,000","1,656,000",
="00650L","FH香港正2       ","152,000","0","152,000","0","0","0","281,000","0","0","0","643,000","362,000","281,000","433,000",
="006207","FH滬深          ","0","18,000","-18,000","0","0","0","322,000","0","1,000","-1,000","607,000","284,000","323,000","304,000",
="00655L","國泰中國A50正2  ","0","0","0","0","0","0","274,000","0","0","0","977,000","703,000","274,000","274,000",
="00639","富邦深100       ","113,000","2,000","111,000","0","0","0","104,000","210,000","30,000","180,000","303,000","379,000","-76,000","215,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","205,000","0","0","0","2,487,000","2,282,000","205,000","205,000",
="0055","元大MSCI金融    ","88,000","0","88,000","0","0","0","98,000","0","0","0","98,000","0","98,000","186,000",
="00645","富邦日本        ","0","0","0","0","0","0","123,000","0","0","0","1,431,000","1,308,000","123,000","123,000",
="00643","群益深証中小    ","0","0","0","0","0","0","116,000","0","0","0","155,000","39,000","116,000","116,000",
="00646","元大S&P500      ","439,000","0","439,000","0","0","0","-362,000","0","0","0","91,000","453,000","-362,000","77,000",
="00647L","元大S&P500正2   ","13,000","0","13,000","0","0","0","53,000","0","0","0","67,000","14,000","53,000","66,000",
="006206","元大上證50      ","33,000","0","33,000","0","0","0","21,000","10,000","0","10,000","158,000","147,000","11,000","54,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","44,000","0","0","0","810,000","766,000","44,000","44,000",
="00638R","元大滬深300反1  ","111,000","0","111,000","0","0","0","-70,000","0","0","0","13,000","83,000","-70,000","41,000",
="00657","國泰日經225     ","0","0","0","0","0","0","36,000","0","0","0","827,000","791,000","36,000","36,000",
="0053","元大電子        ","5,000","0","5,000","0","0","0","11,000","0","0","0","11,000","0","11,000","16,000",
="0051","元大中型100     ","0","0","0","0","0","0","11,000","0","0","0","12,000","1,000","11,000","11,000",
="0054","元大台商50      ","2,000","0","2,000","0","0","0","4,000","0","0","0","4,000","0","4,000","6,000",
="006204","永豐臺灣加權    ","15,000","0","15,000","0","0","0","-10,000","0","0","0","7,000","17,000","-10,000","5,000",
="0057","富邦摩台        ","0","0","0","0","0","0","2,000","0","0","0","3,000","1,000","2,000","2,000",
="006208","富邦台50        ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="008201","BP上證50        ","0","0","0","0","0","0","0","0","0","0","100","100","0","0",
="0052","富邦科技        ","2,000","0","2,000","0","0","0","-3,000","0","0","0","0","3,000","-3,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="0058","富邦發達        ","0","0","0","0","0","0","-4,000","0","0","0","0","4,000","-4,000","-4,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","-5,000","0","0","0","995,000","1,000,000","-5,000","-5,000",
="00649","FH香港          ","308,000","0","308,000","0","0","0","-314,000","0","0","0","1,000","315,000","-314,000","-6,000",
="006205","富邦上証        ","0","75,000","-75,000","0","99,000","-99,000","148,000","131,000","16,000","115,000","740,000","707,000","33,000","-26,000",
="00651R","FH香港反1       ","18,000","0","18,000","0","0","0","-59,000","0","0","0","205,000","264,000","-59,000","-41,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","-104,000","20,000","0","20,000","1,267,000","1,391,000","-124,000","-104,000",
="00640L","富邦日本正2     ","584,000","0","584,000","0","0","0","-693,000","20,000","0","20,000","505,000","1,218,000","-713,000","-109,000",
="00636","國泰中國A50     ","0","0","0","0","0","0","-348,000","30,000","0","30,000","624,000","1,002,000","-378,000","-348,000",
="00635U","元大S&P黃金     ","0","70,000","-70,000","0","0","0","-402,000","0","0","0","106,000","508,000","-402,000","-472,000",
="0061","元大寶滬深      ","0","432,000","-432,000","0","0","0","-265,000","220,000","0","220,000","143,000","628,000","-485,000","-697,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","-893,000","0","100,000","-100,000","1,847,000","2,640,000","-793,000","-893,000",
="00642U","元大S&P石油     ","0","691,000","-691,000","0","0","0","-376,000","20,000","0","20,000","728,000","1,124,000","-396,000","-1,067,000",
="00648R","元大S&P500反1   ","0","35,000","-35,000","0","0","0","-3,315,000","0","200,000","-200,000","150,000","3,265,000","-3,115,000","-3,350,000",
="00633L","富邦上証正2     ","339,000","983,000","-644,000","0","0","0","-4,387,000","259,000","253,000","6,000","5,657,000","10,050,000","-4,393,000","-5,031,000",
="00637L","元大滬深300正2  ","380,000","1,858,000","-1,478,000","0","0","0","-11,177,000","250,000","0","250,000","10,311,000","21,738,000","-11,427,000","-12,655,000",
="00632R","元大台灣50反1   ","1,560,000","3,596,000","-2,036,000","200,000","0","200,000","-23,397,000","2,105,000","1,758,000","347,000","4,133,000","27,877,000","-23,744,000","-25,233,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
