"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00632R","元大台灣50反1   ","7,979,000","600,000","7,379,000","0","0","0","0","0","0","442,000","0","254,000","-254,000","2,309,000","1,613,000","696,000","7,821,000",
="00672L","元大S&P原油正2  ","2,950,000","0","2,950,000","0","0","0","0","0","0","4,684,000","47,000","0","47,000","4,913,000","276,000","4,637,000","7,634,000",
="006205","富邦上証        ","330,000","377,000","-47,000","0","0","0","0","0","0","4,976,000","270,000","0","270,000","5,022,000","316,000","4,706,000","4,929,000",
="00642U","元大S&P石油     ","916,000","11,000","905,000","0","0","0","0","0","0","1,309,000","0","0","0","1,309,000","0","1,309,000","2,214,000",
="00636","國泰中國A50     ","2,000","1,000","1,000","0","0","0","0","0","0","2,055,000","362,000","0","362,000","2,956,000","1,263,000","1,693,000","2,056,000",
="00639","富邦深100       ","674,000","0","674,000","0","0","0","0","0","0","1,215,000","10,000","0","10,000","1,216,000","11,000","1,205,000","1,889,000",
="00634R","富邦上証反1     ","25,000","0","25,000","0","0","0","0","0","0","615,000","0","0","0","739,000","124,000","615,000","640,000",
="006206","元大上證50      ","0","12,000","-12,000","0","0","0","0","0","0","537,000","0","0","0","871,000","334,000","537,000","525,000",
="00669R","國泰美國道瓊反1 ","338,000","0","338,000","0","0","0","0","0","0","174,000","0","0","0","561,000","387,000","174,000","512,000",
="00643","群益深証中小    ","191,000","0","191,000","0","0","0","0","0","0","262,000","0","10,000","-10,000","277,000","5,000","272,000","453,000",
="00648R","元大S&P500反1   ","148,000","0","148,000","0","0","0","0","0","0","268,000","0","0","0","484,000","216,000","268,000","416,000",
="00708L","元大S&P黃金正2  ","127,000","16,000","111,000","0","0","0","0","0","0","236,000","0","0","0","236,000","0","236,000","347,000",
="00653L","富邦印度正2     ","200,000","0","200,000","0","0","0","0","0","0","92,000","0","0","0","122,000","30,000","92,000","292,000",
="00665L","富邦H股正2      ","249,000","0","249,000","0","0","0","0","0","0","19,000","0","0","0","181,000","162,000","19,000","268,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","0","0","0","265,000","0","0","0","268,000","3,000","265,000","265,000",
="006207","FH滬深          ","2,000","0","2,000","0","0","0","0","0","0","222,000","0","0","0","306,000","84,000","222,000","224,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","0","0","0","210,000","51,000","0","51,000","639,000","480,000","159,000","210,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","0","0","0","181,000","0","0","0","251,000","70,000","181,000","181,000",
="00640L","富邦日本正2     ","57,000","4,000","53,000","0","0","0","0","0","0","40,000","0","0","0","476,000","436,000","40,000","93,000",
="00683L","元大美元指數正2 ","0","0","0","0","0","0","0","0","0","84,000","0","0","0","85,000","1,000","84,000","84,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","0","0","0","83,000","0","0","0","97,000","14,000","83,000","83,000",
="00684R","元大美元指數反1 ","5,000","0","5,000","0","0","0","0","0","0","60,000","0","0","0","60,000","0","60,000","65,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","0","0","0","53,000","0","0","0","81,000","28,000","53,000","53,000",
="00682U","元大美元指數    ","3,000","0","3,000","0","0","0","0","0","0","50,000","0","0","0","50,000","0","50,000","53,000",
="00686R","群益臺灣加權反1 ","20,000","0","20,000","0","0","0","0","0","0","25,000","0","0","0","1,055,000","1,030,000","25,000","45,000",
="00652","富邦印度        ","0","0","0","0","0","0","0","0","0","31,000","0","0","0","34,000","3,000","31,000","31,000",
="00715L","華頓S&P布蘭特正2","0","0","0","0","0","0","0","0","0","21,000","0","0","0","752,000","731,000","21,000","21,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","0","0","0","19,000","0","0","0","25,000","6,000","19,000","19,000",
="00660","元大歐洲50      ","0","3,000","-3,000","0","0","0","0","0","0","19,000","0","0","0","19,000","0","19,000","16,000",
="00631L","元大台灣50正2   ","9,000","20,000","-11,000","0","0","0","0","0","0","23,000","50,000","0","50,000","55,000","82,000","-27,000","12,000",
="00701","國泰臺灣低波動30","0","0","0","0","0","0","0","0","0","11,000","0","0","0","75,000","64,000","11,000","11,000",
="00691R","兆豐藍籌30反1   ","0","0","0","0","0","0","0","0","0","6,000","0","0","0","6,000","0","6,000","6,000",
="00709","富邦歐洲        ","0","0","0","0","0","0","0","0","0","5,000","0","0","0","10,000","5,000","5,000","5,000",
="00688L","國泰20年美債正2 ","0","0","0","0","0","0","0","0","0","3,000","0","0","0","203,000","200,000","3,000","3,000",
="00680L","元大美債20正2   ","0","0","0","0","0","0","0","0","0","3,000","0","0","0","3,000","0","3,000","3,000",
="00711B","FH彭博新興債    ","0","2,000","-2,000","0","0","0","0","0","0","4,000","0","0","0","4,000","0","4,000","2,000",
="00712","FH富時不動產    ","0","13,000","-13,000","0","0","0","0","0","0","14,000","0","0","0","14,000","0","14,000","1,000",
="00698L","元大美債7-10正2 ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00661","元大日經225     ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0051","元大中型100     ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","50,000","50,000","0","0",
="00636K","國泰中國A50+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","150,000","150,000","0","0",
="00668K","國泰美國道瓊+U  ","0","0","0","0","0","0","0","0","0","0","0","0","0","142,000","142,000","0","0",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","0","0","0","0","0","0","0","5,000","5,000","0","0",
="00647L","元大S&P500正2   ","0","1,000","-1,000","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","0",
="00689R","國泰20年美債反1 ","0","0","0","0","0","0","0","0","0","0","0","0","0","200,000","200,000","0","0",
="00657","國泰日經225     ","0","34,000","-34,000","0","0","0","0","0","0","34,000","0","0","0","35,000","1,000","34,000","0",
="00657K","國泰日經225+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","120,000","120,000","0","0",
="00700","富邦H股         ","0","20,000","-20,000","0","0","0","0","0","0","20,000","0","0","0","20,000","0","20,000","0",
="00685L","群益臺灣加權正2 ","0","0","0","0","0","0","0","0","0","0","0","0","0","12,000","12,000","0","0",
="00705R","台新MSCI台灣反1 ","0","0","0","0","0","0","0","0","0","0","0","0","0","10,000","10,000","0","0",
="00704L","台新MSCI台灣正2 ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","61,000","62,000","-1,000","-1,000",
="00707R","元大S&P日圓反1  ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="00710B","FH彭博高收益債  ","0","2,000","-2,000","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","-1,000",
="00678","群益NBI生技     ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","300,000","301,000","-1,000","-1,000",
="00646","元大S&P500      ","0","3,000","-3,000","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","-1,000",
="00649","FH香港          ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","81,000","82,000","-1,000","-1,000",
="0052","富邦科技        ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","2,000","3,000","-1,000","-1,000",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="006208","富邦台50        ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","1,000","3,000","-2,000","-2,000",
="00667","元大韓國        ","0","0","0","0","0","0","0","0","0","-3,000","0","0","0","0","3,000","-3,000","-3,000",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","-4,000","0","0","0","0","4,000","-4,000","-4,000",
="00645","富邦日本        ","0","0","0","0","0","0","0","0","0","-6,000","0","0","0","62,000","68,000","-6,000","-6,000",
="00650L","FH香港正2       ","0","0","0","0","0","0","0","0","0","-7,000","0","0","0","186,000","193,000","-7,000","-7,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","0","0","0","-7,000","0","0","0","805,000","812,000","-7,000","-7,000",
="00702","國泰標普低波高息","0","0","0","0","0","0","0","0","0","-7,000","0","0","0","0","7,000","-7,000","-7,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","0","0","0","-13,000","0","0","0","590,000","603,000","-13,000","-13,000",
="00668","國泰美國道瓊    ","0","53,000","-53,000","0","0","0","0","0","0","39,000","0","0","0","39,000","0","39,000","-14,000",
="00658L","國泰日本正2     ","0","13,000","-13,000","0","0","0","0","0","0","-3,000","0","0","0","40,000","43,000","-3,000","-16,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","0","0","0","-19,000","0","0","0","9,000","28,000","-19,000","-19,000",
="00666R","富邦H股反1      ","0","31,000","-31,000","0","0","0","0","0","0","10,000","0","0","0","27,000","17,000","10,000","-21,000",
="00714","群益道瓊美國地產","0","0","0","0","0","0","0","0","0","-23,000","0","0","0","600,000","623,000","-23,000","-23,000",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","0","0","0","-26,000","0","0","0","133,000","159,000","-26,000","-26,000",
="00706L","元大S&P日圓正2  ","0","0","0","0","0","0","0","0","0","-27,000","0","0","0","1,000","28,000","-27,000","-27,000",
="00676R","富邦臺灣加權反1 ","0","0","0","0","0","0","0","0","0","-43,000","0","0","0","361,000","404,000","-43,000","-43,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","0","0","0","-53,000","0","0","0","98,000","151,000","-53,000","-53,000",
