"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","3,166,000","1,456,000","1,710,000","0","60,000","-60,000","7,955,000","6,817,000","1,138,000","7,329,000",
="0061","元大寶滬深      ","630,000","542,000","88,000","0","200,000","-200,000","10,726,000","6,364,000","4,362,000","1,890,000",
="0055","元大MSCI金融    ","44,000","0","44,000","500,000","0","500,000","1,607,000","941,000","666,000","819,000",
="0056","元大高股息      ","0","0","0","0","0","0","4,508,000","2,326,000","2,182,000","144,000",
="0053","元大電子        ","100,000","0","100,000","0","0","0","18,000","18,000","0","118,000",
="006203","元大MSCI台灣    ","106,000","0","106,000","0","0","0","0","0","0","106,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","336,651","217,000","119,651","97,349",
="0051","元大中型100     ","78,000","0","78,000","0","0","0","0","0","0","78,000",
="006208","富邦台50        ","0","0","0","0","0","0","46,000","45,000","1,000","44,000",
="0054","元大台商50      ","28,000","0","28,000","0","0","0","0","0","0","28,000",
="0057","富邦摩台        ","14,000","0","14,000","0","0","0","0","0","0","14,000",
="0052","富邦科技        ","12,000","0","12,000","0","0","0","0","0","0","12,000",
="0058","富邦發達        ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0060","新台灣          ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0080","恒中國          ","400","0","400","0","0","0","0","0","0","400",
="0081","恒香港          ","300","0","300","0","0","0","0","0","0","300",
="006207","FH滬深          ","740,000","0","740,000","300,000","0","300,000","1,770,000","303,000","1,467,000","-124,000",
="006206","元大上證50      ","179","0","179","0","0","0","4,193,000","1,610,000","2,583,000","-972,821",
="006205","富邦上証        ","30,000","71,000","-41,000","0","0","0","6,294,000","2,164,000","4,130,000","-2,007,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
