"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","4,848,000","1,000","4,847,000","0","0","0","2,089,000","1,229,000","860,000","5,216,000",
="0061","元大寶滬深      ","0","2,000","-2,000","0","0","0","10,753,000","7,675,000","3,078,000","4,595,000",
="0056","元大高股息      ","209,000","0","209,000","0","0","0","521,000","421,000","100,000","530,000",
="0055","元大MSCI金融    ","147,000","0","147,000","0","0","0","399,000","336,000","63,000","420,000",
="006203","元大MSCI台灣    ","60,000","0","60,000","0","0","0","69,000","69,000","0","129,000",
="006207","FH滬深          ","9,000","0","9,000","0","0","0","1,587,000","846,000","741,000","114,000",
="0051","元大中型100     ","62,000","0","62,000","0","0","0","7,000","7,000","0","69,000",
="0054","元大台商50      ","25,000","0","25,000","0","0","0","3,000","3,000","0","28,000",
="0053","元大電子        ","8,000","0","8,000","0","0","0","0","0","0","8,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","101,000","53,000","48,000","5,000",
="0058","富邦發達        ","110,000","0","110,000","0","0","0","107,000","0","107,000","3,000",
="006208","富邦台50        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0057","富邦摩台        ","0","0","0","0","0","0","71,000","36,000","35,000","1,000",
="0052","富邦科技        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0059","富邦金融        ","28,000","0","28,000","0","0","0","28,000","0","28,000","0",
="006206","元大上證50      ","18,000","0","18,000","0","0","0","5,912,000","2,547,000","3,365,000","-800,000",
="006205","富邦上証        ","2,000","1,304,000","-1,302,000","0","80,000","-80,000","5,267,000","2,500,000","2,767,000","-1,649,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
