"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","265,000","77,000","188,000","0","0","0","2,357,000","1,755,000","602,000","1,341,000",
="0055","元大MSCI金融    ","0","0","0","0","500,000","-500,000","1,430,000","1,094,000","336,000","258,000",
="0056","元大高股息      ","0","0","0","0","0","0","149,000","147,000","2,000","145,000",
="006208","富邦台50        ","0","0","0","0","0","0","77,000","60,000","17,000","43,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","20,000","20,000","0","20,000",
="0053","元大電子        ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0059","富邦金融        ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0052","富邦科技        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","139,000","64,000","75,000","-11,000",
="006205","富邦上証        ","2,000","936,000","-934,000","50,000","0","50,000","4,926,000","2,852,000","2,074,000","-106,000",
="006206","元大上證50      ","0","7,000","-7,000","0","0","0","1,906,000","854,000","1,052,000","-205,000",
="006207","FH滬深          ","0","129,000","-129,000","0","0","0","147,000","34,000","113,000","-208,000",
="0061","元大寶滬深      ","840,000","1,555,000","-715,000","0","0","0","8,270,000","4,309,000","3,961,000","-367,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
