"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="006206","元大上證50      ","0","0","0","0","0","0","4,622,000","987,000","612,000","375,000","7,692,000","3,445,000","4,247,000","4,622,000",
="00633L","富邦上証正2     ","2,101,000","3,872,000","-1,771,000","0","0","0","5,139,000","200,000","10,000","190,000","18,102,000","13,153,000","4,949,000","3,368,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","1,409,000","6,000","0","6,000","1,768,000","365,000","1,403,000","1,409,000",
="00634R","富邦上証反1     ","2,928,000","0","2,928,000","0","0","0","-2,263,000","486,000","100,000","386,000","1,804,000","4,453,000","-2,649,000","665,000",
="0055","元大MSCI金融    ","0","0","0","160,000","0","160,000","364,000","70,000","0","70,000","321,000","27,000","294,000","524,000",
="006203","元大MSCI台灣    ","2,000","1,000","1,000","0","0","0","100,000","0","0","0","100,000","0","100,000","101,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","38,000","0","0","0","1,018,000","980,000","38,000","38,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","11,000","0","0","0","13,000","2,000","11,000","11,000",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0060","新台灣          ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="0052","富邦科技        ","0","0","0","0","202,000","-202,000","202,000","0","0","0","204,000","2,000","202,000","0",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="0057","富邦摩台        ","0","0","0","0","0","0","0","0","0","0","30,000","30,000","0","0",
="008201","BP上證50        ","0","0","0","0","0","0","-23,100","0","0","0","7,100","30,200","-23,100","-23,100",
="0053","元大電子        ","0","0","0","0","411,000","-411,000","369,000","0","0","0","370,000","1,000","369,000","-42,000",
="0050","元大台灣50      ","606,000","360,000","246,000","0","0","0","-377,000","106,000","0","106,000","3,685,000","4,168,000","-483,000","-131,000",
="00639","富邦深100       ","0","0","0","0","0","0","-225,000","0","0","0","2,038,000","2,263,000","-225,000","-225,000",
="0056","元大高股息      ","0","0","0","0","0","0","-1,274,000","0","0","0","0","1,274,000","-1,274,000","-1,274,000",
="00636","國泰中國A50     ","30,000","0","30,000","0","0","0","-1,317,000","50,000","130,000","-80,000","9,523,000","10,760,000","-1,237,000","-1,287,000",
="006207","FH滬深          ","0","0","0","0","0","0","-1,486,000","160,000","120,000","40,000","5,552,000","7,078,000","-1,526,000","-1,486,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","-1,605,000","0","0","0","2,288,000","3,893,000","-1,605,000","-1,605,000",
="00637L","元大滬深300正2  ","5,000","0","5,000","0","0","0","-2,899,000","0","0","0","24,096,000","26,995,000","-2,899,000","-2,894,000",
="006205","富邦上証        ","1,224,000","1,000","1,223,000","0","0","0","-5,523,000","396,000","321,000","75,000","5,423,000","11,021,000","-5,598,000","-4,300,000",
="00632R","元大台灣50反1   ","0","0","0","0","0","0","-6,868,000","194,000","1,110,000","-916,000","2,373,000","8,325,000","-5,952,000","-6,868,000",
="0061","元大寶滬深      ","0","1,855,000","-1,855,000","0","0","0","-5,614,000","171,000","541,000","-370,000","2,905,000","8,149,000","-5,244,000","-7,469,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
