"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
"1101","台泥            ","10,389,860","3,302,000","7,087,860","0","0","0","88,000","9,000","79,000","-313,000","414,000","470,000","-56,000","49,000","306,000","-257,000","6,853,860",
"2356","英業達          ","6,107,053","868,000","5,239,053","0","0","0","0","0","0","762,000","150,000","30,000","120,000","969,000","327,000","642,000","6,001,053",
="078816","燿華麥證7C購01  ","0","0","0","5,611,000","173,000","5,438,000","0","0","0","5,026,000","0","0","0","5,611,000","585,000","5,026,000","5,026,000",
="078351","景碩麥證7B購01  ","0","0","0","4,999,000","34,000","4,965,000","0","0","0","4,383,000","0","0","0","4,999,000","616,000","4,383,000","4,383,000",
"3481","群創            ","10,969,252","6,712,000","4,257,252","0","0","0","0","0","0","60,000","0","4,000","-4,000","311,000","247,000","64,000","4,317,252",
"1605","華新            ","10,053,000","6,754,000","3,299,000","0","0","0","490,000","0","490,000","483,000","170,000","557,000","-387,000","1,063,000","193,000","870,000","4,272,000",
="06176P","玉晶光元大77售04","0","0","0","0","0","0","0","0","0","4,174,000","0","0","0","4,477,000","303,000","4,174,000","4,174,000",
="079106","全新麥證7B購01  ","0","0","0","4,636,000","851,000","3,785,000","0","0","0","4,149,000","0","0","0","5,376,000","1,227,000","4,149,000","4,149,000",
="00632R","元大台灣50反1   ","0","486,000","-486,000","0","0","0","0","0","0","4,609,000","1,400,000","1,686,000","-286,000","6,462,000","1,567,000","4,895,000","4,123,000",
="078614","華通麥證7C購01  ","0","0","0","4,392,000","416,000","3,976,000","0","0","0","4,047,000","0","0","0","4,498,000","451,000","4,047,000","4,047,000",
="077294","長榮麥證7A購01  ","0","0","0","4,657,000","682,000","3,975,000","0","0","0","3,975,000","0","0","0","4,657,000","682,000","3,975,000","3,975,000",
="074482","盛群麥證7A購01  ","0","0","0","4,670,000","605,000","4,065,000","0","0","0","3,926,000","0","0","0","4,670,000","744,000","3,926,000","3,926,000",
="0056","元大高股息      ","0","0","0","0","0","0","0","0","0","3,902,000","0","0","0","3,902,000","0","3,902,000","3,902,000",
="077306","TPK麥證7A購01   ","0","0","0","4,208,000","244,000","3,964,000","0","0","0","3,664,000","0","0","0","4,208,000","544,000","3,664,000","3,664,000",
="074473","順德麥證7A購01  ","0","0","0","4,393,000","603,000","3,790,000","0","0","0","3,625,000","0","0","0","4,393,000","768,000","3,625,000","3,625,000",
"2014","中鴻            ","2,076,000","616,000","1,460,000","0","0","0","0","0","0","1,981,000","1,250,000","0","1,250,000","731,000","0","731,000","3,441,000",
"6116","彩晶            ","7,377,000","2,925,921","4,451,079","0","0","0","0","0","0","-1,160,000","0","17,000","-17,000","345,000","1,488,000","-1,143,000","3,291,079",
"2303","聯電            ","17,633,158","14,872,000","2,761,158","0","0","0","0","0","0","478,000","300,000","3,000","297,000","407,000","226,000","181,000","3,239,158",
="072943","新日興麥證77購01","0","0","0","3,167,000","40,000","3,127,000","0","0","0","3,132,000","0","0","0","3,189,000","57,000","3,132,000","3,132,000",
="074942","佳世達麥證7A購01","0","0","0","3,120,000","0","3,120,000","0","0","0","3,120,000","0","0","0","3,120,000","0","3,120,000","3,120,000",
="076922","世芯國泰7A購01  ","0","0","0","0","0","0","0","0","0","3,032,000","0","0","0","3,086,000","54,000","3,032,000","3,032,000",
="078616","燿華麥證7B購02  ","0","0","0","4,741,000","833,000","3,908,000","0","0","0","2,920,000","0","0","0","4,741,000","1,821,000","2,920,000","2,920,000",
="075043","旺宏統一7A購01  ","0","0","0","0","0","0","0","0","0","2,826,000","0","0","0","3,064,000","238,000","2,826,000","2,826,000",
="073317","佳世達麥證78購01","0","2,000","-2,000","2,794,000","1,000","2,793,000","0","0","0","2,793,000","0","0","0","2,794,000","1,000","2,793,000","2,791,000",
"5880","合庫金          ","3,880,959","1,096,000","2,784,959","0","0","0","0","0","0","-22,000","0","0","0","0","22,000","-22,000","2,762,959",
="077895","興勤麥證7A購01  ","0","0","0","2,770,000","33,000","2,737,000","0","0","0","2,737,000","0","0","0","2,770,000","33,000","2,737,000","2,737,000",
="079187","世芯國泰7B購01  ","0","0","0","0","0","0","0","0","0","2,707,000","0","0","0","3,015,000","308,000","2,707,000","2,707,000",
="077310","旺宏統一7B購02  ","0","0","0","0","0","0","0","0","0","2,650,000","0","0","0","2,986,000","336,000","2,650,000","2,650,000",
="072723","欣興麥證78購01  ","0","0","0","2,650,000","19,000","2,631,000","0","0","0","2,625,000","0","0","0","2,654,000","29,000","2,625,000","2,625,000",
="079272","中磊凱基7B購01  ","0","0","0","0","0","0","0","0","0","2,612,000","0","0","0","2,713,000","101,000","2,612,000","2,612,000",
="074259","瑞昱麥證7A購02  ","0","0","0","2,621,000","320,000","2,301,000","0","0","0","2,575,000","0","0","0","2,895,000","320,000","2,575,000","2,575,000",
="077198","華通麥證7B購01  ","0","0","0","2,685,000","186,000","2,499,000","0","0","0","2,571,000","0","0","0","2,790,000","219,000","2,571,000","2,571,000",
="073799","瑞昱麥證7A購01  ","0","0","0","2,553,000","5,000","2,548,000","0","0","0","2,548,000","0","0","0","2,553,000","5,000","2,548,000","2,548,000",
="077894","燿華麥證7B購01  ","0","0","0","2,639,000","141,000","2,498,000","0","0","0","2,498,000","0","0","0","2,639,000","141,000","2,498,000","2,498,000",
="077893","燿華麥證7A購01  ","0","0","0","2,599,000","227,000","2,372,000","0","0","0","2,372,000","0","0","0","2,599,000","227,000","2,372,000","2,372,000",
="072615","大立光統一77購10","0","0","0","0","0","0","0","0","0","2,280,000","0","0","0","2,986,000","706,000","2,280,000","2,280,000",
="070621","玉晶光永豐76購01","0","0","0","0","0","0","0","0","0","2,251,000","0","0","0","2,467,000","216,000","2,251,000","2,251,000",
="075441","景碩麥證79購01  ","0","0","0","3,093,000","848,000","2,245,000","0","0","0","2,245,000","0","0","0","3,093,000","848,000","2,245,000","2,245,000",
="078526","台郡麥證7B購01  ","0","0","0","2,353,000","120,000","2,233,000","0","0","0","2,233,000","0","0","0","2,353,000","120,000","2,233,000","2,233,000",
="077647","燿華國泰7A購02  ","0","0","0","0","0","0","0","0","0","2,207,000","0","0","0","2,352,000","145,000","2,207,000","2,207,000",
="076390","樺漢麥證7B購01  ","0","0","0","2,313,000","0","2,313,000","0","0","0","2,202,000","0","0","0","2,313,000","111,000","2,202,000","2,202,000",
"2884","玉山金          ","6,906,323","4,651,000","2,255,323","0","0","0","0","0","0","-66,000","0","40,000","-40,000","0","26,000","-26,000","2,189,323",
="072632","南亞麥證77購01  ","0","0","0","2,379,000","209,000","2,170,000","0","0","0","2,147,000","0","0","0","2,489,000","342,000","2,147,000","2,147,000",
="078176","台光電麥證7A購02","0","0","0","2,285,000","156,000","2,129,000","0","0","0","2,079,000","0","0","0","2,285,000","206,000","2,079,000","2,079,000",
="076618","強茂國泰7A購01  ","0","0","0","0","0","0","0","0","0","2,075,000","0","0","0","2,488,000","413,000","2,075,000","2,075,000",
="074124","鴻海麥證7A購02  ","0","0","0","3,093,000","910,000","2,183,000","0","0","0","2,070,000","0","0","0","3,580,000","1,510,000","2,070,000","2,070,000",
="073327","樺漢麥證78購01  ","0","0","0","2,141,000","86,000","2,055,000","0","0","0","2,047,000","0","0","0","2,141,000","94,000","2,047,000","2,047,000",
