"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","1,152,000","580,000","572,000","0","0","0","11,902,000","7,376,000","4,526,000","3,422,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","568,000","438,000","130,000","308,000",
="006206","元大上證50      ","35,000","0","35,000","0","0","0","1,734,000","944,000","790,000","189,000",
="006205","富邦上証        ","0","0","0","0","0","0","3,912,000","2,004,000","1,908,000","96,000",
="006207","FH滬深          ","20,000","0","20,000","0","0","0","196,000","128,000","68,000","80,000",
="0053","元大電子        ","0","0","0","0","0","0","3,000","3,000","0","3,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","351,500","177,000","174,500","2,500",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="006208","富邦台50        ","0","0","0","0","0","0","56,000","28,000","28,000","0",
="0059","富邦金融        ","0","18,000","-18,000","0","0","0","19,000","18,000","1,000","-1,000",
="0052","富邦科技        ","0","0","0","0","0","0","4,000","0","4,000","-4,000",
="0058","富邦發達        ","0","4,000","-4,000","0","0","0","1,000","0","1,000","-5,000",
="0057","富邦摩台        ","0","9,000","-9,000","0","0","0","0","0","0","-9,000",
="0050","元大台灣50      ","0","2,778,000","-2,778,000","0","0","0","1,912,000","1,697,000","215,000","-1,296,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
