"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","1,814,000","2,122,000","-308,000","0","0","0","5,302,000","4,103,000","1,199,000","2,596,000",
="006207","FH滬深          ","0","0","0","0","0","0","711,000","422,000","289,000","133,000",
="0054","元大台商50      ","1,000","0","1,000","0","0","0","40,000","40,000","0","41,000",
="006203","元大MSCI台灣    ","5,000","0","5,000","0","0","0","22,000","22,000","0","27,000",
="006206","元大上證50      ","20,000","0","20,000","0","0","0","1,287,000","645,000","642,000","23,000",
="0053","元大電子        ","4,000","0","4,000","0","0","0","15,000","15,000","0","19,000",
="0059","富邦金融        ","0","0","0","0","0","0","17,000","17,000","0","17,000",
="0057","富邦摩台        ","0","0","0","0","0","0","85,000","48,000","37,000","11,000",
="0052","富邦科技        ","0","0","0","0","0","0","8,000","8,000","0","8,000",
="0060","新台灣          ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0051","元大中型100     ","2,000","0","2,000","0","0","0","1,000","1,000","0","3,000",
="006208","富邦台50        ","0","0","0","0","0","0","8,000","2,000","6,000","-4,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","87,473","14,000","73,473","-59,473",
="0061","元大寶滬深      ","1,000","0","1,000","0","0","0","1,596,000","640,000","956,000","-315,000",
="0055","元大MSCI金融    ","0","86,000","-86,000","0","0","0","1,004,000","54,000","950,000","-982,000",
="006205","富邦上証        ","3,000","0","3,000","0","0","0","4,072,000","1,098,000","2,974,000","-1,873,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
