"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","13,721,000","3,608,000","10,113,000","0","0","0","5,406,000","4,837,000","569,000","14,381,000",
="0061","元大寶滬深      ","501,000","177,000","324,000","0","0","0","7,189,000","4,571,000","2,618,000","2,277,000",
="0056","元大高股息      ","85,000","0","85,000","0","0","0","1,516,000","1,516,000","0","1,601,000",
="006205","富邦上証        ","0","0","0","0","0","0","5,017,000","2,792,000","2,225,000","567,000",
="006206","元大上證50      ","0","0","0","0","0","0","1,481,000","1,008,000","473,000","535,000",
="006207","FH滬深          ","316,000","0","316,000","0","0","0","653,000","314,000","339,000","291,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","365,649","292,000","73,649","218,351",
="006203","元大MSCI台灣    ","203,000","0","203,000","0","0","0","1,000","1,000","0","204,000",
="0051","元大中型100     ","132,000","0","132,000","0","0","0","0","0","0","132,000",
="006208","富邦台50        ","0","0","0","0","0","0","88,000","88,000","0","88,000",
="0053","元大電子        ","86,000","0","86,000","0","0","0","0","0","0","86,000",
="0054","元大台商50      ","70,000","0","70,000","0","0","0","0","0","0","70,000",
="0059","富邦金融        ","37,000","0","37,000","0","0","0","0","0","0","37,000",
="0052","富邦科技        ","24,000","0","24,000","0","0","0","2,000","2,000","0","26,000",
="0057","富邦摩台        ","37,000","0","37,000","0","0","0","14,000","0","14,000","23,000",
="0080","恒中國          ","10,200","0","10,200","0","0","0","0","0","0","10,200",
="0058","富邦發達        ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0081","恒香港          ","900","0","900","0","0","0","0","0","0","900",
="0055","元大MSCI金融    ","325,000","0","325,000","0","0","0","979,000","321,000","658,000","-12,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
