"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00632R","元大台灣50反1   ","218,000","201,000","17,000","0","0","0","40,656,000","3,026,000","530,000","2,496,000","51,153,000","12,993,000","38,160,000","40,673,000",
="00637L","元大滬深300正2  ","0","0","0","0","0","0","15,517,000","0","62,000","-62,000","76,474,000","60,895,000","15,579,000","15,517,000",
="00633L","富邦上証正2     ","5,997,000","327,000","5,670,000","0","0","0","-1,505,000","105,000","240,000","-135,000","48,809,000","50,179,000","-1,370,000","4,165,000",
="00648R","元大S&P500反1   ","2,000","0","2,000","0","0","0","3,319,000","0","0","0","7,965,000","4,646,000","3,319,000","3,321,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","3,168,000","0","100,000","-100,000","6,577,000","3,309,000","3,268,000","3,168,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","1,472,000","0","0","0","3,635,000","2,163,000","1,472,000","1,472,000",
="00636","國泰中國A50     ","1,000","0","1,000","300,000","0","300,000","664,000","0","0","0","2,543,000","1,879,000","664,000","965,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","732,000","0","0","0","812,000","80,000","732,000","732,000",
="00643","群益深証中小    ","100,000","0","100,000","0","0","0","523,000","0","0","0","2,522,000","1,999,000","523,000","623,000",
="00639","富邦深100       ","0","0","0","0","0","0","445,000","0","0","0","2,801,000","2,356,000","445,000","445,000",
="006207","FH滬深          ","0","29,000","-29,000","0","0","0","442,000","300,000","0","300,000","1,965,000","1,823,000","142,000","413,000",
="0054","元大台商50      ","70,000","0","70,000","0","0","0","11,000","0","0","0","93,000","82,000","11,000","81,000",
="0053","元大電子        ","300,000","0","300,000","0","0","0","-267,000","0","0","0","39,000","306,000","-267,000","33,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="008201","BP上證50        ","0","0","0","0","0","0","-100","0","0","0","100","200","-100","-100",
="0052","富邦科技        ","0","0","0","0","0","0","-1,000","0","0","0","3,000","4,000","-1,000","-1,000",
="0058","富邦發達        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0060","新台灣          ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="006208","富邦台50        ","0","0","0","0","0","0","-4,000","0","0","0","15,000","19,000","-4,000","-4,000",
="0051","元大中型100     ","0","23,000","-23,000","0","0","0","14,000","0","0","0","14,000","0","14,000","-9,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","-17,000","0","0","0","0","17,000","-17,000","-17,000",
="0057","富邦摩台        ","0","1,000","-1,000","0","0","0","-21,000","0","0","0","25,000","46,000","-21,000","-22,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","-71,000","0","0","0","0","71,000","-71,000","-71,000",
="006205","富邦上証        ","31,000","20,000","11,000","0","300,000","-300,000","163,211","0","150,000","-150,000","3,604,000","3,290,789","313,211","-125,789",
="006206","元大上證50      ","0","0","0","0","0","0","-135,000","0","0","0","2,833,000","2,968,000","-135,000","-135,000",
="00645","富邦日本        ","0","0","0","0","0","0","-361,000","0","0","0","3,075,000","3,436,000","-361,000","-361,000",
="00634R","富邦上証反1     ","131,000","230,000","-99,000","0","0","0","-947,000","120,000","460,000","-340,000","10,329,000","10,936,000","-607,000","-1,046,000",
="00646","元大S&P500      ","0","0","0","0","0","0","-1,244,000","0","0","0","1,192,000","2,436,000","-1,244,000","-1,244,000",
="00642U","元大S&P石油     ","0","0","0","0","0","0","-2,359,000","0","0","0","595,000","2,954,000","-2,359,000","-2,359,000",
="00647L","元大S&P500正2   ","0","0","0","0","0","0","-2,425,000","0","0","0","5,466,000","7,891,000","-2,425,000","-2,425,000",
="0061","元大寶滬深      ","0","11,000","-11,000","0","0","0","-2,444,847","364,000","242,000","122,000","1,748,000","4,314,847","-2,566,847","-2,455,847",
="00631L","元大台灣50正2   ","180,000","180,000","0","0","0","0","-2,696,000","142,000","85,000","57,000","11,110,000","13,863,000","-2,753,000","-2,696,000",
="00640L","富邦日本正2     ","0","0","0","0","0","0","-3,560,000","20,000","0","20,000","4,644,000","8,224,000","-3,580,000","-3,560,000",
="0056","元大高股息      ","2,000","268,000","-266,000","0","0","0","-4,751,000","0","0","0","100,000","4,851,000","-4,751,000","-5,017,000",
="0050","元大台灣50      ","29,000","18,539,000","-18,510,000","0","0","0","436,000","766,000","101,000","665,000","3,807,000","4,036,000","-229,000","-18,074,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
