"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00632R","元大台灣50反1   ","3,433,000","1,000,000","2,433,000","0","0","0","9,630,000","2,000,000","0","2,000,000","10,881,000","3,251,000","7,630,000","12,063,000",
="00672L","元大S&P原油正2  ","1,093,000","0","1,093,000","0","0","0","2,790,000","0","0","0","4,454,000","1,664,000","2,790,000","3,883,000",
="00676R","富邦臺灣加權反1 ","3,818,000","0","3,818,000","0","0","0","-416,000","0","550,000","-550,000","2,040,000","1,906,000","134,000","3,402,000",
="00642U","元大S&P石油     ","15,000","0","15,000","0","0","0","2,285,000","0","300,000","-300,000","2,654,000","69,000","2,585,000","2,300,000",
="006206","元大上證50      ","234,000","41,000","193,000","0","0","0","1,144,000","60,000","20,000","40,000","1,504,000","400,000","1,104,000","1,337,000",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","784,000","0","0","0","1,465,000","681,000","784,000","784,000",
="00708L","元大S&P黃金正2  ","247,000","0","247,000","0","0","0","435,000","0","0","0","1,548,000","1,113,000","435,000","682,000",
="00634R","富邦上証反1     ","115,000","10,000","105,000","0","0","0","498,000","0","0","0","680,000","182,000","498,000","603,000",
="006205","富邦上証        ","0","937,000","-937,000","0","1,000,000","-1,000,000","2,494,000","431,000","10,000","421,000","2,738,000","665,000","2,073,000","557,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","401,000","0","0","0","435,000","34,000","401,000","401,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","218,000","50,000","10,000","40,000","930,000","752,000","178,000","218,000",
="00686R","群益臺灣加權反1 ","0","0","0","0","0","0","191,000","0","0","0","2,031,000","1,840,000","191,000","191,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","135,000","0","0","0","142,000","7,000","135,000","135,000",
="00640L","富邦日本正2     ","137,000","0","137,000","0","0","0","-23,000","0","0","0","434,000","457,000","-23,000","114,000",
="00700","富邦H股         ","1,000","0","1,000","0","0","0","107,000","0","0","0","151,000","44,000","107,000","108,000",
="00652","富邦印度        ","0","0","0","0","0","0","93,000","0","0","0","93,000","0","93,000","93,000",
="00701","國泰臺灣低波動30","0","3,000","-3,000","0","0","0","94,000","0","0","0","114,000","20,000","94,000","91,000",
="00706L","元大S&P日圓正2  ","0","0","0","0","0","0","78,000","0","0","0","486,000","408,000","78,000","78,000",
="00651R","FH香港反1       ","30,000","0","30,000","0","0","0","46,000","0","0","0","55,000","9,000","46,000","76,000",
="00666R","富邦H股反1      ","54,000","0","54,000","0","0","0","-11,000","0","0","0","77,000","88,000","-11,000","43,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","41,000","0","0","0","53,000","12,000","41,000","41,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","39,000","0","0","0","92,000","53,000","39,000","39,000",
="00659R","國泰日本反1     ","22,000","0","22,000","0","0","0","15,000","0","0","0","171,000","156,000","15,000","37,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","30,000","0","0","0","30,000","0","30,000","30,000",
="00641R","富邦日本反1     ","10,000","0","10,000","0","0","0","16,000","0","0","0","141,000","125,000","16,000","26,000",
="00710B","FH彭博高收益債  ","0","0","0","0","0","0","20,000","0","0","0","20,000","0","20,000","20,000",
="00657","國泰日經225     ","38,000","0","38,000","0","0","0","-21,000","0","0","0","139,000","160,000","-21,000","17,000",
="00668","國泰美國道瓊    ","0","0","0","0","0","0","15,000","0","0","0","16,000","1,000","15,000","15,000",
="00680L","元大美債20正2   ","0","0","0","0","0","0","12,000","0","0","0","12,000","0","12,000","12,000",
="00715L","華頓S&P布蘭特正2","0","0","0","0","0","0","10,000","0","0","0","638,000","628,000","10,000","10,000",
="00688L","國泰20年美債正2 ","25,000","0","25,000","0","0","0","-20,000","0","0","0","200,000","220,000","-20,000","5,000",
="00716R","華頓S&P布蘭特反1","0","0","0","0","0","0","4,000","0","0","0","1,035,000","1,031,000","4,000","4,000",
="00712","FH富時不動產    ","3,000","0","3,000","0","0","0","0","0","0","0","0","0","0","3,000",
="00702","國泰標普低波高息","0","0","0","0","0","0","3,000","0","0","0","3,000","0","3,000","3,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","2,861","0","0","0","3,000","139","2,861","2,861",
="0057","富邦摩台        ","0","0","0","0","0","0","2,000","0","0","0","62,000","60,000","2,000","2,000",
="008201","BP上證50        ","0","0","0","0","0","0","1,700","0","0","0","1,700","0","1,700","1,700",
="00698L","元大美債7-10正2 ","1,000","0","1,000","0","0","0","0","0","0","0","0","0","0","1,000",
="00699R","元大美債7-10反1 ","1,000","0","1,000","0","0","0","0","0","0","0","0","0","0","1,000",
="00685L","群益臺灣加權正2 ","0","0","0","0","0","0","1,000","0","0","0","70,000","69,000","1,000","1,000",
="0051","元大中型100     ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00649","FH香港          ","1,000","0","1,000","0","0","0","0","0","0","0","20,000","20,000","0","1,000",
="00657K","國泰日經225+U   ","0","0","0","0","0","0","0","0","0","0","82,100","82,100","0","0",
="00668K","國泰美國道瓊+U  ","0","0","0","0","0","0","0","0","0","0","80,000","80,000","0","0",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","0","2,000","2,000","0","0",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","50,000","50,000","0","0",
="00689R","國泰20年美債反1 ","0","0","0","0","0","0","0","0","0","0","200,000","200,000","0","0",
="00707R","元大S&P日圓反1  ","0","0","0","0","0","0","0","0","0","0","801,000","801,000","0","0",
="00704L","台新MSCI台灣正2 ","0","0","0","0","0","0","0","0","0","0","56,000","56,000","0","0",
="00709","富邦歐洲        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="006208","富邦台50        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="00636K","國泰中國A50+U   ","0","0","0","0","0","0","-1,000","0","0","0","47,400","48,400","-1,000","-1,000",
="00681R","元大美債20反1   ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","-1,000","0","0","0","24,000","25,000","-1,000","-1,000",
="0052","富邦科技        ","1,000","0","1,000","0","0","0","-3,000","0","0","0","2,000","5,000","-3,000","-2,000",
="0059","富邦金融        ","0","0","0","0","0","0","-2,000","0","0","0","3,000","5,000","-2,000","-2,000",
="0058","富邦發達        ","0","0","0","0","0","0","-3,000","0","0","0","0","3,000","-3,000","-3,000",
="00714","群益道瓊美國地產","0","0","0","0","0","0","-3,000","0","0","0","600,000","603,000","-3,000","-3,000",
="0053","元大電子        ","0","0","0","0","0","0","-5,000","0","0","0","0","5,000","-5,000","-5,000",
="00678","群益NBI生技     ","0","0","0","0","0","0","-7,000","0","0","0","300,000","307,000","-7,000","-7,000",
="00645","富邦日本        ","0","0","0","0","0","0","-8,000","0","0","0","62,000","70,000","-8,000","-8,000",
="00660","元大歐洲50      ","0","0","0","0","0","0","-8,000","0","0","0","0","8,000","-8,000","-8,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","-9,000","0","0","0","0","9,000","-9,000","-9,000",
="00670L","富邦NASDAQ正2   ","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
="00647L","元大S&P500正2   ","0","10,000","-10,000","0","0","0","0","0","0","0","0","0","0","-10,000",
="00682U","元大美元指數    ","0","2,000","-2,000","0","0","0","-9,000","0","0","0","0","9,000","-9,000","-11,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","-11,000","0","0","0","0","11,000","-11,000","-11,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","-11,000","0","0","0","1,000","12,000","-11,000","-11,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","-24,000","0","0","0","53,000","77,000","-24,000","-24,000",
="00646","元大S&P500      ","0","24,000","-24,000","0","0","0","0","0","0","0","0","0","0","-24,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","-32,000","0","0","0","518,000","550,000","-32,000","-32,000",
="00635U","元大S&P黃金     ","18,000","0","18,000","0","0","0","-60,000","99,000","0","99,000","99,000","258,000","-159,000","-42,000",
="00650L","FH香港正2       ","0","0","0","0","0","0","-44,000","0","0","0","250,000","294,000","-44,000","-44,000",
="00673R","元大S&P原油反1  ","108,000","0","108,000","0","0","0","-159,000","0","0","0","1,125,000","1,284,000","-159,000","-51,000",
="00643","群益深証中小    ","178,000","0","178,000","0","0","0","-233,000","0","190,000","-190,000","585,000","628,000","-43,000","-55,000",
="00683L","元大美元指數正2 ","0","41,000","-41,000","0","0","0","-20,000","0","0","0","0","20,000","-20,000","-61,000",
="00675L","富邦臺灣加權正2 ","6,000","0","6,000","0","0","0","-72,000","0","0","0","170,000","242,000","-72,000","-66,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","-75,000","0","0","0","302,000","377,000","-75,000","-75,000",
="00703","台新MSCI中國    ","0","0","0","20,000","0","20,000","-118,000","0","0","0","69,000","187,000","-118,000","-98,000",
="00669R","國泰美國道瓊反1 ","0","17,000","-17,000","0","0","0","-87,000","0","0","0","74,000","161,000","-87,000","-104,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","-116,000","0","0","0","0","116,000","-116,000","-116,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","-152,000","0","0","0","157,000","309,000","-152,000","-152,000",
="006207","FH滬深          ","2,000","144,000","-142,000","0","0","0","-60,000","0","30,000","-30,000","403,000","433,000","-30,000","-202,000",
="00639","富邦深100       ","0","241,000","-241,000","0","0","0","38,000","0","0","0","870,000","832,000","38,000","-203,000",
="0056","元大高股息      ","0","0","0","0","0","0","-420,000","0","0","0","0","420,000","-420,000","-420,000",
="00631L","元大台灣50正2   ","0","333,000","-333,000","0","0","0","-142,000","40,000","0","40,000","275,000","457,000","-182,000","-475,000",
="00692","富邦公司治理    ","0","0","0","0","0","0","-721,000","0","0","0","626,000","1,347,000","-721,000","-721,000",
="00665L","富邦H股正2      ","0","344,000","-344,000","0","0","0","-449,000","0","0","0","1,136,000","1,585,000","-449,000","-793,000",
