"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","1,156,000","1,200,000","-44,000","0","0","0","0","325,000","-325,000","7,281,000","380,000","240,000","140,000","31,305,000","24,164,000","7,141,000","6,912,000",
="0056","元大高股息      ","1,000","1,000","0","0","0","0","1,000,000","0","1,000,000","5,744,000","658,000","58,000","600,000","5,144,000","0","5,144,000","6,744,000",
="00633L","富邦上証正2     ","856,000","32,000","824,000","0","0","0","0","0","0","3,129,000","315,000","327,000","-12,000","8,560,000","5,419,000","3,141,000","3,953,000",
="00642U","元大S&P石油     ","53,000","0","53,000","0","0","0","0","0","0","2,360,000","130,000","0","130,000","2,455,000","225,000","2,230,000","2,413,000",
="00639","富邦深100       ","1,004,000","0","1,004,000","0","0","0","0","0","0","626,000","130,000","0","130,000","815,000","319,000","496,000","1,630,000",
="00655L","國泰中國A50正2  ","100,000","197,000","-97,000","0","0","0","0","0","0","908,000","220,000","0","220,000","4,896,000","4,208,000","688,000","811,000",
="00677U","富邦VIX         ","1,030,000","236,000","794,000","0","0","0","0","0","0","10,000","0","0","0","10,000","0","10,000","804,000",
="00648R","元大S&P500反1   ","313,000","0","313,000","0","0","0","0","0","0","474,000","0","0","0","604,000","130,000","474,000","787,000",
="00631L","元大台灣50正2   ","0","247,000","-247,000","0","0","0","0","0","0","851,000","143,000","0","143,000","712,000","4,000","708,000","604,000",
="00641R","富邦日本反1     ","27,000","0","27,000","0","0","0","0","0","0","369,000","0","0","0","476,000","107,000","369,000","396,000",
="006207","FH滬深          ","155,000","0","155,000","0","0","0","0","0","0","196,000","0","40,000","-40,000","527,000","291,000","236,000","351,000",
="00703","台新MSCI中國    ","0","0","0","0","0","0","0","0","0","225,000","0","0","0","466,000","241,000","225,000","225,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","0","0","0","207,000","0","0","0","243,000","36,000","207,000","207,000",
="00701","國泰臺灣低波動30","0","1,000","-1,000","0","0","0","0","0","0","164,000","0","0","0","166,000","2,000","164,000","163,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","0","0","0","162,000","0","0","0","207,000","45,000","162,000","162,000",
="00643","群益深証中小    ","0","65,000","-65,000","0","0","0","0","0","0","226,000","0","0","0","455,000","229,000","226,000","161,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","0","0","0","126,000","0","0","0","127,000","1,000","126,000","126,000",
="00678","群益NBI生技     ","108,000","0","108,000","0","0","0","0","0","0","-21,000","0","0","0","300,000","321,000","-21,000","87,000",
="00702","國泰標普低波高息","0","0","0","0","0","0","0","0","0","76,000","0","0","0","83,000","7,000","76,000","76,000",
="00638R","元大滬深300反1  ","20,000","0","20,000","0","0","0","0","0","0","52,000","0","0","0","123,000","71,000","52,000","72,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","0","0","0","67,000","0","0","0","616,000","549,000","67,000","67,000",
="00646","元大S&P500      ","28,000","0","28,000","0","0","0","0","0","0","20,000","0","0","0","20,000","0","20,000","48,000",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","0","0","0","38,000","0","0","0","274,000","236,000","38,000","38,000",
="00676R","富邦臺灣加權反1 ","0","116,000","-116,000","0","0","0","0","0","0","149,000","0","0","0","978,000","829,000","149,000","33,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","27,000","0","0","0","27,000","0","27,000","27,000",
="00672L","元大S&P原油正2  ","223,000","58,000","165,000","0","0","0","0","0","0","-152,000","100,000","0","100,000","1,947,000","2,199,000","-252,000","13,000",
="00714","群益道瓊美國地產","13,000","0","13,000","0","0","0","0","0","0","0","0","0","0","100,000","100,000","0","13,000",
="00661","元大日經225     ","0","0","0","0","0","0","0","0","0","12,000","0","0","0","13,000","1,000","12,000","12,000",
="00712","FH富時不動產    ","10,000","2,000","8,000","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","10,000",
="00688L","國泰20年美債正2 ","0","0","0","0","0","0","0","0","0","10,000","0","0","0","210,000","200,000","10,000","10,000",
="0051","元大中型100     ","0","0","0","0","0","0","0","0","0","8,000","0","0","0","8,000","0","8,000","8,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","0","0","0","6,000","0","0","0","70,000","64,000","6,000","6,000",
="00657","國泰日經225     ","0","2,000","-2,000","0","0","0","0","0","0","7,000","0","0","0","159,000","152,000","7,000","5,000",
="00660","元大歐洲50      ","0","3,000","-3,000","0","0","0","0","0","0","8,000","0","0","0","9,000","1,000","8,000","5,000",
="00717","富邦美國特別股  ","0","0","0","0","0","0","0","0","0","2,000","0","0","0","105,000","103,000","2,000","2,000",
="008201","BP上證50        ","0","0","0","0","0","0","0","0","0","1,700","0","0","0","1,700","0","1,700","1,700",
="00707R","元大S&P日圓反1  ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0059","富邦金融        ","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","64,000","64,000","0","0",
="00636K","國泰中國A50+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","160,000","160,000","0","0",
="00668K","國泰美國道瓊+U  ","0","0","0","0","0","0","0","0","0","0","0","0","0","160,000","160,000","0","0",
="00680L","元大美債20正2   ","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00657K","國泰日經225+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","155,800","155,800","0","0",
="00710B","FH彭博高收益債  ","2,000","0","2,000","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","0",
="00705R","台新MSCI台灣反1 ","0","0","0","0","0","0","0","0","0","0","0","0","0","3,000","3,000","0","0",
="00691R","兆豐藍籌30反1   ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","37,000","38,000","-1,000","-1,000",
="00681R","元大美債20反1   ","0","1,000","-1,000","0","0","0","0","0","0","0","0","0","0","0","0","0","-1,000",
