"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","400,000","600,000","-200,000","0","0","0","9,958,000","165,000","0","165,000","16,951,000","7,158,000","9,793,000","9,758,000",
="00665L","富邦H股正2      ","799,000","0","799,000","0","0","0","956,000","0","0","0","2,273,000","1,317,000","956,000","1,755,000",
="00642U","元大S&P石油     ","0","97,000","-97,000","0","0","0","1,812,000","50,000","0","50,000","2,198,000","436,000","1,762,000","1,715,000",
="00632R","元大台灣50反1   ","2,092,000","1,000","2,091,000","0","0","0","-744,000","650,000","400,000","250,000","2,617,000","3,611,000","-994,000","1,347,000",
="00643","群益深証中小    ","0","0","0","0","0","0","1,335,000","0","0","0","1,565,000","230,000","1,335,000","1,335,000",
="00640L","富邦日本正2     ","95,000","0","95,000","0","0","0","899,000","0","0","0","1,042,000","143,000","899,000","994,000",
="00650L","FH香港正2       ","303,000","0","303,000","0","0","0","250,000","91,000","27,000","64,000","417,000","231,000","186,000","553,000",
="0050","元大台灣50      ","1,836,000","100,000","1,736,000","0","0","0","-1,187,000","5,000","265,000","-260,000","198,000","1,125,000","-927,000","549,000",
="00634R","富邦上証反1     ","656,000","0","656,000","0","0","0","-235,000","0","0","0","115,000","350,000","-235,000","421,000",
="0061","元大寶滬深      ","3,000","400,000","-397,000","0","0","0","722,000","100,000","0","100,000","1,239,000","617,000","622,000","325,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","314,000","0","0","0","853,000","539,000","314,000","314,000",
="0056","元大高股息      ","0","0","0","0","0","0","250,000","0","0","0","369,000","119,000","250,000","250,000",
="006205","富邦上証        ","22,000","397,000","-375,000","0","0","0","540,000","1,125,000","60,000","1,065,000","527,000","1,052,000","-525,000","165,000",
="006206","元大上證50      ","374,000","0","374,000","0","0","0","-219,000","90,000","0","90,000","170,000","479,000","-309,000","155,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","134,000","0","0","0","408,000","274,000","134,000","134,000",
="00649","FH香港          ","0","0","0","0","0","0","105,000","0","0","0","205,000","100,000","105,000","105,000",
="00668","國泰美國道瓊    ","0","0","0","0","0","0","102,000","0","25,000","-25,000","766,000","639,000","127,000","102,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","85,000","0","0","0","98,000","13,000","85,000","85,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","74,000","0","0","0","174,000","100,000","74,000","74,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","69,000","0","0","0","205,000","136,000","69,000","69,000",
="0051","元大中型100     ","0","0","0","0","0","0","48,000","0","0","0","48,000","0","48,000","48,000",
="00645","富邦日本        ","0","0","0","0","0","0","27,000","0","0","0","39,000","12,000","27,000","27,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","8,000","0","0","0","13,000","5,000","8,000","8,000",
="008201","BP上證50        ","0","0","0","0","0","0","5,400","0","0","0","5,400","0","5,400","5,400",
="0057","富邦摩台        ","0","0","0","0","0","0","4,000","0","0","0","4,000","0","4,000","4,000",
="0058","富邦發達        ","0","0","0","0","0","0","3,000","0","0","0","3,000","0","3,000","3,000",
="006208","富邦台50        ","1,000","0","1,000","0","0","0","2,000","0","0","0","2,000","0","2,000","3,000",
="00657","國泰日經225     ","0","0","0","0","0","0","3,000","0","0","0","134,000","131,000","3,000","3,000",
="00660","元大歐洲50      ","0","1,000","-1,000","0","0","0","3,000","0","0","0","98,000","95,000","3,000","2,000",
="0059","富邦金融        ","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="0053","元大電子        ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","100,000","100,000","0","0",
="0052","富邦科技        ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00643K","群益深証中小+R  ","0","0","0","0","0","0","0","0","0","0","100,000","100,000","0","0",
="00661","元大日經225     ","0","0","0","0","0","0","-1,000","0","0","0","225,000","226,000","-1,000","-1,000",
