"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00632R","元大台灣50反1   ","2,480,000","4,292,000","-1,812,000","0","0","0","0","0","0","9,674,000","2,060,000","1,800,000","260,000","14,824,000","5,410,000","9,414,000","7,862,000",
="00637L","元大滬深300正2  ","4,298,000","53,000","4,245,000","0","0","0","0","0","0","-27,000","551,000","490,000","61,000","21,054,000","21,142,000","-88,000","4,218,000",
="00655L","國泰中國A50正2  ","1,277,000","51,000","1,226,000","0","0","0","0","0","0","826,000","0","0","0","5,081,000","4,255,000","826,000","2,052,000",
="00672L","元大S&P原油正2  ","1,311,000","94,000","1,217,000","0","0","0","0","0","0","602,000","250,000","0","250,000","1,033,000","681,000","352,000","1,819,000",
="00642U","元大S&P石油     ","424,000","1,000","423,000","0","0","0","0","0","0","1,235,000","0","0","0","1,238,000","3,000","1,235,000","1,658,000",
="0056","元大高股息      ","0","0","0","0","0","0","0","0","0","1,492,000","0","0","0","1,492,000","0","1,492,000","1,492,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","0","0","0","1,488,000","60,000","80,000","-20,000","2,357,000","849,000","1,508,000","1,488,000",
="00633L","富邦上証正2     ","2,789,000","381,000","2,408,000","0","0","0","0","0","0","-1,124,000","300,000","213,000","87,000","6,268,000","7,479,000","-1,211,000","1,284,000",
="006207","FH滬深          ","91,000","0","91,000","0","0","0","0","0","0","723,000","350,000","0","350,000","568,000","195,000","373,000","814,000",
="00677U","富邦VIX         ","878,000","356,000","522,000","0","0","0","0","0","0","205,000","0","0","0","224,000","19,000","205,000","727,000",
="00643","群益深証中小    ","246,000","19,000","227,000","0","0","0","0","0","0","490,000","0","0","0","566,000","76,000","490,000","717,000",
="006206","元大上證50      ","468,000","0","468,000","0","0","0","0","0","0","95,000","0","20,000","-20,000","487,000","372,000","115,000","563,000",
="006205","富邦上証        ","665,000","0","665,000","0","0","0","0","0","0","-328,000","45,000","14,000","31,000","594,000","953,000","-359,000","337,000",
="00631L","元大台灣50正2   ","115,000","2,000","113,000","0","0","0","0","0","0","195,000","0","100,000","-100,000","700,000","405,000","295,000","308,000",
="00706L","元大S&P日圓正2  ","0","0","0","0","0","0","0","0","0","219,000","0","0","0","310,000","91,000","219,000","219,000",
="00653L","富邦印度正2     ","66,000","0","66,000","0","0","0","0","0","0","125,000","0","0","0","168,000","43,000","125,000","191,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","0","0","0","189,000","0","0","0","269,000","80,000","189,000","189,000",
="00648R","元大S&P500反1   ","54,000","0","54,000","0","0","0","0","0","0","107,000","0","0","0","131,000","24,000","107,000","161,000",
="00646","元大S&P500      ","119,000","0","119,000","0","0","0","0","0","0","30,000","0","0","0","30,000","0","30,000","149,000",
="00635U","元大S&P黃金     ","10,000","0","10,000","0","0","0","0","0","0","125,000","100,000","0","100,000","180,000","155,000","25,000","135,000",
="00640L","富邦日本正2     ","20,000","0","20,000","0","0","0","0","0","0","115,000","0","300,000","-300,000","902,000","487,000","415,000","135,000",
="00678","群益NBI生技     ","78,000","0","78,000","0","0","0","0","0","0","36,000","0","0","0","357,000","321,000","36,000","114,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","0","0","0","98,000","0","0","0","107,000","9,000","98,000","98,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","83,000","0","0","0","83,000","0","83,000","83,000",
="00666R","富邦H股反1      ","0","1,000","-1,000","0","0","0","0","0","0","50,000","0","0","0","50,000","0","50,000","49,000",
="00660","元大歐洲50      ","50,000","0","50,000","0","0","0","0","0","0","-11,000","0","0","0","40,000","51,000","-11,000","39,000",
="00652","富邦印度        ","0","0","0","0","0","0","0","0","0","23,000","0","0","0","23,000","0","23,000","23,000",
="0059","富邦金融        ","0","0","0","0","0","0","0","0","0","16,000","0","0","0","17,000","1,000","16,000","16,000",
="00682U","元大美元指數    ","0","0","0","0","0","0","0","0","0","12,000","0","0","0","12,000","0","12,000","12,000",
="0051","元大中型100     ","0","0","0","0","0","0","0","0","0","11,000","0","0","0","11,000","0","11,000","11,000",
="00699R","元大美債7-10反1 ","0","0","0","0","0","0","0","0","0","10,000","0","0","0","10,000","0","10,000","10,000",
="00715L","華頓S&P布蘭特正2","0","0","0","0","0","0","0","0","0","9,000","0","0","0","304,000","295,000","9,000","9,000",
="00685L","群益臺灣加權正2 ","305,000","0","305,000","0","0","0","0","0","0","-298,000","0","0","0","114,000","412,000","-298,000","7,000",
="00645","富邦日本        ","0","0","0","0","0","0","0","0","0","4,000","0","0","0","194,000","190,000","4,000","4,000",
="00707R","元大S&P日圓反1  ","0","0","0","0","0","0","0","0","0","4,000","0","0","0","76,000","72,000","4,000","4,000",
="00647L","元大S&P500正2   ","2,000","0","2,000","0","0","0","0","0","0","0","0","0","0","0","0","0","2,000",
="008201","BP上證50        ","0","0","0","0","0","0","0","0","0","1,700","0","0","0","1,700","0","1,700","1,700",
="00716R","華頓S&P布蘭特反1","0","0","0","0","0","0","0","0","0","0","0","0","0","200,000","200,000","0","0",
="00704L","台新MSCI台灣正2 ","0","0","0","0","0","0","0","0","0","0","0","0","0","3,000","3,000","0","0",
="00705R","台新MSCI台灣反1 ","0","0","0","0","0","0","0","0","0","0","0","0","0","6,000","6,000","0","0",
="00711B","FH彭博新興債    ","1,000","0","1,000","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","0",
="00689R","國泰20年美債反1 ","35,000","0","35,000","0","0","0","0","0","0","-35,000","0","0","0","200,000","235,000","-35,000","0",
="00636K","國泰中國A50+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","140,000","140,000","0","0",
="0058","富邦發達        ","0","0","0","0","0","0","0","0","0","0","0","0","0","9,000","9,000","0","0",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","50,000","50,000","0","0",
="00668K","國泰美國道瓊+U  ","0","0","0","0","0","0","0","0","0","0","0","0","0","140,000","140,000","0","0",
="00661","元大日經225     ","0","0","0","0","0","0","0","0","0","0","0","0","0","3,000","3,000","0","0",
="00657","國泰日經225     ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","31,000","32,000","-1,000","-1,000",
="00657K","國泰日經225+U   ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","160,000","161,000","-1,000","-1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0052","富邦科技        ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","2,000","3,000","-1,000","-1,000",
="00700","富邦H股         ","1,000","4,000","-3,000","0","0","0","0","0","0","2,000","0","0","0","5,000","3,000","2,000","-1,000",
="00709","富邦歐洲        ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","139,000","140,000","-1,000","-1,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","11,000","12,000","-1,000","-1,000",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="00667","元大韓國        ","0","0","0","0","0","0","0","0","0","-3,000","0","0","0","0","3,000","-3,000","-3,000",
="00670L","富邦NASDAQ正2   ","0","0","0","0","0","0","0","0","0","-3,000","0","0","0","126,000","129,000","-3,000","-3,000",
="00669R","國泰美國道瓊反1 ","0","234,000","-234,000","0","0","0","0","0","0","230,000","0","0","0","489,000","259,000","230,000","-4,000",
="00668","國泰美國道瓊    ","0","5,000","-5,000","0","0","0","0","0","0","-3,000","0","0","0","24,000","27,000","-3,000","-8,000",
="00702","國泰標普低波高息","0","0","0","0","0","0","0","0","0","-17,000","0","0","0","1,000","18,000","-17,000","-17,000",
="00649","FH香港          ","0","1,000","-1,000","0","0","0","0","0","0","-20,000","0","0","0","71,000","91,000","-20,000","-21,000",
="00686R","群益臺灣加權反1 ","0","0","0","0","0","0","0","0","0","-22,000","0","0","0","535,000","557,000","-22,000","-22,000",
="00676R","富邦臺灣加權反1 ","0","0","0","0","0","0","0","0","0","-22,000","0","550,000","-550,000","1,076,000","548,000","528,000","-22,000",
="00683L","元大美元指數正2 ","65,000","0","65,000","0","0","0","0","0","0","-89,000","0","75,000","-75,000","1,000","15,000","-14,000","-24,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","0","0","0","-27,000","0","0","0","0","27,000","-27,000","-27,000",
="00714","群益道瓊美國地產","0","0","0","0","0","0","0","0","0","-28,000","0","0","0","100,000","128,000","-28,000","-28,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","0","0","0","-32,000","0","0","0","45,000","77,000","-32,000","-32,000",
="00675L","富邦臺灣加權正2 ","57,000","0","57,000","0","0","0","0","0","0","-94,000","0","0","0","45,000","139,000","-94,000","-37,000",
="00671R","富邦NASDAQ反1   ","0","1,000","-1,000","0","0","0","0","0","0","-37,000","0","0","0","0","37,000","-37,000","-38,000",
="00650L","FH香港正2       ","0","16,000","-16,000","0","0","0","0","0","0","-30,000","0","0","0","13,000","43,000","-30,000","-46,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","0","0","0","-52,000","0","0","0","384,000","436,000","-52,000","-52,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","0","0","0","-55,000","0","0","0","122,000","177,000","-55,000","-55,000",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","0","0","0","-58,000","0","0","0","363,000","421,000","-58,000","-58,000",
="00692","富邦公司治理    ","0","0","0","0","0","0","0","0","0","-62,000","0","0","0","504,000","566,000","-62,000","-62,000",
="00674R","元大S&P黃金反1  ","0","83,000","-83,000","0","0","0","0","0","0","15,000","0","0","0","49,000","34,000","15,000","-68,000",
="00651R","FH香港反1       ","0","0","0","0","0","0","0","0","0","-80,000","0","0","0","0","80,000","-80,000","-80,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","0","0","0","-84,000","0","0","0","10,000","94,000","-84,000","-84,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","0","0","0","-86,000","0","0","0","561,000","647,000","-86,000","-86,000",
="00701","國泰臺灣低波動30","0","10,000","-10,000","0","0","0","0","0","0","-99,000","0","0","0","82,000","181,000","-99,000","-109,000",
="00717","富邦美國特別股  ","0","2,000","-2,000","0","0","0","0","0","0","-111,000","0","0","0","100,000","211,000","-111,000","-113,000",
="00703","台新MSCI中國    ","0","0","0","0","0","0","0","0","0","-118,000","0","0","0","266,000","384,000","-118,000","-118,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","0","0","0","-159,000","0","0","0","35,000","194,000","-159,000","-159,000",
="00639","富邦深100       ","60,000","12,000","48,000","0","0","0","0","0","0","-211,000","50,000","20,000","30,000","345,000","586,000","-241,000","-163,000",
="00688L","國泰20年美債正2 ","0","28,000","-28,000","0","0","0","0","0","0","-212,000","0","0","0","200,000","412,000","-212,000","-240,000",
="00665L","富邦H股正2      ","0","99,000","-99,000","0","0","0","0","0","0","-150,000","0","0","0","97,000","247,000","-150,000","-249,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","0","0","0","-252,000","0","0","0","146,000","398,000","-252,000","-252,000",
="00636","國泰中國A50     ","546,000","0","546,000","0","0","0","0","0","0","-838,000","10,000","230,000","-220,000","1,471,000","2,089,000","-618,000","-292,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","0","0","0","-401,000","0","0","0","5,000","406,000","-401,000","-401,000",
="00708L","元大S&P黃金正2  ","0","892,000","-892,000","0","0","0","0","0","0","447,000","75,000","0","75,000","449,000","77,000","372,000","-445,000",
="00681R","元大美債20反1   ","0","43,000","-43,000","0","0","0","0","0","0","-422,000","0","0","0","20,000","442,000","-422,000","-465,000",
="00634R","富邦上証反1     ","0","83,000","-83,000","0","0","0","0","0","0","-524,000","0","0","0","0","524,000","-524,000","-607,000",
="00673R","元大S&P原油反1  ","0","0","0","0","0","0","0","0","0","-972,000","0","0","0","396,000","1,368,000","-972,000","-972,000",
="0050","元大台灣50      ","2,000","745,000","-743,000","0","0","0","0","0","0","-608,000","83,000","61,000","22,000","199,000","829,000","-630,000","-1,351,000",
="00712","FH富時不動產    ","10,000","25,002,000","-24,992,000","0","0","0","0","0","0","-8,000","0","0","0","2,000","10,000","-8,000","-25,000,000",
="00710B","FH彭博高收益債  ","1,000","0","1,000","0","0","0","0","0","0","-48,001,000","0","0","0","0","48,001,000","-48,001,000","-48,000,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"
