"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","6,545,000","2,911,000","3,634,000","0","0","0","15,216,000","10,000","100,000","-90,000","19,125,000","3,819,000","15,306,000","18,850,000",
="00673R","元大S&P原油反1  ","1,767,000","0","1,767,000","0","0","0","4,863,000","0","0","0","4,895,000","32,000","4,863,000","6,630,000",
="00633L","富邦上証正2     ","2,978,000","462,000","2,516,000","0","0","0","592,000","20,000","875,000","-855,000","4,518,000","3,071,000","1,447,000","3,108,000",
="00639","富邦深100       ","0","9,000","-9,000","0","0","0","1,592,000","100,000","0","100,000","1,508,000","16,000","1,492,000","1,583,000",
="00665L","富邦H股正2      ","200,000","0","200,000","0","0","0","1,375,000","0","0","0","1,901,000","526,000","1,375,000","1,575,000",
="0050","元大台灣50      ","1,442,000","94,000","1,348,000","1,481,000","0","1,481,000","-1,544,000","0","268,000","-268,000","492,000","1,768,000","-1,276,000","1,285,000",
="00631L","元大台灣50正2   ","270,000","0","270,000","0","0","0","996,000","113,000","0","113,000","934,000","51,000","883,000","1,266,000",
="00643","群益深証中小    ","0","0","0","0","0","0","1,167,000","600,000","0","600,000","1,110,000","543,000","567,000","1,167,000",
="006205","富邦上証        ","2,563,000","0","2,563,000","0","0","0","-1,510,000","143,000","1,359,000","-1,216,000","847,000","1,141,000","-294,000","1,053,000",
="006207","FH滬深          ","351,000","0","351,000","0","0","0","662,000","0","0","0","770,000","108,000","662,000","1,013,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","941,000","50,000","0","50,000","972,000","81,000","891,000","941,000",
="00655L","國泰中國A50正2  ","224,000","0","224,000","0","0","0","395,000","0","0","0","2,541,000","2,146,000","395,000","619,000",
="00701","國泰臺灣低波動30","172,000","126,000","46,000","0","0","0","301,000","0","0","0","340,000","39,000","301,000","347,000",
="00692","富邦公司治理    ","0","0","0","0","0","0","313,000","0","0","0","996,000","683,000","313,000","313,000",
="00635U","元大S&P黃金     ","180,000","0","180,000","0","0","0","133,000","0","56,000","-56,000","231,000","42,000","189,000","313,000",
="00704L","台新MSCI台灣正2 ","0","0","0","0","0","0","272,000","0","0","0","997,000","725,000","272,000","272,000",
="00709","富邦歐洲        ","0","0","0","0","0","0","188,000","0","0","0","310,000","122,000","188,000","188,000",
="00669R","國泰美國道瓊反1 ","119,000","0","119,000","0","0","0","52,000","0","0","0","52,000","0","52,000","171,000",
="00703","台新MSCI中國    ","0","0","0","3,000","0","3,000","158,000","0","0","0","773,000","615,000","158,000","161,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","121,000","0","0","0","849,000","728,000","121,000","121,000",
="00648R","元大S&P500反1   ","31,000","0","31,000","0","0","0","80,000","0","0","0","92,000","12,000","80,000","111,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","80,000","0","0","0","382,000","302,000","80,000","80,000",
="006206","元大上證50      ","0","0","0","0","0","0","77,000","0","10,000","-10,000","211,000","124,000","87,000","77,000",
="00702","國泰標普低波高息","96,000","0","96,000","0","0","0","-36,000","0","0","0","44,000","80,000","-36,000","60,000",
="00700","富邦H股         ","0","0","0","0","0","0","60,000","0","0","0","532,000","472,000","60,000","60,000",
="00659R","國泰日本反1     ","13,000","0","13,000","0","0","0","31,000","0","0","0","62,000","31,000","31,000","44,000",
="00654R","富邦印度反1     ","5,000","0","5,000","0","0","0","36,000","0","0","0","68,000","32,000","36,000","41,000",
="00685L","群益臺灣加權正2 ","0","0","0","0","0","0","40,000","0","0","0","49,000","9,000","40,000","40,000",
="00651R","FH香港反1       ","0","0","0","0","0","0","26,000","0","0","0","61,000","35,000","26,000","26,000",
="0056","元大高股息      ","150,000","134,000","16,000","0","0","0","0","0","0","0","0","0","0","16,000",
="0051","元大中型100     ","0","0","0","0","0","0","13,000","0","0","0","13,000","0","13,000","13,000",
="0054","元大台商50      ","0","0","0","0","0","0","9,000","0","0","0","9,000","0","9,000","9,000",
="008201","BP上證50        ","0","0","0","0","0","0","8,500","0","0","0","8,500","0","8,500","8,500",
="00638R","元大滬深300反1  ","0","4,000","-4,000","0","0","0","12,000","0","0","0","16,000","4,000","12,000","8,000",
="00688L","國泰20年美債正2 ","0","0","0","0","0","0","8,000","0","0","0","187,000","179,000","8,000","8,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","6,000","0","0","0","6,000","0","6,000","6,000",
="0053","元大電子        ","0","0","0","0","0","0","6,000","0","0","0","6,000","0","6,000","6,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","5,000","0","0","0","5,000","0","5,000","5,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","5,000","0","0","0","540,000","535,000","5,000","5,000",
="00649","FH香港          ","0","0","0","0","0","0","4,000","0","0","0","120,000","116,000","4,000","4,000",
="00680L","元大美債20正2   ","0","0","0","0","0","0","4,000","0","0","0","29,000","25,000","4,000","4,000",
="00660","元大歐洲50      ","0","0","0","0","0","0","2,000","0","0","0","3,000","1,000","2,000","2,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="006208","富邦台50        ","0","0","0","0","0","0","2,000","0","0","0","3,000","1,000","2,000","2,000",
="00698L","元大美債7-10正2 ","1,000","0","1,000","0","0","0","1,000","0","0","0","901,000","900,000","1,000","2,000",
="00684R","元大美元指數反1 ","1,000","0","1,000","0","0","0","0","0","0","0","0","0","0","1,000",
="00646","元大S&P500      ","0","9,000","-9,000","0","0","0","10,000","0","0","0","10,000","0","10,000","1,000",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","50,000","50,000","0","0",
="0059","富邦金融        ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00657","國泰日經225     ","0","0","0","0","0","0","0","0","0","0","21,000","21,000","0","0",
="00689R","國泰20年美債反1 ","0","0","0","0","0","0","0","0","0","0","2,000","2,000","0","0",
="00678","群益NBI生技     ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00699R","元大美債7-10反1 ","0","0","0","0","0","0","0","0","0","0","900,000","900,000","0","0",
="00668","國泰美國道瓊    ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0058","富邦發達        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0052","富邦科技        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="00661","元大日經225     ","0","0","0","0","0","0","-3,000","0","0","0","10,000","13,000","-3,000","-3,000",
="00681R","元大美債20反1   ","0","0","0","0","0","0","-4,000","0","0","0","0","4,000","-4,000","-4,000",
="00647L","元大S&P500正2   ","3,000","0","3,000","0","0","0","-12,000","0","0","0","0","12,000","-12,000","-9,000",
="00645","富邦日本        ","0","0","0","0","0","0","-9,000","0","0","0","121,000","130,000","-9,000","-9,000",
="00667","元大韓國        ","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
="00705R","台新MSCI台灣反1 ","0","0","0","0","0","0","-12,000","0","0","0","849,000","861,000","-12,000","-12,000",
="00711B","FH彭博新興債    ","0","0","0","73,000","0","73,000","-86,000","0","0","0","0","86,000","-86,000","-13,000",
="00712","FH富時不動產    ","0","0","0","75,000","0","75,000","-88,000","0","0","0","0","88,000","-88,000","-13,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","-15,000","0","0","0","77,000","92,000","-15,000","-15,000",
="00682U","元大美元指數    ","0","16,000","-16,000","0","0","0","0","0","0","0","0","0","0","-16,000",
="00710B","FH彭博高收益債  ","0","0","0","75,000","0","75,000","-91,000","0","0","0","0","91,000","-91,000","-16,000",
="00670L","富邦NASDAQ正2   ","0","0","0","0","0","0","-21,000","0","0","0","240,000","261,000","-21,000","-21,000",
="00691R","兆豐藍籌30反1   ","0","0","0","0","0","0","-33,000","0","0","0","53,000","86,000","-33,000","-33,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","-36,000","0","0","0","75,000","111,000","-36,000","-36,000",
="00666R","富邦H股反1      ","0","0","0","0","0","0","-50,000","0","0","0","72,000","122,000","-50,000","-50,000",
="00683L","元大美元指數正2 ","0","17,000","-17,000","0","0","0","-81,000","0","0","0","0","81,000","-81,000","-98,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","-99,000","0","0","0","26,000","125,000","-99,000","-99,000",
="00652","富邦印度        ","0","0","0","0","0","0","-101,000","0","0","0","5,000","106,000","-101,000","-101,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","-110,000","0","52,000","-52,000","3,000","61,000","-58,000","-110,000",
="00650L","FH香港正2       ","0","2,000","-2,000","0","0","0","-167,000","0","0","0","536,000","703,000","-167,000","-169,000",
="00686R","群益臺灣加權反1 ","0","0","0","0","0","0","-190,000","0","0","0","2,540,000","2,730,000","-190,000","-190,000",
="00640L","富邦日本正2     ","0","30,000","-30,000","0","0","0","-204,000","0","0","0","926,000","1,130,000","-204,000","-234,000",
="00663L","國泰臺灣加權正2 ","0","2,000","-2,000","0","0","0","-273,000","0","0","0","152,000","425,000","-273,000","-275,000",
="00676R","富邦臺灣加權反1 ","0","0","0","0","0","0","-536,000","0","0","0","475,000","1,011,000","-536,000","-536,000",
="00634R","富邦上証反1     ","0","197,000","-197,000","0","0","0","-392,000","0","0","0","45,000","437,000","-392,000","-589,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","-716,000","0","0","0","52,000","768,000","-716,000","-716,000",
="00675L","富邦臺灣加權正2 ","0","116,000","-116,000","0","0","0","-768,000","0","0","0","429,000","1,197,000","-768,000","-884,000",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","-1,049,000","49,000","850,000","-801,000","671,000","919,000","-248,000","-1,049,000",
="00636","國泰中國A50     ","0","185,000","-185,000","0","0","0","-1,392,000","33,000","91,000","-58,000","498,000","1,832,000","-1,334,000","-1,577,000",
="00642U","元大S&P石油     ","0","2,736,000","-2,736,000","0","0","0","-2,055,000","0","0","0","664,000","2,719,000","-2,055,000","-4,791,000",
="00677U","富邦VIX         ","1,751,000","5,940,000","-4,189,000","0","0","0","-2,294,000","0","0","0","17,000","2,311,000","-2,294,000","-6,483,000",
="00632R","元大台灣50反1   ","3,000","14,372,000","-14,369,000","0","0","0","-10,058,000","2,225,000","5,650,000","-3,425,000","2,221,000","8,854,000","-6,633,000","-24,427,000",
="00672L","元大S&P原油正2  ","0","12,498,000","-12,498,000","0","0","0","-18,765,000","0","53,000","-53,000","948,000","19,660,000","-18,712,000","-31,263,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"
