"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","16,515,000","507,000","16,008,000","0","30,000","-30,000","9,747,000","8,460,000","1,287,000","23,151,000",
="0056","元大高股息      ","0","0","0","0","0","0","987,000","987,000","0","987,000",
="006205","富邦上証        ","0","0","0","0","544,000","-544,000","8,250,000","4,847,000","3,403,000","900,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","411,000","301,000","110,000","191,000",
="0053","元大電子        ","48,000","0","48,000","0","0","0","60,000","60,000","0","108,000",
="0052","富邦科技        ","90,000","0","90,000","0","0","0","123,000","62,000","61,000","91,000",
="0054","元大台商50      ","27,000","0","27,000","0","0","0","62,000","62,000","0","89,000",
="0051","元大中型100     ","0","0","0","0","0","0","26,000","26,000","0","26,000",
="006208","富邦台50        ","0","0","0","0","0","0","11,000","11,000","0","11,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0057","富邦摩台        ","0","179,000","-179,000","0","0","0","180,000","179,000","1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","44,000","20,000","24,000","-4,000",
="0055","元大MSCI金融    ","0","0","0","0","250,000","-250,000","1,003,000","475,000","528,000","-303,000",
="006207","FH滬深          ","0","0","0","0","0","0","974,000","25,000","949,000","-924,000",
="006206","元大上證50      ","0","0","0","0","0","0","4,262,000","1,245,000","3,017,000","-1,772,000",
="0061","元大寶滬深      ","0","4,091,000","-4,091,000","0","0","0","3,844,000","1,487,000","2,357,000","-4,961,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
