"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","3,365,000","1,447,000","1,918,000","0","0","0","20,206,000","1,166,000","555,000","611,000","28,567,000","8,972,000","19,595,000","22,124,000",
="00633L","富邦上証正2     ","4,251,000","0","4,251,000","0","0","0","4,654,000","350,000","99,000","251,000","7,910,000","3,507,000","4,403,000","8,905,000",
="00631L","元大台灣50正2   ","475,000","10,000","465,000","0","0","0","1,228,000","1,146,000","1,095,000","51,000","1,942,000","765,000","1,177,000","1,693,000",
="006206","元大上證50      ","0","2,000","-2,000","0","0","0","1,094,000","70,000","0","70,000","1,219,000","195,000","1,024,000","1,092,000",
="00665L","富邦H股正2      ","1,084,000","15,000","1,069,000","0","50,000","-50,000","-17,000","62,000","19,000","43,000","1,735,000","1,795,000","-60,000","1,002,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","959,000","24,000","20,000","4,000","2,887,000","1,932,000","955,000","959,000",
="00655L","國泰中國A50正2  ","217,000","0","217,000","0","0","0","638,000","97,000","87,000","10,000","2,301,000","1,673,000","628,000","855,000",
="00668","國泰美國道瓊    ","0","10,000","-10,000","0","0","0","382,000","0","0","0","645,000","263,000","382,000","372,000",
="00640L","富邦日本正2     ","522,000","0","522,000","0","0","0","-234,000","0","0","0","577,000","811,000","-234,000","288,000",
="006205","富邦上証        ","0","97,000","-97,000","0","0","0","352,000","354,000","160,000","194,000","1,077,000","919,000","158,000","255,000",
="00673R","元大S&P原油反1  ","105,000","0","105,000","0","0","0","118,000","0","10,000","-10,000","313,000","185,000","128,000","223,000",
="00636","國泰中國A50     ","259,000","100,000","159,000","0","0","0","-5,000","200,000","0","200,000","1,339,000","1,544,000","-205,000","154,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","135,000","0","0","0","411,000","276,000","135,000","135,000",
="0056","元大高股息      ","0","0","0","0","0","0","125,000","0","0","0","166,000","41,000","125,000","125,000",
="00675L","富邦臺灣加權正2 ","10,000","25,000","-15,000","0","0","0","126,000","0","0","0","4,287,000","4,161,000","126,000","111,000",
="006207","FH滬深          ","88,000","80,000","8,000","0","0","0","99,000","90,000","0","90,000","667,000","658,000","9,000","107,000",
="00651R","FH香港反1       ","54,000","21,000","33,000","0","0","0","49,000","44,000","0","44,000","970,000","965,000","5,000","82,000",
="00660","元大歐洲50      ","0","0","0","0","0","0","55,000","0","0","0","55,000","0","55,000","55,000",
="00650L","FH香港正2       ","159,000","5,000","154,000","0","0","0","-104,000","24,000","27,000","-3,000","617,000","718,000","-101,000","50,000",
="00662","富邦NASDAQ      ","0","20,000","-20,000","0","0","0","69,000","0","0","0","149,000","80,000","69,000","49,000",
="00634R","富邦上証反1     ","332,000","127,000","205,000","0","0","0","-165,000","68,000","0","68,000","504,000","737,000","-233,000","40,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","22,000","0","0","0","23,000","1,000","22,000","22,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","19,000","0","0","0","462,000","443,000","19,000","19,000",
="0051","元大中型100     ","0","0","0","0","0","0","12,000","0","0","0","14,000","2,000","12,000","12,000",
="008201","BP上證50        ","0","0","0","0","0","0","4,500","0","0","0","4,500","0","4,500","4,500",
="006208","富邦台50        ","0","0","0","0","0","0","3,000","0","0","0","3,000","0","3,000","3,000",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="00645","富邦日本        ","0","0","0","0","0","0","2,000","0","0","0","15,000","13,000","2,000","2,000",
="0053","元大電子        ","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","1,000","147,000","18,000","129,000","180,000","308,000","-128,000","1,000",
="00657","國泰日經225     ","241,000","0","241,000","0","0","0","-241,000","0","0","0","110,000","351,000","-241,000","0",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","100,000","100,000","0","0",
="00643K","群益深証中小+R  ","0","0","0","0","0","0","0","0","0","0","100,000","100,000","0","0",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0054","元大台商50      ","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="00661","元大日經225     ","0","0","0","0","0","0","-1,000","0","0","0","6,000","7,000","-1,000","-1,000",
="0052","富邦科技        ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="0059","富邦金融        ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="00638R","元大滬深300反1  ","0","7,000","-7,000","0","0","0","1,000","0","0","0","1,000","0","1,000","-6,000",
="00666R","富邦H股反1      ","455,000","10,000","445,000","0","0","0","-451,000","0","0","0","669,000","1,120,000","-451,000","-6,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","-12,000","0","0","0","245,000","257,000","-12,000","-12,000",
="00658L","國泰日本正2     ","0","5,000","-5,000","0","0","0","-11,000","0","0","0","211,000","222,000","-11,000","-16,000",
="00652","富邦印度        ","0","0","0","0","0","0","-21,000","0","0","0","318,000","339,000","-21,000","-21,000",
="00649","FH香港          ","0","0","0","0","0","0","-23,000","0","0","0","50,000","73,000","-23,000","-23,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","-41,000","110,000","495,000","-385,000","942,000","598,000","344,000","-41,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","-69,000","0","0","0","523,000","592,000","-69,000","-69,000",
="0050","元大台灣50      ","417,000","282,000","135,000","0","0","0","-237,000","304,000","65,000","239,000","567,000","1,043,000","-476,000","-102,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","-125,000","0","0","0","106,000","231,000","-125,000","-125,000",
="00646","元大S&P500      ","0","110,000","-110,000","0","0","0","-16,000","0","10,000","-10,000","0","6,000","-6,000","-126,000",
="00647L","元大S&P500正2   ","0","63,000","-63,000","0","0","0","-118,000","5,000","17,000","-12,000","42,000","148,000","-106,000","-181,000",
="00643","群益深証中小    ","4,000","4,000","0","0","0","0","-239,000","90,000","0","90,000","222,000","551,000","-329,000","-239,000",
="00635U","元大S&P黃金     ","0","31,000","-31,000","0","0","0","-253,000","0","0","0","460,000","713,000","-253,000","-284,000",
="00667","元大韓國        ","0","0","0","0","0","0","-456,000","0","338,000","-338,000","675,000","793,000","-118,000","-456,000",
="00669R","國泰美國道瓊反1 ","0","0","0","0","0","0","-547,000","0","0","0","1,129,000","1,676,000","-547,000","-547,000",
="00639","富邦深100       ","0","384,000","-384,000","0","0","0","-288,000","70,000","0","70,000","821,000","1,179,000","-358,000","-672,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","-931,000","0","904,000","-904,000","511,000","538,000","-27,000","-931,000",
="00664R","國泰臺灣加權反1 ","70,000","24,000","46,000","0","0","0","-1,041,000","566,000","712,000","-146,000","3,276,000","4,171,000","-895,000","-995,000",
="00676R","富邦臺灣加權反1 ","0","0","0","0","0","0","-1,615,000","0","0","0","7,425,000","9,040,000","-1,615,000","-1,615,000",
="00632R","元大台灣50反1   ","5,496,000","8,005,000","-2,509,000","0","0","0","-1,743,000","1,979,000","580,000","1,399,000","14,167,000","17,309,000","-3,142,000","-4,252,000",
="00672L","元大S&P原油正2  ","0","44,000","-44,000","0","0","0","-10,101,000","0","0","0","2,059,000","12,160,000","-10,101,000","-10,145,000",
="00642U","元大S&P石油     ","0","546,000","-546,000","0","0","0","-12,209,000","0","271,000","-271,000","1,220,000","13,158,000","-11,938,000","-12,755,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"
