"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","2,473,000","783,000","1,690,000","0","251,000","-251,000","18,093,000","17,036,000","1,057,000","17,418,000",
="0055","元大MSCI金融    ","428,000","0","428,000","0","0","0","5,090,000","4,016,000","1,074,000","3,370,000",
="006204","永豐臺灣加權    ","0","25,000","-25,000","0","0","0","589,765","555,000","34,765","495,235",
="0056","元大高股息      ","0","0","0","0","0","0","501,000","441,000","60,000","381,000",
="0051","元大中型100     ","99,000","0","99,000","0","0","0","0","0","0","99,000",
="006208","富邦台50        ","0","0","0","0","0","0","77,000","77,000","0","77,000",
="0053","元大電子        ","30,000","0","30,000","0","0","0","27,000","27,000","0","57,000",
="006203","元大MSCI台灣    ","37,000","0","37,000","0","0","0","0","0","0","37,000",
="0057","富邦摩台        ","27,000","0","27,000","0","0","0","0","0","0","27,000",
="0054","元大台商50      ","25,000","0","25,000","0","0","0","0","0","0","25,000",
="0052","富邦科技        ","5,000","0","5,000","0","0","0","0","0","0","5,000",
="0058","富邦發達        ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0059","富邦金融        ","1,000","5,000","-4,000","0","0","0","9,000","4,000","5,000","-5,000",
="006206","元大上證50      ","0","150,000","-150,000","0","0","0","2,404,000","993,000","1,411,000","-568,000",
="006207","FH滬深          ","25,000","272,000","-247,000","0","0","0","2,031,000","619,000","1,412,000","-1,040,000",
="006205","富邦上証        ","0","28,000","-28,000","0","0","0","6,157,000","1,973,000","4,184,000","-2,239,000",
="0061","元大寶滬深      ","0","4,349,000","-4,349,000","0","2,156,000","-2,156,000","17,680,000","7,653,000","10,027,000","-8,879,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
