"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","184,150","100,000","84,150","0","0","0","5,333,000","3,547,000","1,786,000","1,845,150",
="006207","FH滬深          ","0","2,000","-2,000","0","0","0","7,310,000","4,333,000","2,977,000","1,354,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","335,000","335,000","0","335,000",
="0056","元大高股息      ","1,000","0","1,000","0","0","0","253,000","253,000","0","254,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","16,000","15,000","1,000","14,000",
="0059","富邦金融        ","0","0","0","0","0","0","9,000","9,000","0","9,000",
="0054","元大台商50      ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="006208","富邦台50        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="0057","富邦摩台        ","0","0","0","0","0","0","3,000","0","3,000","-3,000",
="006205","富邦上証        ","0","0","0","0","0","0","10,302,000","3,920,000","6,382,000","-2,462,000",
="006206","元大上證50      ","202,000","32,000","170,000","0","0","0","7,867,000","1,951,000","5,916,000","-3,795,000",
="0061","元大寶滬深      ","0","1,401,000","-1,401,000","0","0","0","17,845,000","7,122,000","10,723,000","-5,002,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
