"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
"3481","群創            ","21,965,000","5,203,000","16,762,000","0","0","0","0","0","0","1,102,000","39,000","6,000","33,000","2,062,000","993,000","1,069,000","17,864,000",
"2303","聯電            ","22,958,000","9,670,000","13,288,000","0","0","0","0","0","0","2,635,000","1,336,000","191,000","1,145,000","2,446,000","956,000","1,490,000","15,923,000",
"2349","錸德            ","13,051,000","1,523,000","11,528,000","0","0","0","0","0","0","3,841,000","3,889,000","48,000","3,841,000","0","0","0","15,369,000",
="068163","大立光群益76購14","0","0","0","0","0","0","0","0","0","9,186,000","0","0","0","9,186,000","0","9,186,000","9,186,000",
"2603","長榮            ","10,955,000","4,965,000","5,990,000","0","0","0","0","0","0","2,722,000","1,226,000","33,000","1,193,000","1,681,000","152,000","1,529,000","8,712,000",
"2881","富邦金          ","12,183,000","4,661,021","7,521,979","0","0","0","0","0","0","93,000","75,000","35,000","40,000","240,000","187,000","53,000","7,614,979",
="075062","華新麥證7A購01  ","0","0","0","6,514,000","212,000","6,302,000","0","0","0","6,302,000","0","0","0","6,514,000","212,000","6,302,000","6,302,000",
="073940","華邦電麥證79購01","0","0","0","6,140,000","369,000","5,771,000","0","0","0","5,758,000","0","0","0","6,158,000","400,000","5,758,000","5,758,000",
="075222","緯創麥證7A購01  ","0","0","0","6,076,000","456,000","5,620,000","0","0","0","5,620,000","0","0","0","6,076,000","456,000","5,620,000","5,620,000",
="073187","華新麥證78購01  ","0","0","0","5,531,000","37,000","5,494,000","0","0","0","5,447,000","0","0","0","5,531,000","84,000","5,447,000","5,447,000",
="074961","大成鋼中信79購01","0","0","0","0","0","0","0","0","0","5,230,000","0","0","0","6,416,000","1,186,000","5,230,000","5,230,000",
="073414","緯創麥證78購02  ","0","0","0","8,750,000","744,000","8,006,000","0","0","0","5,050,000","0","0","0","8,789,000","3,739,000","5,050,000","5,050,000",
"2330","台積電          ","13,227,746","8,305,686","4,922,060","0","0","0","24,000","30,000","-6,000","-27,000","343,000","187,000","156,000","198,000","381,000","-183,000","4,889,060",
="072931","華新麥證77購01  ","0","0","0","5,162,000","526,000","4,636,000","0","0","0","4,636,000","0","0","0","5,162,000","526,000","4,636,000","4,636,000",
="068110","和大國泰75購01  ","0","0","0","0","0","0","0","0","0","4,593,000","0","0","0","4,593,000","0","4,593,000","4,593,000",
="073034","兆豐金麥證77購01","0","0","0","4,449,000","120,000","4,329,000","0","0","0","4,329,000","0","0","0","4,449,000","120,000","4,329,000","4,329,000",
"1309","台達化          ","4,487,000","173,000","4,314,000","0","0","0","0","0","0","-12,000","7,000","19,000","-12,000","0","0","0","4,302,000",
="072531","潤泰全麥證77購01","0","0","0","5,693,000","366,000","5,327,000","0","0","0","4,279,000","0","0","0","5,914,000","1,635,000","4,279,000","4,279,000",
="078755","華新麥證7C購01  ","0","0","0","4,481,000","222,000","4,259,000","0","0","0","4,259,000","0","0","0","4,481,000","222,000","4,259,000","4,259,000",
="075065","華邦電麥證7A購02","0","0","0","6,415,000","1,220,000","5,195,000","0","0","0","4,248,000","0","0","0","6,820,000","2,572,000","4,248,000","4,248,000",
