"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","3,793,000","1,484,000","2,309,000","0","0","0","15,785,000","11,344,000","4,441,000","9,212,000",
="0055","元大MSCI金融    ","244,000","0","244,000","0","0","0","964,000","964,000","0","1,208,000",
="0056","元大高股息      ","6,000","0","6,000","0","0","0","331,000","331,000","0","337,000",
="006207","FH滬深          ","0","0","0","0","950,000","-950,000","1,189,000","1,189,000","0","239,000",
="006208","富邦台50        ","0","0","0","0","0","0","40,000","40,000","0","40,000",
="0053","元大電子        ","9,000","0","9,000","0","0","0","24,000","24,000","0","33,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","156,403","90,000","66,403","23,597",
="0059","富邦金融        ","0","0","0","0","0","0","12,000","11,000","1,000","10,000",
="006203","元大MSCI台灣    ","231,000","0","231,000","0","0","0","223,000","0","223,000","8,000",
="0054","元大台商50      ","0","0","0","0","0","0","7,000","7,000","0","7,000",
="0052","富邦科技        ","0","0","0","0","0","0","51,000","26,000","25,000","1,000",
="0057","富邦摩台        ","0","10,000","-10,000","0","0","0","150,000","80,000","70,000","0",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="006205","富邦上証        ","10,000","6,000","4,000","0","0","0","5,793,000","2,841,000","2,952,000","-107,000",
="0061","元大寶滬深      ","10,000","180,000","-170,000","0","0","0","5,358,000","2,112,000","3,246,000","-1,304,000",
="006206","元大上證50      ","0","0","0","0","0","0","9,877,000","3,935,000","5,942,000","-2,007,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
