"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00633L","富邦上証正2     ","1,000","90,000","-89,000","0","0","0","13,460,000","115,000","299,000","-184,000","14,647,000","1,003,000","13,644,000","13,371,000",
="006206","元大上證50      ","2,000","45,000","-43,000","0","0","0","5,890,000","110,000","150,000","-40,000","8,022,000","2,092,000","5,930,000","5,847,000",
="00636","國泰中國A50     ","601,000","0","601,000","0","0","0","4,166,000","0","0","0","7,905,000","3,739,000","4,166,000","4,767,000",
="006207","FH滬深          ","0","201,000","-201,000","0","900,000","-900,000","5,238,000","310,000","10,000","300,000","6,560,000","1,622,000","4,938,000","4,137,000",
="0061","元大寶滬深      ","161,000","1,000","160,000","50,000","150,000","-100,000","1,681,000","102,000","1,182,000","-1,080,000","4,261,000","1,500,000","2,761,000","1,741,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","343,000","36,000","161,000","-125,000","621,000","153,000","468,000","343,000",
="0055","元大MSCI金融    ","0","0","0","609,000","0","609,000","-363,000","0","0","0","20,000","383,000","-363,000","246,000",
="008201","BP上證50        ","0","0","0","0","0","0","197,000","0","0","0","206,700","9,700","197,000","197,000",
="0054","元大台商50      ","0","0","0","0","0","0","15,000","0","0","0","16,000","1,000","15,000","15,000",
="0058","富邦發達        ","0","0","0","0","0","0","10,000","0","0","0","10,000","0","10,000","10,000",
="006203","元大MSCI台灣    ","6,000","0","6,000","0","0","0","0","0","0","0","0","0","0","6,000",
="0051","元大中型100     ","0","0","0","0","0","0","4,000","0","0","0","6,000","2,000","4,000","4,000",
="0052","富邦科技        ","0","0","0","0","0","0","3,000","0","0","0","4,000","1,000","3,000","3,000",
="0056","元大高股息      ","2,000","0","2,000","0","0","0","0","0","0","0","0","0","0","2,000",
="0059","富邦金融        ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0060","新台灣          ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","-2,000","0","0","0","21,000","23,000","-2,000","-2,000",
="0053","元大電子        ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","-3,000","0","0","0","1,000","4,000","-3,000","-3,000",
="006205","富邦上証        ","7,000","0","7,000","0","0","0","-279,000","161,000","514,000","-353,000","6,943,000","6,869,000","74,000","-272,000",
="0050","元大台灣50      ","289,250","587,600","-298,350","0","0","0","-349,000","20,000","253,000","-233,000","1,100,000","1,216,000","-116,000","-647,350",
="00632R","元大台灣50反1   ","2,000","3,512,000","-3,510,000","0","0","0","8,000","10,000","340,000","-330,000","1,281,000","943,000","338,000","-3,502,000",
="00634R","富邦上証反1     ","0","0","0","0","0","0","-14,016,000","1,135,000","0","1,135,000","1,742,000","16,893,000","-15,151,000","-14,016,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
