"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","3,595,000","0","3,595,000","0","0","0","25,860,000","360,000","0","360,000","32,878,000","7,378,000","25,500,000","29,455,000",
="00631L","元大台灣50正2   ","8,557,000","3,000","8,554,000","0","0","0","8,195,000","70,000","369,000","-299,000","14,228,000","5,734,000","8,494,000","16,749,000",
="00633L","富邦上証正2     ","2,998,000","2,000","2,996,000","0","0","0","12,007,000","298,000","302,000","-4,000","16,651,000","4,640,000","12,011,000","15,003,000",
="00640L","富邦日本正2     ","2,806,000","116,000","2,690,000","0","0","0","4,992,000","140,000","140,000","0","6,048,000","1,056,000","4,992,000","7,682,000",
="00642U","元大S&P石油     ","105,000","519,000","-414,000","0","0","0","5,936,000","0","20,000","-20,000","6,727,000","771,000","5,956,000","5,522,000",
="0061","元大寶滬深      ","0","0","0","700,000","0","700,000","132,000","0","0","0","486,000","354,000","132,000","832,000",
="00650L","FH香港正2       ","45,000","226,000","-181,000","0","0","0","810,000","0","0","0","1,034,000","224,000","810,000","629,000",
="00657","國泰日經225     ","0","0","0","0","0","0","474,000","0","0","0","3,150,000","2,676,000","474,000","474,000",
="00641R","富邦日本反1     ","0","68,000","-68,000","0","0","0","372,000","80,000","80,000","0","1,883,000","1,511,000","372,000","304,000",
="00636","國泰中國A50     ","0","0","0","0","0","0","209,000","0","0","0","556,000","347,000","209,000","209,000",
="00655L","國泰中國A50正2  ","0","0","0","0","0","0","158,000","0","173,000","-173,000","2,280,000","1,949,000","331,000","158,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","150,000","0","0","0","3,786,000","3,636,000","150,000","150,000",
="00654R","富邦印度反1     ","264,000","5,000","259,000","0","0","0","-151,000","100,000","0","100,000","2,210,000","2,461,000","-251,000","108,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","50,000","0","0","0","50,000","0","50,000","50,000",
="00645","富邦日本        ","3,000","0","3,000","0","0","0","12,000","0","0","0","1,210,000","1,198,000","12,000","15,000",
="008201","BP上證50        ","0","0","0","0","0","0","11,500","0","0","0","11,600","100","11,500","11,500",
="00646","元大S&P500      ","116,000","0","116,000","0","0","0","-105,000","0","0","0","122,000","227,000","-105,000","11,000",
="0052","富邦科技        ","0","0","0","0","0","0","6,000","0","0","0","6,000","0","6,000","6,000",
="0053","元大電子        ","0","0","0","0","0","0","5,000","0","0","0","5,000","0","5,000","5,000",
="0054","元大台商50      ","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="006208","富邦台50        ","0","0","0","0","0","0","0","0","0","0","17,000","17,000","0","0",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","-2,000","0","0","0","111,000","113,000","-2,000","-2,000",
="00647L","元大S&P500正2   ","0","0","0","0","0","0","-3,000","0","0","0","172,000","175,000","-3,000","-3,000",
="00649","FH香港          ","0","0","0","0","0","0","-6,000","0","0","0","435,000","441,000","-6,000","-6,000",
="00639","富邦深100       ","0","100,000","-100,000","0","0","0","89,000","0","10,000","-10,000","349,000","250,000","99,000","-11,000",
="006206","元大上證50      ","0","0","0","0","0","0","-11,000","0","0","0","152,000","163,000","-11,000","-11,000",
="0051","元大中型100     ","0","5,000","-5,000","0","0","0","-22,000","0","0","0","0","22,000","-22,000","-27,000",
="00652","富邦印度        ","0","0","0","0","0","0","-43,000","0","0","0","1,594,000","1,637,000","-43,000","-43,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","-79,000","0","0","0","1,000","80,000","-79,000","-79,000",
