"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00634R","富邦上証反1     ","3,248,000","0","3,248,000","0","0","0","7,405,000","0","800,000","-800,000","10,670,000","2,465,000","8,205,000","10,653,000",
="00639","富邦深100       ","10,000","10,000","0","7,200,000","0","7,200,000","-400,000","48,000","0","48,000","2,345,000","2,793,000","-448,000","6,800,000",
="00631L","元大台灣50正2   ","0","2,000","-2,000","0","0","0","3,986,000","40,000","0","40,000","4,229,000","283,000","3,946,000","3,984,000",
="00632R","元大台灣50反1   ","0","0","0","0","0","0","2,269,000","581,000","750,000","-169,000","4,607,000","2,169,000","2,438,000","2,269,000",
="0061","元大寶滬深      ","109,000","360,000","-251,000","2,290,000","0","2,290,000","-714,000","727,000","260,000","467,000","5,013,000","6,194,000","-1,181,000","1,325,000",
="006206","元大上證50      ","0","24,000","-24,000","0","0","0","1,245,000","492,000","476,000","16,000","5,817,000","4,588,000","1,229,000","1,221,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","764,000","8,000","0","8,000","756,000","0","756,000","764,000",
="0050","元大台灣50      ","934,220","131,000","803,220","0","0","0","-112,000","24,000","108,000","-84,000","3,685,000","3,713,000","-28,000","691,220",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","361,000","0","0","0","5,650,000","5,289,000","361,000","361,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","112,000","0","0","0","163,000","51,000","112,000","112,000",
="0054","元大台商50      ","0","0","0","0","0","0","22,000","0","0","0","23,000","1,000","22,000","22,000",
="006208","富邦台50        ","0","0","0","0","0","0","13,000","0","0","0","17,000","4,000","13,000","13,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","12,949","0","0","0","13,000","51","12,949","12,949",
="0059","富邦金融        ","0","0","0","0","0","0","4,000","0","0","0","6,000","2,000","4,000","4,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","0","0","3,000","2,000","1,000","1,000",
="006203","元大MSCI台灣    ","1,000","1,000","0","0","0","0","0","0","0","0","0","0","0","0",
="0058","富邦發達        ","0","0","0","0","0","0","-2,000","0","0","0","1,000","3,000","-2,000","-2,000",
="0057","富邦摩台        ","2,000","0","2,000","0","0","0","-5,000","0","0","0","43,000","48,000","-5,000","-3,000",
="008201","BP上證50        ","0","0","0","0","0","0","-14,200","0","0","0","600","14,800","-14,200","-14,200",
="0053","元大電子        ","0","0","0","0","229,000","-229,000","209,000","0","0","0","209,000","0","209,000","-20,000",
="0052","富邦科技        ","0","9,000","-9,000","0","99,000","-99,000","85,000","0","0","0","87,000","2,000","85,000","-23,000",
="0051","元大中型100     ","0","28,000","-28,000","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-29,000",
="006207","FH滬深          ","0","0","0","1,800,000","0","1,800,000","-2,088,000","530,000","534,000","-4,000","6,580,000","8,664,000","-2,084,000","-288,000",
="0056","元大高股息      ","2,000","125,000","-123,000","0","0","0","-197,000","0","0","0","6,000","203,000","-197,000","-320,000",
="006205","富邦上証        ","864,000","1,000","863,000","1,120,000","0","1,120,000","-2,432,000","490,000","841,000","-351,000","8,725,000","10,806,000","-2,081,000","-449,000",
="00636","國泰中國A50     ","30,000","0","30,000","0","0","0","-2,085,000","150,000","0","150,000","10,485,000","12,720,000","-2,235,000","-2,055,000",
="00633L","富邦上証正2     ","748,000","1,370,000","-622,000","125,000","0","125,000","-29,516,000","10,000","200,000","-190,000","14,785,000","44,111,000","-29,326,000","-30,013,000",
="00637L","元大滬深300正2  ","155,000","0","155,000","0","0","0","-61,299,000","35,000","350,000","-315,000","20,263,000","81,247,000","-60,984,000","-61,144,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
