"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","8,025,000","443,000","7,582,000","590,000","0","590,000","4,514,000","2,733,000","1,781,000","9,124,000",
="006207","FH滬深          ","3,846,000","0","3,846,000","0","0","0","5,156,000","1,657,000","3,499,000","2,004,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","1,490,809","1,248,000","242,809","1,005,191",
="006205","富邦上証        ","2,018,000","250,000","1,768,000","456,000","0","456,000","7,208,000","2,990,000","4,218,000","996,000",
="0055","元大MSCI金融    ","340,000","0","340,000","0","0","0","947,000","763,000","184,000","919,000",
="006206","元大上證50      ","903,000","240,000","663,000","570,000","0","570,000","1,751,000","712,000","1,039,000","906,000",
="0056","元大高股息      ","226,000","0","226,000","0","0","0","826,000","623,000","203,000","646,000",
="0051","元大中型100     ","208,000","0","208,000","0","0","0","0","0","0","208,000",
="006208","富邦台50        ","0","0","0","0","0","0","97,000","76,000","21,000","55,000",
="0053","元大電子        ","18,000","0","18,000","0","0","0","16,000","15,000","1,000","32,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","27,000","27,000","0","27,000",
="0052","富邦科技        ","26,000","0","26,000","0","0","0","15,000","0","15,000","11,000",
="0057","富邦摩台        ","66,000","0","66,000","0","0","0","63,000","3,000","60,000","9,000",
="0054","元大台商50      ","2,000","0","2,000","0","0","0","0","0","0","2,000",
="0059","富邦金融        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0061","元大寶滬深      ","805,000","3,622,000","-2,817,000","0","0","0","41,230,000","18,404,000","22,826,000","-7,239,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
