"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","7,857,000","50,000","7,807,000","0","1,356,000","-1,356,000","11,758,000","4,335,000","7,423,000","3,363,000",
="006205","富邦上証        ","142,000","407,000","-265,000","4,352,000","300,000","4,052,000","6,603,000","2,202,000","4,401,000","1,588,000",
="006207","FH滬深          ","957,000","226,000","731,000","0","0","0","1,536,000","860,000","676,000","915,000",
="0056","元大高股息      ","28,000","0","28,000","0","0","0","689,000","689,000","0","717,000",
="006206","元大上證50      ","520,000","87,000","433,000","0","0","0","474,000","159,000","315,000","277,000",
="006208","富邦台50        ","0","0","0","0","0","0","103,000","100,000","3,000","97,000",
="0051","元大中型100     ","7,000","0","7,000","0","0","0","0","0","0","7,000",
="0052","富邦科技        ","0","0","0","0","0","0","9,000","8,000","1,000","7,000",
="0054","元大台商50      ","3,000","0","3,000","0","0","0","0","0","0","3,000",
="0059","富邦金融        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","872,000","292,000","580,000","-288,000",
="006204","永豐臺灣加權    ","189,000","0","189,000","0","0","0","650,578","64,000","586,578","-333,578",
="0050","元大台灣50      ","250,000","2,441,000","-2,191,000","0","0","0","3,295,000","897,000","2,398,000","-3,692,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
