"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006205","富邦上証        ","0","0","0","0","0","0","7,513,000","4,059,000","3,454,000","605,000",
="006207","FH滬深          ","0","0","0","0","340,000","-340,000","842,000","759,000","83,000","336,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","227,000","199,000","28,000","171,000",
="0061","元大寶滬深      ","3,426,000","8,960,000","-5,534,000","0","0","0","7,680,000","6,640,000","1,040,000","66,000",
="0054","元大台商50      ","0","0","0","0","0","0","15,000","15,000","0","15,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","7,000","7,000","0","7,000",
="0060","新台灣          ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0053","元大電子        ","0","0","0","0","0","0","3,000","3,000","0","3,000",
="006208","富邦台50        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0059","富邦金融        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","73,000","36,000","37,000","-1,000",
="006206","元大上證50      ","0","0","0","0","0","0","8,391,000","4,177,000","4,214,000","-37,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","262,100","34,000","228,100","-194,100",
="0050","元大台灣50      ","170,000","1,568,000","-1,398,000","0","0","0","4,922,000","1,715,000","3,207,000","-2,890,000",
="0056","元大高股息      ","0","0","0","0","0","0","3,910,000","0","3,910,000","-3,910,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
