"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0056","元大高股息      ","0","0","0","0","0","0","201,000","139,000","62,000","77,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","16,000","16,000","0","16,000",
="006206","元大上證50      ","0","100,000","-100,000","0","0","0","1,592,000","852,000","740,000","12,000",
="0051","元大中型100     ","0","0","0","0","0","0","8,000","8,000","0","8,000",
="0052","富邦科技        ","0","0","0","0","0","0","7,000","7,000","0","7,000",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","3,000","0","3,000","-3,000",
="006208","富邦台50        ","0","0","0","0","0","0","9,000","0","9,000","-9,000",
="006207","FH滬深          ","0","0","0","0","40,000","-40,000","301,000","149,000","152,000","-43,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","190,520","41,000","149,520","-108,520",
="0055","元大MSCI金融    ","0","23,000","-23,000","0","0","0","1,168,000","527,000","641,000","-137,000",
="006205","富邦上証        ","30,000","792,000","-762,000","0","37,000","-37,000","3,898,000","1,882,000","2,016,000","-933,000",
="0061","元大寶滬深      ","264,000","621,000","-357,000","0","0","0","7,155,000","2,911,000","4,244,000","-1,690,000",
="0050","元大台灣50      ","450,000","677,000","-227,000","0","0","0","2,085,000","308,000","1,777,000","-1,696,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
