"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","1,013,000","168,000","845,000","600,000","0","600,000","5,558,000","3,914,000","1,644,000","3,715,000",
="006207","FH滬深          ","0","200,000","-200,000","0","0","0","2,835,000","1,735,000","1,100,000","435,000",
="0055","元大MSCI金融    ","0","69,000","-69,000","0","0","0","515,000","486,000","29,000","388,000",
="0059","富邦金融        ","249,000","0","249,000","0","0","0","309,000","108,000","201,000","156,000",
="006208","富邦台50        ","0","0","0","0","0","0","90,000","90,000","0","90,000",
="0058","富邦發達        ","54,000","0","54,000","0","0","0","125,000","71,000","54,000","71,000",
="0054","元大台商50      ","2,000","0","2,000","0","0","0","40,000","40,000","0","42,000",
="0053","元大電子        ","26,000","0","26,000","0","0","0","13,000","13,000","0","39,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","111,130","65,000","46,130","18,870",
="006203","元大MSCI台灣    ","5,000","0","5,000","0","0","0","7,000","7,000","0","12,000",
="0052","富邦科技        ","17,000","0","17,000","0","0","0","23,000","7,000","16,000","8,000",
="0057","富邦摩台        ","0","0","0","0","0","0","9,000","6,000","3,000","3,000",
="006206","元大上證50      ","1,000","183,000","-182,000","0","0","0","8,184,000","4,177,000","4,007,000","-12,000",
="0051","元大中型100     ","0","43,000","-43,000","0","0","0","0","0","0","-43,000",
="006205","富邦上証        ","0","0","0","0","0","0","7,096,000","3,455,000","3,641,000","-186,000",
="0061","元大寶滬深      ","751,000","113,000","638,000","0","0","0","6,587,000","2,680,000","3,907,000","-589,000",
="0056","元大高股息      ","35,000","13,000","22,000","0","0","0","749,000","0","749,000","-727,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
