"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00642U","元大S&P石油     ","4,597,000","5,000","4,592,000","0","0","0","18,808,000","308,000","0","308,000","19,552,000","1,052,000","18,500,000","23,400,000",
="00672L","元大S&P原油正2  ","29,000","10,000","19,000","0","0","0","10,667,000","0","172,000","-172,000","12,862,000","2,023,000","10,839,000","10,686,000",
="00632R","元大台灣50反1   ","0","1,369,000","-1,369,000","0","0","0","6,292,000","2,582,000","987,000","1,595,000","9,313,000","4,616,000","4,697,000","4,923,000",
="00634R","富邦上証反1     ","606,000","0","606,000","0","0","0","1,794,000","950,000","0","950,000","1,361,000","517,000","844,000","2,400,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","2,095,000","356,000","0","356,000","1,762,000","23,000","1,739,000","2,095,000",
="00664R","國泰臺灣加權反1 ","243,000","0","243,000","0","0","0","1,490,000","734,000","115,000","619,000","2,652,000","1,781,000","871,000","1,733,000",
="00676R","富邦臺灣加權反1 ","0","0","0","0","0","0","1,002,000","0","0","0","7,607,000","6,605,000","1,002,000","1,002,000",
="00641R","富邦日本反1     ","381,000","0","381,000","0","0","0","287,000","0","0","0","1,149,000","862,000","287,000","668,000",
="00657","國泰日經225     ","20,000","0","20,000","0","0","0","462,000","0","0","0","1,024,000","562,000","462,000","482,000",
="00631L","元大台灣50正2   ","0","50,000","-50,000","0","0","0","501,000","0","0","0","1,195,000","694,000","501,000","451,000",
="006206","元大上證50      ","0","58,000","-58,000","0","250,000","-250,000","450,000","70,000","120,000","-50,000","859,000","359,000","500,000","142,000",
="00675L","富邦臺灣加權正2 ","0","10,000","-10,000","0","0","0","121,000","0","0","0","4,269,000","4,148,000","121,000","111,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","89,000","0","3,000","-3,000","108,000","16,000","92,000","89,000",
="00651R","FH香港反1       ","1,000","26,000","-25,000","0","0","0","69,000","72,000","0","72,000","950,000","953,000","-3,000","44,000",
="00638R","元大滬深300反1  ","18,000","0","18,000","0","0","0","22,000","0","0","0","25,000","3,000","22,000","40,000",
="00646","元大S&P500      ","0","0","0","0","0","0","33,000","0","0","0","33,000","0","33,000","33,000",
="00668","國泰美國道瓊    ","0","0","0","0","0","0","22,000","0","0","0","361,000","339,000","22,000","22,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","14,000","20,000","0","20,000","57,000","63,000","-6,000","14,000",
="00660","元大歐洲50      ","0","0","0","0","0","0","5,000","0","0","0","6,000","1,000","5,000","5,000",
="00645","富邦日本        ","0","0","0","0","0","0","5,000","0","0","0","136,000","131,000","5,000","5,000",
="0053","元大電子        ","0","0","0","0","0","0","4,000","0","0","0","4,000","0","4,000","4,000",
="0054","元大台商50      ","0","0","0","0","0","0","4,000","0","0","0","4,000","0","4,000","4,000",
="00662","富邦NASDAQ      ","0","1,000","-1,000","0","0","0","4,000","0","0","0","118,000","114,000","4,000","3,000",
="00661","元大日經225     ","0","0","0","0","0","0","1,000","0","0","0","201,000","200,000","1,000","1,000",
="0052","富邦科技        ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","100,000","100,000","0","0",
="00643K","群益深証中小+R  ","0","0","0","0","0","0","0","0","0","0","100,000","100,000","0","0",
="00647L","元大S&P500正2   ","0","0","0","0","0","0","-1,000","0","2,000","-2,000","1,000","0","1,000","-1,000",
="0058","富邦發達        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="00667","元大韓國        ","0","0","0","0","0","0","-3,000","0","0","0","80,000","83,000","-3,000","-3,000",
="0051","元大中型100     ","0","0","0","0","0","0","-8,000","0","0","0","0","8,000","-8,000","-8,000",
="00649","FH香港          ","0","79,000","-79,000","0","0","0","46,000","0","0","0","156,000","110,000","46,000","-33,000",
="00652","富邦印度        ","0","0","0","0","0","0","-41,000","0","0","0","350,000","391,000","-41,000","-41,000",
="00669R","國泰美國道瓊反1 ","0","0","0","0","0","0","-46,000","0","0","0","1,367,000","1,413,000","-46,000","-46,000",
="006207","FH滬深          ","0","187,000","-187,000","0","0","0","126,000","89,000","180,000","-91,000","533,000","316,000","217,000","-61,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","-106,000","0","0","0","674,000","780,000","-106,000","-106,000",
="0061","元大寶滬深      ","20,000","0","20,000","0","0","0","-147,000","115,000","1,070,000","-955,000","2,307,000","1,499,000","808,000","-127,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","-136,000","0","0","0","168,000","304,000","-136,000","-136,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","-138,000","0","0","0","74,000","212,000","-138,000","-138,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","-141,000","0","0","0","256,000","397,000","-141,000","-141,000",
="00650L","FH香港正2       ","42,000","223,000","-181,000","0","0","0","-57,000","25,000","0","25,000","470,000","552,000","-82,000","-238,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","-282,000","0","0","0","95,000","377,000","-282,000","-282,000",
="00666R","富邦H股反1      ","0","0","0","0","0","0","-328,000","0","55,000","-55,000","283,000","556,000","-273,000","-328,000",
="00640L","富邦日本正2     ","0","0","0","0","0","0","-381,000","0","0","0","809,000","1,190,000","-381,000","-381,000",
="00643","群益深証中小    ","143,000","0","143,000","0","0","0","-973,000","173,000","0","173,000","758,000","1,904,000","-1,146,000","-830,000",
="00636","國泰中國A50     ","20,000","519,000","-499,000","0","0","0","-394,000","0","0","0","969,000","1,363,000","-394,000","-893,000",
="0050","元大台灣50      ","0","200,000","-200,000","0","0","0","-728,000","53,000","110,000","-57,000","121,000","792,000","-671,000","-928,000",
="006205","富邦上証        ","20,000","1,152,000","-1,132,000","220,000","0","220,000","-121,000","702,000","102,000","600,000","1,190,000","1,911,000","-721,000","-1,033,000",
="00653L","富邦印度正2     ","0","193,000","-193,000","0","0","0","-984,000","0","0","0","519,000","1,503,000","-984,000","-1,177,000",
="0056","元大高股息      ","0","0","0","0","0","0","-1,337,000","0","0","0","0","1,337,000","-1,337,000","-1,337,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","-1,818,000","0","0","0","372,000","2,190,000","-1,818,000","-1,818,000",
="00655L","國泰中國A50正2  ","1,000","247,000","-246,000","0","0","0","-1,579,000","174,000","92,000","82,000","1,828,000","3,489,000","-1,661,000","-1,825,000",
="00665L","富邦H股正2      ","11,000","188,000","-177,000","0","0","0","-1,767,000","87,000","0","87,000","760,000","2,614,000","-1,854,000","-1,944,000",
="00673R","元大S&P原油反1  ","0","0","0","0","0","0","-2,159,000","0","0","0","592,000","2,751,000","-2,159,000","-2,159,000",
="00639","富邦深100       ","15,000","1,590,000","-1,575,000","0","0","0","-1,525,000","110,000","100,000","10,000","1,119,000","2,654,000","-1,535,000","-3,100,000",
="00633L","富邦上証正2     ","2,253,000","4,776,000","-2,523,000","0","0","0","-13,385,000","490,000","554,000","-64,000","6,005,000","19,326,000","-13,321,000","-15,908,000",
