"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","0","0","0","0","0","0","2,211,000","1,649,000","562,000","1,087,000",
="0056","元大高股息      ","1,108,000","0","1,108,000","0","0","0","639,000","289,000","350,000","1,047,000",
="0055","元大MSCI金融    ","524,000","0","524,000","0","0","0","241,000","241,000","0","765,000",
="0050","元大台灣50      ","2,706,000","8,000","2,698,000","0","0","0","2,926,000","482,000","2,444,000","736,000",
="006206","元大上證50      ","0","0","0","0","0","0","334,000","296,000","38,000","258,000",
="0053","元大電子        ","188,000","0","188,000","0","0","0","22,000","22,000","0","210,000",
="0054","元大台商50      ","105,000","0","105,000","0","0","0","0","0","0","105,000",
="006203","元大MSCI台灣    ","193,000","0","193,000","0","0","0","192,000","23,000","169,000","47,000",
="006207","FH滬深          ","0","300,000","-300,000","0","0","0","2,617,000","1,467,000","1,150,000","17,000",
="0059","富邦金融        ","31,000","0","31,000","0","0","0","45,000","15,000","30,000","16,000",
="0051","元大中型100     ","11,000","1,000","10,000","0","0","0","0","0","0","10,000",
="0052","富邦科技        ","10,000","0","10,000","0","0","0","2,000","0","2,000","8,000",
="006208","富邦台50        ","0","0","0","0","0","0","68,000","34,000","34,000","0",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","60,155","30,000","30,155","-155",
="0060","新台灣          ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="0058","富邦發達        ","0","4,000","-4,000","0","0","0","0","0","0","-4,000",
="0057","富邦摩台        ","100,000","206,000","-106,000","0","0","0","501,000","300,000","201,000","-7,000",
="006205","富邦上証        ","0","0","0","0","0","0","8,415,000","2,037,000","6,378,000","-4,341,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
