"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","1,145,000","0","1,145,000","0","1,312,000","-1,312,000","33,941,000","22,096,000","11,845,000","10,084,000",
="006206","元大上證50      ","170,000","20,000","150,000","0","0","0","10,010,000","6,997,000","3,013,000","4,134,000",
="0050","元大台灣50      ","1,309,000","456,000","853,000","0","0","0","7,577,000","5,109,000","2,468,000","3,494,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","2,826,000","1,755,000","1,071,000","684,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","12,000","10,000","2,000","8,000",
="0053","元大電子        ","0","0","0","0","0","0","8,000","6,000","2,000","4,000",
="0054","元大台商50      ","0","0","0","0","0","0","4,000","2,000","2,000","0",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","3,000","1,000","2,000","-1,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","9,000","2,000","7,000","-5,000",
="0051","元大中型100     ","0","3,000","-3,000","0","0","0","3,000","0","3,000","-6,000",
="0057","富邦摩台        ","0","0","0","0","0","0","32,000","11,000","21,000","-10,000",
="0055","元大MSCI金融    ","0","1,000","-1,000","0","120,000","-120,000","161,000","66,000","95,000","-150,000",
="0056","元大高股息      ","0","68,000","-68,000","0","0","0","1,074,000","0","1,074,000","-1,142,000",
="00632R","元大台灣50反1   ","150,000","0","150,000","0","0","0","4,113,000","1,265,000","2,848,000","-1,433,000",
="006207","FH滬深          ","2,000","0","2,000","0","0","0","10,446,000","4,043,000","6,403,000","-2,358,000",
="006205","富邦上証        ","2,611,000","0","2,611,000","0","210,000","-210,000","21,551,000","8,288,000","13,263,000","-2,574,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
