"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","7,536,000","355,000","7,181,000","0","0","0","1,692,000","645,000","1,047,000","6,779,000",
="0056","元大高股息      ","0","0","0","0","0","0","884,000","884,000","0","884,000",
="0055","元大MSCI金融    ","269,000","5,000","264,000","0","100,000","-100,000","582,000","580,000","2,000","742,000",
="006206","元大上證50      ","0","26,000","-26,000","0","0","0","1,111,000","791,000","320,000","445,000",
="006204","永豐臺灣加權    ","211,000","0","211,000","0","0","0","668,010","438,000","230,010","418,990",
="0053","元大電子        ","40,000","0","40,000","0","0","0","61,000","58,000","3,000","95,000",
="0051","元大中型100     ","91,000","0","91,000","0","0","0","0","0","0","91,000",
="0057","富邦摩台        ","84,000","0","84,000","0","0","0","0","0","0","84,000",
="0054","元大台商50      ","32,000","0","32,000","0","0","0","41,000","41,000","0","73,000",
="006205","富邦上証        ","30,000","816,000","-786,000","0","63,000","-63,000","5,359,000","3,130,000","2,229,000","52,000",
="006208","富邦台50        ","0","0","0","0","0","0","88,000","66,000","22,000","44,000",
="0052","富邦科技        ","53,000","0","53,000","0","0","0","20,000","4,000","16,000","41,000",
="0080","恒中國          ","2,800","0","2,800","0","0","0","0","0","0","2,800",
="0081","恒香港          ","900","0","900","0","0","0","0","0","0","900",
="006203","元大MSCI台灣    ","37,000","0","37,000","0","0","0","39,000","1,000","38,000","0",
="0059","富邦金融        ","0","0","0","0","0","0","3,000","0","3,000","-3,000",
="006207","FH滬深          ","0","565,000","-565,000","0","0","0","1,704,000","834,000","870,000","-601,000",
="0061","元大寶滬深      ","0","317,000","-317,000","0","0","0","7,831,000","2,035,000","5,796,000","-4,078,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
