"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","1,332,000","111,000","1,221,000","0","0","0","4,487,000","3,475,000","1,012,000","3,684,000",
="0055","元大MSCI金融    ","35,000","0","35,000","0","0","0","99,000","99,000","0","134,000",
="0056","元大高股息      ","22,000","0","22,000","0","0","0","184,000","118,000","66,000","74,000",
="0053","元大電子        ","49,000","0","49,000","0","0","0","24,000","24,000","0","73,000",
="006203","元大MSCI台灣    ","61,000","0","61,000","0","0","0","31,000","5,000","26,000","40,000",
="0057","富邦摩台        ","0","264,000","-264,000","0","0","0","492,000","391,000","101,000","26,000",
="006206","元大上證50      ","0","0","0","0","0","0","376,000","200,000","176,000","24,000",
="0054","元大台商50      ","4,000","0","4,000","0","0","0","0","0","0","4,000",
="0059","富邦金融        ","0","0","0","0","0","0","4,000","3,000","1,000","2,000",
="006204","永豐臺灣加權    ","1,640,000","0","1,640,000","0","0","0","1,673,000","17,000","1,656,000","1,000",
="0051","元大中型100     ","0","2,000","-2,000","0","0","0","0","0","0","-2,000",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="006207","FH滬深          ","0","63,000","-63,000","0","0","0","701,000","348,000","353,000","-68,000",
="0061","元大寶滬深      ","0","489,000","-489,000","0","0","0","2,448,000","773,000","1,675,000","-1,391,000",
="006205","富邦上証        ","42,000","473,000","-431,000","0","0","0","2,438,000","659,000","1,779,000","-1,551,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
