"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0050","元大台灣50      ","2,173,000","147,000","2,026,000","0","0","0","0","0","0","5,736,000","214,000","601,000","-387,000","6,416,000","293,000","6,123,000","7,762,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","0","0","0","3,277,000","0","0","0","3,290,000","13,000","3,277,000","3,277,000",
="00673R","元大S&P原油反1  ","1,118,000","0","1,118,000","0","0","0","0","0","0","1,400,000","0","0","0","1,463,000","63,000","1,400,000","2,518,000",
="00677U","富邦VIX         ","1,328,000","0","1,328,000","0","0","0","0","0","0","899,000","218,000","0","218,000","989,000","308,000","681,000","2,227,000",
="006205","富邦上証        ","290,000","0","290,000","0","0","0","0","0","0","1,846,000","81,000","21,000","60,000","2,897,000","1,111,000","1,786,000","2,136,000",
="0056","元大高股息      ","473,000","0","473,000","0","0","0","0","0","0","841,000","739,000","150,000","589,000","252,000","0","252,000","1,314,000",
="006207","FH滬深          ","233,000","0","233,000","0","0","0","0","0","0","816,000","30,000","0","30,000","880,000","94,000","786,000","1,049,000",
="00665L","富邦H股正2      ","408,000","6,000","402,000","0","0","0","0","0","0","520,000","0","0","0","833,000","313,000","520,000","922,000",
="006206","元大上證50      ","580,000","0","580,000","0","0","0","0","0","0","275,000","50,000","0","50,000","554,000","329,000","225,000","855,000",
="00631L","元大台灣50正2   ","94,000","29,000","65,000","0","0","0","0","0","0","619,000","216,000","0","216,000","708,000","305,000","403,000","684,000",
="00653L","富邦印度正2     ","106,000","0","106,000","0","0","0","0","0","0","535,000","35,000","0","35,000","560,000","60,000","500,000","641,000",
="00678","群益NBI生技     ","370,000","0","370,000","0","0","0","0","0","0","12,000","0","0","0","313,000","301,000","12,000","382,000",
="00683L","元大美元指數正2 ","31,000","0","31,000","0","0","0","0","0","0","308,000","0","0","0","346,000","38,000","308,000","339,000",
="00692","富邦公司治理    ","0","2,000","-2,000","0","0","0","0","0","0","331,000","0","0","0","771,000","440,000","331,000","329,000",
="00675L","富邦臺灣加權正2 ","23,000","0","23,000","0","0","0","0","0","0","236,000","0","45,000","-45,000","289,000","8,000","281,000","259,000",
="00701","國泰臺灣低波動30","10,000","2,000","8,000","0","0","0","0","0","0","212,000","0","0","0","212,000","0","212,000","220,000",
="00640L","富邦日本正2     ","14,000","18,000","-4,000","0","0","0","0","0","0","207,000","0","0","0","550,000","343,000","207,000","203,000",
="00663L","國泰臺灣加權正2 ","84,000","0","84,000","0","0","0","0","0","0","82,000","0","0","0","94,000","12,000","82,000","166,000",
="00706L","元大S&P日圓正2  ","0","0","0","0","0","0","0","0","0","147,000","0","0","0","163,000","16,000","147,000","147,000",
="00669R","國泰美國道瓊反1 ","0","0","0","0","0","0","0","0","0","143,000","0","0","0","193,000","50,000","143,000","143,000",
="00638R","元大滬深300反1  ","43,000","0","43,000","0","0","0","0","0","0","86,000","0","0","0","96,000","10,000","86,000","129,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","0","0","0","107,000","0","0","0","619,000","512,000","107,000","107,000",
="00666R","富邦H股反1      ","0","0","0","0","0","0","0","0","0","83,000","0","0","0","172,000","89,000","83,000","83,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","0","0","0","72,000","0","0","0","118,000","46,000","72,000","72,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","0","0","0","69,000","0","0","0","117,000","48,000","69,000","69,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","0","0","0","62,000","0","0","0","62,000","0","62,000","62,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","0","0","0","58,000","0","0","0","59,000","1,000","58,000","58,000",
="00717","富邦美國特別股  ","0","0","0","0","0","0","0","0","0","55,000","0","0","0","109,000","54,000","55,000","55,000",
="00708L","元大S&P黃金正2  ","116,000","0","116,000","0","0","0","0","0","0","-62,000","0","0","0","106,000","168,000","-62,000","54,000",
="00634R","富邦上証反1     ","69,000","0","69,000","0","0","0","0","0","0","-17,000","0","0","0","1,043,000","1,060,000","-17,000","52,000",
="00670L","富邦NASDAQ正2   ","0","0","0","0","0","0","0","0","0","47,000","0","0","0","106,000","59,000","47,000","47,000",
="00652","富邦印度        ","0","0","0","0","0","0","0","0","0","35,000","0","0","0","39,000","4,000","35,000","35,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","0","0","0","28,000","0","0","0","228,000","200,000","28,000","28,000",
="00635U","元大S&P黃金     ","85,000","0","85,000","0","0","0","0","0","0","-61,000","0","0","0","22,000","83,000","-61,000","24,000",
="0059","富邦金融        ","0","0","0","0","0","0","0","0","0","23,000","0","0","0","23,000","0","23,000","23,000",
="00657","國泰日經225     ","0","0","0","0","0","0","0","0","0","22,000","0","0","0","23,000","1,000","22,000","22,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","0","0","0","21,000","0","0","0","36,000","15,000","21,000","21,000",
="00660","元大歐洲50      ","11,000","0","11,000","0","0","0","0","0","0","8,000","0","0","0","10,000","2,000","8,000","19,000",
="00645","富邦日本        ","0","0","0","0","0","0","0","0","0","14,000","0","0","0","79,000","65,000","14,000","14,000",
="0058","富邦發達        ","0","0","0","0","0","0","0","0","0","13,000","0","0","0","13,000","0","13,000","13,000",
="0051","元大中型100     ","0","0","0","0","0","0","0","0","0","12,000","0","0","0","12,000","0","12,000","12,000",
="00707R","元大S&P日圓反1  ","0","0","0","0","0","0","0","0","0","12,000","0","0","0","13,000","1,000","12,000","12,000",
="00703","台新MSCI中國    ","0","0","0","0","0","0","0","0","0","8,000","0","0","0","118,000","110,000","8,000","8,000",
="00682U","元大美元指數    ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","0","0","0","8,000",
="00709","富邦歐洲        ","0","0","0","0","0","0","0","0","0","8,000","0","0","0","110,000","102,000","8,000","8,000",
="00730","富邦臺灣優質高息","0","0","0","0","0","0","0","0","0","8,000","0","0","0","81,000","73,000","8,000","8,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","8,000","0","0","0","9,000","1,000","8,000","8,000",
="0057","富邦摩台        ","0","0","0","0","0","0","0","0","0","7,000","0","0","0","7,000","0","7,000","7,000",
="00700","富邦H股         ","0","0","0","0","0","0","0","0","0","7,000","0","0","0","358,000","351,000","7,000","7,000",
="006208","富邦台50        ","1","0","1","0","0","0","0","0","0","6,000","0","0","0","6,000","0","6,000","6,001",
="00685L","群益臺灣加權正2 ","7,000","0","7,000","0","0","0","0","0","0","-1,000","0","0","0","27,000","28,000","-1,000","6,000",
="00688L","國泰20年美債正2 ","0","0","0","0","0","0","0","0","0","5,000","0","0","0","205,000","200,000","5,000","5,000",
="00704L","台新MSCI台灣正2 ","0","0","0","0","0","0","0","0","0","5,000","0","0","0","61,000","56,000","5,000","5,000",
="00714","群益道瓊美國地產","4,000","0","4,000","0","0","0","0","0","0","0","0","0","0","0","0","0","4,000",
="00715L","華頓S&P布蘭特正2","0","0","0","0","0","0","0","0","0","4,000","0","0","0","12,000","8,000","4,000","4,000",
="00716R","華頓S&P布蘭特反1","0","0","0","0","0","0","0","0","0","4,000","0","0","0","4,000","0","4,000","4,000",
="00702","國泰標普低波高息","0","0","0","0","0","0","0","0","0","2,000","0","0","0","9,000","7,000","2,000","2,000",
="00689R","國泰20年美債反1 ","0","0","0","0","0","0","0","0","0","2,000","0","0","0","202,000","200,000","2,000","2,000",
="008201","BP上證50        ","0","0","0","0","0","0","0","0","0","1,500","0","0","0","1,800","300","1,500","1,500",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00667","元大韓國        ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="00657K","國泰日經225+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","0","0",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","50,000","50,000","0","0",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00668K","國泰美國道瓊+U  ","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","0","0",
="00636K","國泰中國A50+U   ","0","0","0","0","0","0","0","0","0","-100","0","0","0","100","200","-100","-100",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0052","富邦科技        ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","2,000","3,000","-1,000","-1,000",
="00680L","元大美債20正2   ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="00681R","元大美債20反1   ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="00711B","FH彭博新興債    ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","17,000","19,000","-2,000","-2,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="00649","FH香港          ","5,000","5,000","0","0","0","0","0","0","0","-4,000","0","0","0","80,000","84,000","-4,000","-4,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","0","0","0","-7,000","0","0","0","33,000","40,000","-7,000","-7,000",
="00650L","FH香港正2       ","0","0","0","0","0","0","0","0","0","-16,000","0","0","0","33,000","49,000","-16,000","-16,000",
="00691R","兆豐藍籌30反1   ","0","0","0","0","0","0","0","0","0","-21,000","0","0","0","0","21,000","-21,000","-21,000",
="00705R","台新MSCI台灣反1 ","0","0","0","0","0","0","0","0","0","-23,000","0","0","0","112,000","135,000","-23,000","-23,000",
="00668","國泰美國道瓊    ","0","0","0","0","0","0","0","0","0","-24,000","0","0","0","0","24,000","-24,000","-24,000",
="00647L","元大S&P500正2   ","0","9,000","-9,000","0","0","0","0","0","0","-38,000","0","0","0","0","38,000","-38,000","-47,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","0","0","0","-57,000","0","0","0","0","57,000","-57,000","-57,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","0","0","0","-122,000","0","0","0","0","122,000","-122,000","-122,000",
="00651R","FH香港反1       ","0","0","0","0","0","0","0","0","0","-149,000","0","0","0","0","149,000","-149,000","-149,000",
="00646","元大S&P500      ","0","52,000","-52,000","0","0","0","0","0","0","-187,000","0","0","0","2,000","189,000","-187,000","-239,000",
="00642U","元大S&P石油     ","0","0","0","0","0","0","0","0","0","-351,000","0","0","0","8,000","359,000","-351,000","-351,000",
="0061","元大寶滬深      ","160,000","0","160,000","0","0","0","0","0","0","-518,207","0","0","0","418,000","936,207","-518,207","-358,207",
="00643","群益深証中小    ","0","840,000","-840,000","0","0","0","0","0","0","-291,525","0","0","0","332,000","623,525","-291,525","-1,131,525",
