"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0050","元大台灣50      ","5,032,000","393,000","4,639,000","0","0","0","4,305,000","612,000","53,000","559,000","5,783,000","2,037,000","3,746,000","8,944,000",
="0056","元大高股息      ","0","1,000","-1,000","0","0","0","1,921,000","0","0","0","1,921,000","0","1,921,000","1,920,000",
="00631L","元大台灣50正2   ","0","1,000","-1,000","0","0","0","1,606,000","0","0","0","2,869,000","1,263,000","1,606,000","1,605,000",
="0061","元大寶滬深      ","502,000","11,000","491,000","0","0","0","106,000","0","0","0","4,568,000","4,462,000","106,000","597,000",
="00633L","富邦上証正2     ","0","1,000","-1,000","0","60,000","-60,000","629,000","102,000","117,000","-15,000","6,550,000","5,906,000","644,000","568,000",
="006205","富邦上証        ","1,609,000","109,000","1,500,000","1,240,000","0","1,240,000","-2,590,000","293,000","790,000","-497,000","7,418,000","9,511,000","-2,093,000","150,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","126,000","0","0","0","151,000","25,000","126,000","126,000",
="0057","富邦摩台        ","0","0","0","0","0","0","92,000","0","0","0","96,000","4,000","92,000","92,000",
="0051","元大中型100     ","0","0","0","0","0","0","32,000","0","0","0","32,000","0","32,000","32,000",
="006204","永豐臺灣加權    ","10,000","0","10,000","0","0","0","10,000","0","0","0","15,000","5,000","10,000","20,000",
="0054","元大台商50      ","0","0","0","0","0","0","12,000","0","0","0","13,000","1,000","12,000","12,000",
="0053","元大電子        ","0","0","0","0","0","0","11,000","0","0","0","11,000","0","11,000","11,000",
="0052","富邦科技        ","0","0","0","0","0","0","10,000","0","0","0","11,000","1,000","10,000","10,000",
="006208","富邦台50        ","0","0","0","0","0","0","8,000","0","0","0","8,000","0","8,000","8,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="006203","元大MSCI台灣    ","1,000","0","1,000","0","0","0","-1,000","0","0","0","0","1,000","-1,000","0",
="0058","富邦發達        ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="0059","富邦金融        ","0","0","0","0","0","0","-10,000","0","0","0","2,000","12,000","-10,000","-10,000",
="008201","BP上證50        ","0","0","0","0","0","0","-165,100","0","3,000","-3,000","0","162,100","-162,100","-165,100",
="006207","FH滬深          ","0","0","0","200,000","0","200,000","-921,000","0","320,000","-320,000","3,130,000","3,731,000","-601,000","-721,000",
="006206","元大上證50      ","0","0","0","0","0","0","-1,224,000","50,000","0","50,000","4,073,000","5,347,000","-1,274,000","-1,224,000",
="00632R","元大台灣50反1   ","0","4,061,000","-4,061,000","0","0","0","-6,525,000","1,706,000","140,000","1,566,000","835,000","8,926,000","-8,091,000","-10,586,000",
="00634R","富邦上証反1     ","0","0","0","0","0","0","-11,426,000","40,000","620,000","-580,000","2,707,000","13,553,000","-10,846,000","-11,426,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
