"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006207","FH滬深          ","143,000","69,000","74,000","0","0","0","2,818,000","2,491,000","327,000","2,238,000",
="006205","富邦上証        ","0","0","0","0","0","0","7,578,000","3,898,000","3,680,000","218,000",
="0051","元大中型100     ","0","0","0","0","0","0","3,000","3,000","0","3,000",
="0052","富邦科技        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="006208","富邦台50        ","0","0","0","0","0","0","4,000","0","4,000","-4,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","149,000","2,000","147,000","-145,000",
="0056","元大高股息      ","0","0","0","0","0","0","687,000","269,000","418,000","-149,000",
="006206","元大上證50      ","120,000","522,000","-402,000","0","0","0","4,886,000","2,503,000","2,383,000","-282,000",
="006204","永豐臺灣加權    ","0","1,000","-1,000","0","0","0","1,078,297","120,000","958,297","-839,297",
="0050","元大台灣50      ","227,000","125,000","102,000","0","0","0","8,238,000","1,035,000","7,203,000","-6,066,000",
="0061","元大寶滬深      ","0","2,372,000","-2,372,000","0","0","0","7,363,000","1,361,000","6,002,000","-7,013,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
