"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","9,061,000","2,780,000","6,281,000","0","0","0","0","0","0","14,637,000","430,000","0","430,000","49,399,000","35,192,000","14,207,000","20,918,000",
="00636","國泰中國A50     ","543,000","337,000","206,000","0","0","0","0","0","0","2,370,000","360,000","370,000","-10,000","3,232,000","852,000","2,380,000","2,576,000",
="00672L","元大S&P原油正2  ","988,000","0","988,000","0","0","0","0","0","0","1,239,000","0","0","0","2,357,000","1,118,000","1,239,000","2,227,000",
="006205","富邦上証        ","77,000","0","77,000","0","0","0","0","0","0","1,837,000","0","50,000","-50,000","3,565,000","1,678,000","1,887,000","1,914,000",
="006206","元大上證50      ","527,000","133,000","394,000","0","0","0","0","0","0","1,463,000","151,000","1,000","150,000","1,610,000","297,000","1,313,000","1,857,000",
="0050","元大台灣50      ","77,000","831,000","-754,000","0","0","0","0","0","0","2,302,000","0","40,000","-40,000","2,540,000","198,000","2,342,000","1,548,000",
="00639","富邦深100       ","845,000","0","845,000","0","0","0","0","0","0","534,000","147,000","20,000","127,000","1,943,000","1,536,000","407,000","1,379,000",
="00631L","元大台灣50正2   ","534,000","0","534,000","0","0","0","0","0","0","626,000","11,000","0","11,000","734,000","119,000","615,000","1,160,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","0","0","0","795,000","90,000","30,000","60,000","935,000","200,000","735,000","795,000",
="00643","群益深証中小    ","586,000","116,000","470,000","0","0","0","0","0","0","310,000","0","0","0","652,000","342,000","310,000","780,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","0","0","0","776,000","0","0","0","779,000","3,000","776,000","776,000",
="00655L","國泰中國A50正2  ","592,000","1,028,000","-436,000","0","0","0","0","0","0","1,172,000","288,000","0","288,000","6,756,000","5,872,000","884,000","736,000",
="00683L","元大美元指數正2 ","2,000","0","2,000","0","0","0","0","0","0","569,000","50,000","0","50,000","600,000","81,000","519,000","571,000",
="00665L","富邦恒生國企正2 ","206,000","8,000","198,000","0","0","0","0","0","0","158,000","0","0","0","321,000","163,000","158,000","356,000",
="00669R","國泰美國道瓊反1 ","0","0","0","0","0","0","0","0","0","310,000","0","0","0","422,000","112,000","310,000","310,000",
="00633L","富邦上証正2     ","1,719,000","654,000","1,065,000","0","0","0","429,000","0","429,000","-1,194,000","1,244,000","285,000","959,000","10,470,000","12,623,000","-2,153,000","300,000",
="006207","FH滬深          ","22,000","50,000","-28,000","0","0","0","0","0","0","319,000","0","10,000","-10,000","443,000","114,000","329,000","291,000",
="00675L","富邦臺灣加權正2 ","160,000","0","160,000","0","0","0","0","0","0","110,000","0","0","0","152,000","42,000","110,000","270,000",
="00642U","元大S&P石油     ","158,000","9,000","149,000","0","0","0","0","0","0","109,000","0","0","0","1,003,000","894,000","109,000","258,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","0","0","0","200,000","0","0","0","303,000","103,000","200,000","200,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","0","0","0","142,000","0","0","0","284,000","142,000","142,000","142,000",
="00640L","富邦日本正2     ","102,000","0","102,000","0","0","0","0","0","0","-19,000","0","0","0","336,000","355,000","-19,000","83,000",
="00700","富邦恒生國企    ","7,000","0","7,000","0","0","0","0","0","0","76,000","0","0","0","79,000","3,000","76,000","83,000",
="00646","元大S&P500      ","88,000","7,000","81,000","0","0","0","0","0","0","0","0","0","0","0","0","0","81,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","0","0","0","78,000","0","0","0","154,000","76,000","78,000","78,000",
="00653L","富邦印度正2     ","64,000","0","64,000","0","0","0","0","0","0","10,000","0","0","0","51,000","41,000","10,000","74,000",
="00692","富邦公司治理    ","0","0","0","0","0","0","0","0","0","64,000","0","0","0","510,000","446,000","64,000","64,000",
="00649","FH香港          ","24,000","0","24,000","0","0","0","0","0","0","31,000","0","0","0","83,000","52,000","31,000","55,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","0","0","0","52,000","0","0","0","118,000","66,000","52,000","52,000",
="00673R","元大S&P原油反1  ","19,000","0","19,000","0","0","0","0","0","0","30,000","0","0","0","560,000","530,000","30,000","49,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","0","0","0","49,000","0","0","0","163,000","114,000","49,000","49,000",
="00728","第一金工業30    ","0","0","0","0","0","0","0","0","0","49,000","0","0","0","516,000","467,000","49,000","49,000",
="00702","國泰標普低波高息","0","53,000","-53,000","0","0","0","0","0","0","95,000","0","0","0","95,000","0","95,000","42,000",
="00651R","FH香港反1       ","0","0","0","0","0","0","0","0","0","39,000","0","0","0","52,000","13,000","39,000","39,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","0","0","0","31,000","0","0","0","34,000","3,000","31,000","31,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","29,000","0","0","0","29,000","0","29,000","29,000",
="00729R","第一金工業30反1 ","0","0","0","0","0","0","0","0","0","26,000","0","0","0","449,000","423,000","26,000","26,000",
="00650L","FH香港正2       ","0","0","0","0","0","0","0","0","0","21,000","0","0","0","113,000","92,000","21,000","21,000",
="00652","富邦印度        ","25,000","0","25,000","0","0","0","0","0","0","-10,000","0","0","0","2,000","12,000","-10,000","15,000",
="00701","國泰臺灣低波動30","0","0","0","0","0","0","0","0","0","11,000","0","0","0","28,000","17,000","11,000","11,000",
="00657","國泰日經225     ","0","0","0","0","0","0","0","0","0","6,000","0","0","0","8,000","2,000","6,000","6,000",
="00645","富邦日本        ","0","0","0","0","0","0","0","0","0","6,000","0","0","0","72,000","66,000","6,000","6,000",
="008201","BP上證50        ","0","0","0","0","0","0","0","0","0","5,100","0","0","0","6,100","1,000","5,100","5,100",
="00714","群益道瓊美國地產","0","0","0","0","0","0","0","0","0","4,000","0","0","0","104,000","100,000","4,000","4,000",
="00688L","國泰20年美債正2 ","0","0","0","0","0","0","0","0","0","4,000","0","0","0","205,000","201,000","4,000","4,000",
="00647L","元大S&P500正2   ","7,000","0","7,000","0","0","0","0","0","0","-3,000","0","0","0","1,000","4,000","-3,000","4,000",
="006208","富邦台50        ","0","0","0","0","0","0","0","0","0","4,000","0","0","0","6,000","2,000","4,000","4,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","0","0","0","4,000","0","0","0","5,000","1,000","4,000","4,000",
="00689R","國泰20年美債反1 ","0","0","0","0","0","0","0","0","0","3,000","0","0","0","204,000","201,000","3,000","3,000",
="00705R","台新MSCI台灣反1 ","0","0","0","0","0","0","0","0","0","3,000","0","0","0","4,000","1,000","3,000","3,000",
="00678","群益NBI生技     ","3,000","0","3,000","0","0","0","0","0","0","-1,000","0","0","0","300,000","301,000","-1,000","2,000",
