"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","68,000","0","68,000","0","0","0","4,221,000","3,061,000","1,160,000","1,969,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","774,033","653,000","121,033","531,967",
="0056","元大高股息      ","0","0","0","0","0","0","176,000","176,000","0","176,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","133,000","133,000","0","133,000",
="006208","富邦台50        ","0","0","0","0","0","0","18,000","18,000","0","18,000",
="0057","富邦摩台        ","0","0","0","0","0","0","79,000","43,000","36,000","7,000",
="0058","富邦發達        ","0","0","0","0","0","0","6,000","6,000","0","6,000",
="0054","元大台商50      ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0053","元大電子        ","0","0","0","0","0","0","3,000","3,000","0","3,000",
="0059","富邦金融        ","50,000","0","50,000","0","0","0","50,000","1,000","49,000","2,000",
="0052","富邦科技        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0051","元大中型100     ","0","0","0","0","0","0","7,000","0","7,000","-7,000",
="006207","FH滬深          ","10,000","0","10,000","0","0","0","931,000","309,000","622,000","-303,000",
="006205","富邦上証        ","0","1,000","-1,000","0","0","0","5,880,000","2,184,000","3,696,000","-1,513,000",
="006206","元大上證50      ","0","0","0","0","200,000","-200,000","10,937,000","3,335,000","7,602,000","-4,467,000",
="0061","元大寶滬深      ","206,000","3,482,000","-3,276,000","0","0","0","5,145,000","1,893,000","3,252,000","-4,635,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
