"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","1,350,000","128,000","1,222,000","0","0","0","3,384,000","2,905,000","479,000","3,648,000",
="0055","元大MSCI金融    ","81,000","0","81,000","200,000","0","200,000","2,606,000","2,447,000","159,000","2,569,000",
="006203","元大MSCI台灣    ","15,000","0","15,000","0","0","0","14,000","14,000","0","29,000",
="0057","富邦摩台        ","0","0","0","0","0","0","15,000","15,000","0","15,000",
="0058","富邦發達        ","0","0","0","0","0","0","11,000","11,000","0","11,000",
="0053","元大電子        ","0","0","0","0","0","0","6,000","6,000","0","6,000",
="006208","富邦台50        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0054","元大台商50      ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","50,000","9,000","41,000","-32,000",
="006207","FH滬深          ","0","0","0","0","0","0","233,000","38,000","195,000","-157,000",
="006206","元大上證50      ","0","324,000","-324,000","0","0","0","8,654,000","4,146,000","4,508,000","-686,000",
="006205","富邦上証        ","0","0","0","0","0","0","7,232,000","3,240,000","3,992,000","-752,000",
="0061","元大寶滬深      ","0","1,762,000","-1,762,000","0","0","0","3,948,000","2,288,000","1,660,000","-1,134,000",
="0056","元大高股息      ","0","22,000","-22,000","0","0","0","1,477,000","0","1,477,000","-1,499,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
