"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00673R","元大S&P原油反1  ","620,000","0","620,000","0","0","0","0","0","0","5,454,000","0","0","0","6,041,000","587,000","5,454,000","6,074,000",
="00677U","富邦VIX         ","13,541,000","11,865,000","1,676,000","0","0","0","0","0","0","1,963,000","499,000","250,000","249,000","7,074,000","5,360,000","1,714,000","3,639,000",
="00632R","元大台灣50反1   ","9,341,000","4,873,000","4,468,000","0","0","0","0","0","0","-932,000","2,700,000","2,188,000","512,000","14,651,000","16,095,000","-1,444,000","3,536,000",
="00639","富邦深100       ","3,098,000","253,000","2,845,000","0","0","0","0","0","0","270,000","330,000","75,000","255,000","1,923,000","1,908,000","15,000","3,115,000",
="00634R","富邦上証反1     ","920,000","0","920,000","0","0","0","0","0","0","1,313,000","150,000","0","150,000","1,649,000","486,000","1,163,000","2,233,000",
="0061","元大寶滬深      ","20,000","3,000","17,000","0","0","0","0","0","0","2,067,000","30,000","10,000","20,000","3,038,000","991,000","2,047,000","2,084,000",
="00643","群益深証中小    ","1,705,000","0","1,705,000","0","0","0","0","0","0","-144,000","0","0","0","1,017,000","1,161,000","-144,000","1,561,000",
="006205","富邦上証        ","606,000","1,994,000","-1,388,000","0","0","0","0","0","0","2,104,000","183,000","123,000","60,000","4,404,000","2,360,000","2,044,000","716,000",
="00647L","元大S&P500正2   ","27,000","0","27,000","0","0","0","0","0","0","464,000","0","0","0","466,000","2,000","464,000","491,000",
="00642U","元大S&P石油     ","366,000","26,000","340,000","0","0","0","0","0","0","84,000","0","0","0","1,864,000","1,780,000","84,000","424,000",
="006207","FH滬深          ","577,000","287,000","290,000","0","0","0","0","0","0","126,000","0","0","0","1,601,000","1,475,000","126,000","416,000",
="00653L","富邦印度正2     ","227,000","0","227,000","0","0","0","0","0","0","159,000","0","0","0","266,000","107,000","159,000","386,000",
="00638R","元大滬深300反1  ","128,000","0","128,000","0","0","0","0","0","0","238,000","0","0","0","407,000","169,000","238,000","366,000",
="00656R","國泰中國A50反1  ","102,000","0","102,000","0","0","0","0","0","0","234,000","0","0","0","439,000","205,000","234,000","336,000",
="00651R","FH香港反1       ","126,000","0","126,000","0","0","0","0","0","0","157,000","0","0","0","188,000","31,000","157,000","283,000",
="00648R","元大S&P500反1   ","0","128,000","-128,000","0","0","0","0","0","0","379,000","0","0","0","419,000","40,000","379,000","251,000",
="00665L","富邦H股正2      ","0","0","0","0","0","0","0","0","0","238,000","0","5,000","-5,000","1,447,000","1,204,000","243,000","238,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","0","0","0","189,000","0","0","0","239,000","50,000","189,000","189,000",
