"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006206","元大上證50      ","0","0","0","0","0","0","1,326,000","913,000","413,000","500,000",
="006205","富邦上証        ","0","0","0","0","0","0","4,662,000","2,568,000","2,094,000","474,000",
="0050","元大台灣50      ","8,523,000","11,923,000","-3,400,000","0","0","0","10,623,000","7,163,000","3,460,000","303,000",
="006207","FH滬深          ","0","0","0","0","0","0","2,381,000","1,298,000","1,083,000","215,000",
="006203","元大MSCI台灣    ","151,000","0","151,000","0","0","0","53,000","9,000","44,000","116,000",
="0053","元大電子        ","54,000","0","54,000","0","0","0","27,000","27,000","0","81,000",
="0055","元大MSCI金融    ","1,000","0","1,000","0","0","0","992,000","525,000","467,000","59,000",
="0054","元大台商50      ","7,000","0","7,000","0","0","0","40,000","40,000","0","47,000",
="006208","富邦台50        ","0","0","0","0","0","0","147,000","76,000","71,000","5,000",
="0059","富邦金融        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0051","元大中型100     ","1,000","0","1,000","0","0","0","0","0","0","1,000",
="0052","富邦科技        ","1,000","0","1,000","0","0","0","0","0","0","1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","221,000","110,000","111,000","-1,000",
="0060","新台灣          ","0","0","0","0","0","0","4,000","0","4,000","-4,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","874,028","151,000","723,028","-572,028",
="0061","元大寶滬深      ","10,000","0","10,000","0","0","0","4,281,000","1,706,000","2,575,000","-859,000",
="0056","元大高股息      ","92,000","134,000","-42,000","0","0","0","1,326,000","0","1,326,000","-1,368,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
