"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006206","元大上證50      ","150,000","0","150,000","0","0","0","19,465,000","12,030,000","7,435,000","4,745,000",
="0061","元大寶滬深      ","27,000","24,000","3,000","665,000","0","665,000","23,928,000","12,807,000","11,121,000","2,354,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","310,000","192,000","118,000","74,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","9,000","9,000","0","9,000",
="0057","富邦摩台        ","0","0","0","0","0","0","12,000","9,000","3,000","6,000",
="0052","富邦科技        ","0","0","0","0","0","0","8,000","7,000","1,000","6,000",
="0053","元大電子        ","0","0","0","0","0","0","26,000","15,000","11,000","4,000",
="0054","元大台商50      ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="006203","元大MSCI台灣    ","1,000","0","1,000","0","0","0","3,000","3,000","0","4,000",
="0051","元大中型100     ","0","0","0","0","0","0","3,000","0","3,000","-3,000",
="008201","BP上證50        ","0","0","0","0","3,900","-3,900","0","0","0","-3,900",
="0056","元大高股息      ","0","306,000","-306,000","0","0","0","912,000","237,000","675,000","-744,000",
="006205","富邦上証        ","715,000","4,000","711,000","0","0","0","19,089,000","8,341,000","10,748,000","-1,696,000",
="006207","FH滬深          ","2,000","500,000","-498,000","196,000","0","196,000","9,655,000","3,697,000","5,958,000","-2,563,000",
="0050","元大台灣50      ","165,000","3,816,200","-3,651,200","150,000","100,000","50,000","5,138,000","1,396,000","3,742,000","-5,947,200",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
