"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0050","元大台灣50      ","12,696,160","30,000","12,666,160","0","0","0","700,000","0","700,000","1,134,000","120,000","713,000","-593,000","2,492,000","765,000","1,727,000","14,500,160",
="00631L","元大台灣50正2   ","504,000","0","504,000","0","0","0","0","0","0","2,950,000","65,000","200,000","-135,000","3,127,000","42,000","3,085,000","3,454,000",
="0056","元大高股息      ","675,000","0","675,000","0","0","0","500,000","0","500,000","651,000","0","0","0","651,000","0","651,000","1,826,000",
="00673R","元大S&P原油反1  ","373,000","0","373,000","0","0","0","0","0","0","1,396,000","0","0","0","1,552,000","156,000","1,396,000","1,769,000",
="00665L","富邦恒生國企正2 ","72,000","18,000","54,000","0","0","0","0","0","0","725,000","74,000","0","74,000","919,000","268,000","651,000","779,000",
="00683L","元大美元指數正2 ","20,000","0","20,000","0","0","0","0","0","0","583,000","0","0","0","877,000","294,000","583,000","603,000",
="006205","富邦上証        ","138,000","22,000","116,000","0","0","0","0","0","0","430,000","80,000","0","80,000","2,160,000","1,810,000","350,000","546,000",
="00669R","國泰美國道瓊反1 ","28,000","0","28,000","0","0","0","0","0","0","425,000","0","0","0","716,000","291,000","425,000","453,000",
="00675L","富邦臺灣加權正2 ","182,000","0","182,000","0","0","0","0","0","0","266,000","0","0","0","331,000","65,000","266,000","448,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","0","0","0","361,000","0","0","0","511,000","150,000","361,000","361,000",
="00634R","富邦上証反1     ","0","2,000","-2,000","0","0","0","0","0","0","274,000","0","0","0","395,000","121,000","274,000","272,000",
="00648R","元大S&P500反1   ","100,000","0","100,000","0","0","0","0","0","0","142,000","0","0","0","434,000","292,000","142,000","242,000",
="00692","富邦公司治理    ","0","0","0","0","0","0","0","0","0","236,000","0","0","0","616,000","380,000","236,000","236,000",
="00728","第一金工業30    ","0","0","0","0","0","0","0","0","0","210,000","0","0","0","642,000","432,000","210,000","210,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","186,000","0","0","0","196,000","10,000","186,000","186,000",
="00640L","富邦日本正2     ","11,000","1,000","10,000","0","0","0","0","0","0","153,000","100,000","0","100,000","550,000","497,000","53,000","163,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","0","0","0","145,000","0","0","0","164,000","19,000","145,000","145,000",
="00652","富邦印度        ","50,000","0","50,000","0","0","0","0","0","0","80,000","0","0","0","81,000","1,000","80,000","130,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","0","0","0","120,000","0","0","0","121,000","1,000","120,000","120,000",
="00638R","元大滬深300反1  ","0","40,000","-40,000","0","0","0","0","0","0","126,000","0","0","0","163,000","37,000","126,000","86,000",
="00650L","FH香港正2       ","0","3,000","-3,000","0","0","0","0","0","0","88,000","0","0","0","164,000","76,000","88,000","85,000",
="00663L","國泰臺灣加權正2 ","25,000","0","25,000","0","0","0","0","0","0","54,000","0","0","0","121,000","67,000","54,000","79,000",
="00660","元大歐洲50      ","0","0","0","0","0","0","0","0","0","77,000","0","0","0","77,000","0","77,000","77,000",
="00670L","富邦NASDAQ正2   ","0","0","0","0","0","0","0","0","0","74,000","0","0","0","77,000","3,000","74,000","74,000",
="00701","國泰臺灣低波動30","0","0","0","0","0","0","0","0","0","68,000","0","0","0","69,000","1,000","68,000","68,000",
