"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","5,502,000","1,190,000","4,312,000","0","0","0","3,467,000","3,023,000","444,000","6,891,000",
="0056","元大高股息      ","113,000","0","113,000","0","0","0","671,000","671,000","0","784,000",
="006207","FH滬深          ","0","0","0","0","300,000","-300,000","3,626,000","2,156,000","1,470,000","386,000",
="0055","元大MSCI金融    ","141,000","0","141,000","0","0","0","81,000","81,000","0","222,000",
="0054","元大台商50      ","61,000","0","61,000","0","0","0","4,000","4,000","0","65,000",
="0053","元大電子        ","64,000","0","64,000","0","0","0","0","0","0","64,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","128,000","93,000","35,000","58,000",
="006203","元大MSCI台灣    ","9,000","0","9,000","0","0","0","46,000","46,000","0","55,000",
="0051","元大中型100     ","42,000","0","42,000","0","0","0","3,000","3,000","0","45,000",
="006208","富邦台50        ","0","0","0","0","0","0","60,000","40,000","20,000","20,000",
="0052","富邦科技        ","14,000","0","14,000","0","0","0","0","0","0","14,000",
="0057","富邦摩台        ","0","0","0","0","0","0","10,000","10,000","0","10,000",
="0058","富邦發達        ","20,000","0","20,000","0","0","0","22,000","2,000","20,000","2,000",
="0059","富邦金融        ","0","0","0","0","0","0","2,000","1,000","1,000","0",
="0060","新台灣          ","0","0","0","0","0","0","3,000","0","3,000","-3,000",
="006206","元大上證50      ","0","0","0","0","0","0","4,003,000","1,290,000","2,713,000","-1,423,000",
="006205","富邦上証        ","73,000","250,000","-177,000","0","0","0","11,291,000","4,386,000","6,905,000","-2,696,000",
="0061","元大寶滬深      ","10,000","0","10,000","0","0","0","6,929,000","1,923,000","5,006,000","-3,073,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
