"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","1,000","150,000","-149,000","0","0","0","4,853,000","3,937,000","916,000","2,872,000",
="0050","元大台灣50      ","1,762,000","0","1,762,000","0","0","0","1,930,000","1,011,000","919,000","1,854,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","170,000","158,000","12,000","146,000",
="0057","富邦摩台        ","0","0","0","0","0","0","144,000","89,000","55,000","34,000",
="0053","元大電子        ","0","0","0","0","0","0","28,000","28,000","0","28,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","7,000","7,000","0","7,000",
="006208","富邦台50        ","0","0","0","0","0","0","6,000","6,000","0","6,000",
="0054","元大台商50      ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0052","富邦科技        ","0","6,000","-6,000","0","0","0","6,000","6,000","0","0",
="0056","元大高股息      ","0","0","0","0","0","0","129,000","61,000","68,000","-7,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","245,000","17,000","228,000","-211,000",
="006207","FH滬深          ","0","0","0","0","100,000","-100,000","814,000","70,000","744,000","-774,000",
="006205","富邦上証        ","0","0","0","0","0","0","4,954,000","1,852,000","3,102,000","-1,250,000",
="006206","元大上證50      ","0","0","0","0","0","0","8,768,000","3,593,000","5,175,000","-1,582,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
