"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","0","0","0","0","0","0","37,930,000","0","345,000","-345,000","59,468,000","21,193,000","38,275,000","37,930,000",
="00633L","富邦上証正2     ","210,000","217,000","-7,000","0","0","0","22,758,000","105,000","190,000","-85,000","55,564,000","32,721,000","22,843,000","22,751,000",
="0050","元大台灣50      ","238,000","1,457,000","-1,219,000","0","0","0","3,499,000","101,000","273,000","-172,000","4,172,000","501,000","3,671,000","2,280,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","939,000","0","191,000","-191,000","2,288,000","1,158,000","1,130,000","939,000",
="00636","國泰中國A50     ","20,000","0","20,000","0","0","0","815,000","0","0","0","6,360,000","5,545,000","815,000","835,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","529,000","50,000","100,000","-50,000","2,284,000","1,705,000","579,000","529,000",
="0056","元大高股息      ","0","0","0","0","0","0","214,000","23,000","4,000","19,000","198,000","3,000","195,000","214,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","124,000","0","405,000","-405,000","2,976,000","2,447,000","529,000","124,000",
="0060","新台灣          ","0","0","0","0","0","0","121,000","0","0","0","194,000","73,000","121,000","121,000",
="0080","恒中國          ","0","0","0","0","0","0","24,200","0","0","0","24,200","0","24,200","24,200",
="0055","元大MSCI金融    ","0","0","0","0","0","0","8,000","10,000","0","10,000","3,000","5,000","-2,000","8,000",
="0081","恒香港          ","0","0","0","0","0","0","1,100","0","0","0","1,100","0","1,100","1,100",
="0054","元大台商50      ","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","0","0","0","0","2,000","2,000","0","0",
="008201","BP上證50        ","0","0","0","0","0","0","-700","0","0","0","0","700","-700","-700",
="00645","富邦日本        ","0","0","0","0","0","0","-1,000","0","0","0","1,644,000","1,645,000","-1,000","-1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="0052","富邦科技        ","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="0053","元大電子        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","-2,000","0","0","0","3,000","5,000","-2,000","-2,000",
="0058","富邦發達        ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="0059","富邦金融        ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="0051","元大中型100     ","34,000","20,000","14,000","0","0","0","-78,000","0","0","0","14,000","92,000","-78,000","-64,000",
="00639","富邦深100       ","0","0","0","0","0","0","-263,000","370,000","74,000","296,000","2,507,000","3,066,000","-559,000","-263,000",
="0061","元大寶滬深      ","10,000","0","10,000","0","0","0","-416,000","70,000","2,209,000","-2,139,000","6,478,000","4,755,000","1,723,000","-406,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","-470,000","150,000","931,000","-781,000","993,000","682,000","311,000","-470,000",
="006205","富邦上証        ","0","2,000","-2,000","58,000","5,000","53,000","-1,065,000","81,000","595,000","-514,000","5,488,000","6,039,000","-551,000","-1,014,000",
="00640L","富邦日本正2     ","0","0","0","0","0","0","-1,029,000","0","9,000","-9,000","2,200,000","3,220,000","-1,020,000","-1,029,000",
="00642U","元大S&P石油     ","0","0","0","0","0","0","-1,088,000","50,000","0","50,000","432,000","1,570,000","-1,138,000","-1,088,000",
="006207","FH滬深          ","0","0","0","0","0","0","-1,119,000","7,000","80,000","-73,000","1,872,000","2,918,000","-1,046,000","-1,119,000",
="006206","元大上證50      ","0","0","0","0","150,000","-150,000","-1,358,000","2,000","252,000","-250,000","4,108,000","5,216,000","-1,108,000","-1,508,000",
="00632R","元大台灣50反1   ","1,064,000","7,084,000","-6,020,000","0","0","0","3,787,000","438,000","2,806,000","-2,368,000","9,048,000","2,893,000","6,155,000","-2,233,000",
="00634R","富邦上証反1     ","0","0","0","0","0","0","-4,756,000","215,000","160,000","55,000","2,552,000","7,363,000","-4,811,000","-4,756,000",
="00643","群益深証中小    ","265,000","10,000","255,000","0","0","0","-5,185,000","130,000","1,000,000","-870,000","3,170,000","7,485,000","-4,315,000","-4,930,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
