"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","0","410,000","-410,000","380,000","0","380,000","31,764,000","18,241,000","13,523,000","4,688,000",
="0050","元大台灣50      ","165,000","710,000","-545,000","960,000","0","960,000","5,602,000","3,563,000","2,039,000","1,939,000",
="006206","元大上證50      ","0","100,000","-100,000","0","0","0","5,266,000","3,456,000","1,810,000","1,546,000",
="006207","FH滬深          ","0","1,500,000","-1,500,000","0","0","0","15,491,000","9,189,000","6,302,000","1,387,000",
="006205","富邦上証        ","1,000","0","1,000","160,000","0","160,000","11,799,000","6,289,000","5,510,000","940,000",
="0056","元大高股息      ","117,000","0","117,000","0","0","0","169,000","169,000","0","286,000",
="0055","元大MSCI金融    ","2,000","0","2,000","0","0","0","72,000","57,000","15,000","44,000",
="0054","元大台商50      ","8,000","0","8,000","0","0","0","5,000","5,000","0","13,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","12,000","12,000","0","12,000",
="008201","BP上證50        ","0","0","0","0","0","0","6,500","6,500","0","6,500",
="0059","富邦金融        ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0051","元大中型100     ","1,000","0","1,000","0","0","0","1,000","1,000","0","2,000",
="006203","元大MSCI台灣    ","23,000","0","23,000","0","0","0","22,000","0","22,000","1,000",
="006208","富邦台50        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0052","富邦科技        ","0","2,000","-2,000","0","0","0","2,000","1,000","1,000","-2,000",
="0053","元大電子        ","0","17,000","-17,000","0","0","0","0","0","0","-17,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
