"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006207","FH滬深          ","0","1,350,000","-1,350,000","0","0","0","2,151,000","1,915,000","236,000","329,000",
="0050","元大台灣50      ","608,000","999","607,001","0","0","0","3,873,000","1,656,000","2,217,000","46,001",
="0054","元大台商50      ","0","0","0","0","0","0","37,000","37,000","0","37,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","147,000","88,000","59,000","29,000",
="0053","元大電子        ","5,000","0","5,000","0","0","0","15,000","15,000","0","20,000",
="006208","富邦台50        ","0","0","0","0","0","0","14,000","14,000","0","14,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","14,000","14,000","0","14,000",
="0059","富邦金融        ","53,000","1,000","52,000","0","0","0","65,000","12,000","53,000","11,000",
="0052","富邦科技        ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0060","新台灣          ","0","0","0","0","0","0","3,000","1,000","2,000","-1,000",
="008201","BP上證50        ","0","1,000","-1,000","0","0","0","0","0","0","-1,000",
="0058","富邦發達        ","0","0","0","0","0","0","5,000","0","5,000","-5,000",
="0057","富邦摩台        ","0","0","0","0","0","0","54,000","24,000","30,000","-6,000",
="006204","永豐臺灣加權    ","40,000","0","40,000","0","0","0","275,047","83,000","192,047","-69,047",
="006205","富邦上証        ","0","0","0","588,000","500,000","88,000","7,446,000","3,464,000","3,982,000","-430,000",
="0061","元大寶滬深      ","100,000","464,000","-364,000","0","0","0","6,026,000","2,971,000","3,055,000","-448,000",
="006206","元大上證50      ","0","7,050,000","-7,050,000","0","0","0","12,494,000","9,228,000","3,266,000","-1,088,000",
="0056","元大高股息      ","0","999","-999","0","0","0","1,100,000","0","1,100,000","-1,100,999",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
