"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","0","20,000","-20,000","0","0","0","7,797,000","6,214,000","1,583,000","4,611,000",
="0050","元大台灣50      ","834,000","314,000","520,000","745,000","0","745,000","4,781,000","3,286,000","1,495,000","3,056,000",
="006206","元大上證50      ","100,000","0","100,000","0","0","0","4,056,000","2,928,000","1,128,000","1,900,000",
="0056","元大高股息      ","213,000","1,000","212,000","0","0","0","1,022,000","952,000","70,000","1,094,000",
="006205","富邦上証        ","50,000","0","50,000","0","0","0","6,643,000","3,784,000","2,859,000","975,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","1,816,000","1,273,000","543,000","730,000",
="006207","FH滬深          ","1,000","0","1,000","0","0","0","2,487,000","1,334,000","1,153,000","182,000",
="0054","元大台商50      ","5,000","0","5,000","0","0","0","55,000","55,000","0","60,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","51,494","51,000","494","50,506",
="0053","元大電子        ","5,000","0","5,000","0","0","0","0","0","0","5,000",
="0057","富邦摩台        ","0","0","0","0","0","0","13,000","9,000","4,000","5,000",
="0060","新台灣          ","0","0","0","0","0","0","3,000","3,000","0","3,000",
="006208","富邦台50        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="006203","元大MSCI台灣    ","1,000","0","1,000","0","0","0","0","0","0","1,000",
="0059","富邦金融        ","0","0","0","0","0","0","2,000","1,000","1,000","0",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
