"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","10,737,000","555,700","10,181,300","0","0","0","3,956,000","1,492,000","2,464,000","9,209,300",
="0061","元大寶滬深      ","112,000","0","112,000","0","0","0","5,837,000","3,080,000","2,757,000","435,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","382,803","350,803","32,000","318,803",
="0055","元大MSCI金融    ","328,000","0","328,000","0","400,000","-400,000","382,000","366,000","16,000","278,000",
="0051","元大中型100     ","209,000","0","209,000","0","0","0","1,000","1,000","0","210,000",
="006208","富邦台50        ","0","0","0","0","0","0","197,000","197,000","0","197,000",
="006205","富邦上証        ","0","0","0","0","743,000","-743,000","5,622,000","3,262,000","2,360,000","159,000",
="0056","元大高股息      ","0","0","0","0","0","0","127,000","127,000","0","127,000",
="0053","元大電子        ","107,000","0","107,000","0","0","0","0","0","0","107,000",
="006203","元大MSCI台灣    ","107,000","0","107,000","0","0","0","0","0","0","107,000",
="0052","富邦科技        ","30,000","0","30,000","0","0","0","15,000","0","15,000","15,000",
="0057","富邦摩台        ","15,000","0","15,000","0","0","0","0","0","0","15,000",
="0054","元大台商50      ","7,000","0","7,000","0","0","0","0","0","0","7,000",
="0080","恒中國          ","6,400","0","6,400","0","0","0","0","0","0","6,400",
="0081","恒香港          ","2,300","0","2,300","0","0","0","0","0","0","2,300",
="0058","富邦發達        ","0","0","0","0","0","0","6,000","0","6,000","-6,000",
="0059","富邦金融        ","0","0","0","0","0","0","7,000","0","7,000","-7,000",
="006206","元大上證50      ","0","0","0","0","0","0","532,000","253,000","279,000","-26,000",
="006207","FH滬深          ","0","0","0","0","0","0","526,000","215,000","311,000","-96,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
