"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","10,823,000","400,000","10,423,000","0","0","0","4,756,000","1,537,000","3,219,000","8,741,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","11,465,000","10,078,000","1,387,000","8,691,000",
="006206","元大上證50      ","0","0","0","0","0","0","4,127,000","3,110,000","1,017,000","2,093,000",
="006205","富邦上証        ","0","0","0","0","0","0","6,909,000","3,970,000","2,939,000","1,031,000",
="006207","FH滬深          ","0","0","0","0","0","0","3,434,000","2,192,000","1,242,000","950,000",
="0056","元大高股息      ","485,000","0","485,000","0","0","0","224,000","163,000","61,000","587,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","304,000","250,000","54,000","196,000",
="0054","元大台商50      ","132,000","0","132,000","0","0","0","0","0","0","132,000",
="0053","元大電子        ","60,000","0","60,000","0","0","0","11,000","11,000","0","71,000",
="006203","元大MSCI台灣    ","68,000","0","68,000","0","0","0","0","0","0","68,000",
="0051","元大中型100     ","46,000","0","46,000","0","0","0","21,000","21,000","0","67,000",
="0052","富邦科技        ","23,000","0","23,000","0","0","0","16,000","3,000","13,000","13,000",
="006208","富邦台50        ","0","0","0","0","0","0","10,000","10,000","0","10,000",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","6,000","0","6,000","-6,000",
="0057","富邦摩台        ","0","0","0","0","0","0","9,000","1,000","8,000","-7,000",
="0055","元大MSCI金融    ","0","1,334,000","-1,334,000","0","0","0","27,360,000","14,266,000","13,094,000","-162,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
