"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00640L","富邦日本正2     ","0","0","0","0","0","0","2,682,000","35,000","0","35,000","2,837,000","190,000","2,647,000","2,682,000",
="00673R","元大S&P原油反1  ","689,000","0","689,000","0","0","0","1,396,000","0","0","0","1,494,000","98,000","1,396,000","2,085,000",
="00633L","富邦上証正2     ","846,000","902,000","-56,000","0","0","0","1,386,000","1,851,000","60,000","1,791,000","3,443,000","3,848,000","-405,000","1,330,000",
="00676R","富邦臺灣加權反1 ","0","0","0","0","0","0","1,293,000","0","700,000","-700,000","4,868,000","2,875,000","1,993,000","1,293,000",
="00637L","元大滬深300正2  ","2,100,000","626,000","1,474,000","0","0","0","-474,000","100,000","0","100,000","9,709,000","10,283,000","-574,000","1,000,000",
="00689R","國泰20年美債反1 ","222,000","0","222,000","0","0","0","419,000","0","0","0","614,000","195,000","419,000","641,000",
="00635U","元大S&P黃金     ","45,000","0","45,000","0","0","0","574,000","0","0","0","865,000","291,000","574,000","619,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","398,000","0","200,000","-200,000","1,389,000","791,000","598,000","398,000",
="00652","富邦印度        ","0","0","0","0","0","0","373,000","0","0","0","447,000","74,000","373,000","373,000",
="00675L","富邦臺灣加權正2 ","0","0","0","0","0","0","356,000","0","0","0","1,742,000","1,386,000","356,000","356,000",
="00631L","元大台灣50正2   ","97,000","13,000","84,000","0","0","0","254,000","0","0","0","761,000","507,000","254,000","338,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","307,000","0","0","0","829,000","522,000","307,000","307,000",
="00636","國泰中國A50     ","0","0","0","0","0","0","302,000","0","0","0","693,000","391,000","302,000","302,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","293,000","0","0","0","387,000","94,000","293,000","293,000",
="00688L","國泰20年美債正2 ","90,000","0","90,000","0","0","0","196,000","0","0","0","543,000","347,000","196,000","286,000",
="00685L","群益臺灣加權正2 ","0","0","0","0","0","0","279,000","0","0","0","1,038,000","759,000","279,000","279,000",
="006206","元大上證50      ","1,000","64,000","-63,000","0","0","0","304,000","50,000","0","50,000","371,000","117,000","254,000","241,000",
="00657","國泰日經225     ","1,000","0","1,000","0","0","0","227,000","0","0","0","279,000","52,000","227,000","228,000",
="00634R","富邦上証反1     ","21,000","20,000","1,000","0","0","0","198,000","0","0","0","300,000","102,000","198,000","199,000",
="00668","國泰美國道瓊    ","200,000","0","200,000","0","0","0","-30,000","0","0","0","170,000","200,000","-30,000","170,000",
="00681R","元大美債20反1   ","2,000","0","2,000","0","0","0","117,000","0","0","0","135,000","18,000","117,000","119,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","118,000","0","0","0","149,000","31,000","118,000","118,000",
="00654R","富邦印度反1     ","0","50,000","-50,000","0","0","0","150,000","0","0","0","210,000","60,000","150,000","100,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","38,000","0","0","0","142,000","104,000","38,000","38,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","24,000","0","0","0","64,000","40,000","24,000","24,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","23,000","0","0","0","23,000","0","23,000","23,000",
="0053","元大電子        ","0","0","0","0","0","0","20,000","0","0","0","20,000","0","20,000","20,000",
="00647L","元大S&P500正2   ","0","0","0","0","0","0","17,000","10,000","0","10,000","20,000","13,000","7,000","17,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","13,000","160,000","0","160,000","448,000","595,000","-147,000","13,000",
="00660","元大歐洲50      ","0","0","0","0","0","0","10,000","0","0","0","14,000","4,000","10,000","10,000",
="00666R","富邦H股反1      ","181,000","0","181,000","0","0","0","-171,000","0","0","0","600,000","771,000","-171,000","10,000",
="0054","元大台商50      ","0","0","0","0","0","0","8,000","0","0","0","8,000","0","8,000","8,000",
="0057","富邦摩台        ","0","0","0","0","0","0","7,000","0","0","0","13,000","6,000","7,000","7,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","6,000","0","0","0","6,000","0","6,000","6,000",
="00651R","FH香港反1       ","0","0","0","0","0","0","4,000","0","0","0","61,000","57,000","4,000","4,000",
="00645","富邦日本        ","0","0","0","0","0","0","4,000","0","0","0","24,000","20,000","4,000","4,000",
="00655L","國泰中國A50正2  ","0","0","0","0","0","0","4,000","0","0","0","230,000","226,000","4,000","4,000",
="006208","富邦台50        ","0","0","0","0","0","0","3,000","0","0","0","8,000","5,000","3,000","3,000",
="00646","元大S&P500      ","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="00649","FH香港          ","0","0","0","0","0","0","2,000","0","0","0","125,000","123,000","2,000","2,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0051","元大中型100     ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","500","0","0","0","120,500","120,000","500","500",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","50,000","50,000","0","0",
="00661","元大日經225     ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="00678","群益NBI生技     ","0","0","0","0","0","0","-1,000","0","0","0","29,000","30,000","-1,000","-1,000",
="00682U","元大美元指數    ","0","0","0","0","0","0","-2,000","0","0","0","40,000","42,000","-2,000","-2,000",
="0052","富邦科技        ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="00667","元大韓國        ","0","0","0","0","0","0","-9,000","0","0","0","21,000","30,000","-9,000","-9,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
="00686R","群益臺灣加權反1 ","0","0","0","0","0","0","-24,000","0","0","0","1,822,000","1,846,000","-24,000","-24,000",
="00650L","FH香港正2       ","0","9,000","-9,000","0","0","0","-25,000","0","0","0","752,000","777,000","-25,000","-34,000",
="00680L","元大美債20正2   ","0","5,000","-5,000","0","0","0","-36,000","0","0","0","9,000","45,000","-36,000","-41,000",
="00643K","群益深証中小+R  ","0","0","0","0","0","0","-50,000","0","0","0","0","50,000","-50,000","-50,000",
="00665L","富邦H股正2      ","336,000","0","336,000","0","0","0","-402,000","0","0","0","366,000","768,000","-402,000","-66,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","-83,000","0","0","0","300,000","383,000","-83,000","-83,000",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","-99,000","135,000","0","135,000","531,000","765,000","-234,000","-99,000",
="00691R","兆豐藍籌30反1   ","0","0","0","0","0","0","-121,000","0","0","0","95,000","216,000","-121,000","-121,000",
="00669R","國泰美國道瓊反1 ","0","0","0","0","0","0","-189,000","0","0","0","272,000","461,000","-189,000","-189,000",
="006207","FH滬深          ","0","39,000","-39,000","0","0","0","-159,000","0","20,000","-20,000","389,000","528,000","-139,000","-198,000",
="00683L","元大美元指數正2 ","0","0","0","0","0","0","-236,000","0","163,000","-163,000","230,000","303,000","-73,000","-236,000",
="00632R","元大台灣50反1   ","706,000","280,000","426,000","0","0","0","-739,000","934,000","1,819,000","-885,000","3,914,000","3,768,000","146,000","-313,000",
="00641R","富邦日本反1     ","10,000","0","10,000","0","0","0","-378,000","0","0","0","416,000","794,000","-378,000","-368,000",
="00684R","元大美元指數反1 ","0","0","0","0","0","0","-370,000","0","0","0","206,000","576,000","-370,000","-370,000",
="00670L","富邦NASDAQ正2   ","0","0","0","0","0","0","-398,000","0","0","0","516,000","914,000","-398,000","-398,000",
="00643","群益深証中小    ","2,000","0","2,000","0","0","0","-406,000","0","0","0","490,000","896,000","-406,000","-404,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","-463,000","0","0","0","747,000","1,210,000","-463,000","-463,000",
="006205","富邦上証        ","0","0","0","0","0","0","-587,000","10,000","20,000","-10,000","397,000","974,000","-577,000","-587,000",
="0056","元大高股息      ","1,000","0","1,000","0","0","0","-644,000","0","0","0","50,000","694,000","-644,000","-643,000",
="00639","富邦深100       ","51,000","165,000","-114,000","0","0","0","-808,000","10,000","262,000","-252,000","994,000","1,550,000","-556,000","-922,000",
="0050","元大台灣50      ","376,081","1,717,000","-1,340,919","750,000","0","750,000","-646,000","400,000","534,000","-134,000","477,000","989,000","-512,000","-1,236,919",
="00642U","元大S&P石油     ","1,000","809,000","-808,000","0","0","0","-1,770,000","0","0","0","0","1,770,000","-1,770,000","-2,578,000",
="00677U","富邦VIX         ","0","3,189,000","-3,189,000","0","0","0","-3,194,000","0","0","0","956,000","4,150,000","-3,194,000","-6,383,000",
="00672L","元大S&P原油正2  ","0","1,641,000","-1,641,000","0","0","0","-16,595,000","0","0","0","366,000","16,961,000","-16,595,000","-18,236,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"
